"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"PAQ_H","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 2 YEARS - 150 YEARS",NA,NA
"PAQ_H","PAQ605","PAQ605","Vigorous work activity","Next I am going to ask you about the time {you spend/SP  spends} doing different types of physical activity in a typical week. Think  first about the time {you spend/he spends/she spends} doing work. Think of  work as the things that {you have/he has/she has} to do such as paid or unpaid  work household chores and yard work. Does {your/SPs} work involve  vigorous-intensity activity that causes large increases in breathing or heart  rate like carrying or lifting heavy loads digging or construction work for at  least 10 minutes continuously?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1172"", ""5975"", ""1"", ""0"", ""2336""]; Cumulative=[""1172"", ""7147"", ""7148"", ""7148"", ""9484""]; Skip.to.Item=["""", ""PAQ620"", ""PAQ620"", ""PAQ620"", """"]"
"PAQ_H","PAQ610","PAQ610","Number of days vigorous work","In a typical week on how many days {do you/does SP} do  vigorous-intensity activities as part of {your/his/her} work?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 7"", ""77"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1171"", ""0"", ""1"", ""8312""]; Cumulative=[""1171"", ""1171"", ""1172"", ""9484""]; Skip.to.Item=["""", ""PAQ620"", ""PAQ620"", """"]"
"PAQ_H","PAD615","PAD615","Minutes vigorous-intensity work","How much time {do you/does SP} spend doing vigorous-intensity  activities at work on a typical day?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""10 to 1080"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1166"", ""0"", ""2"", ""8316""]; Cumulative=[""1166"", ""1166"", ""1168"", ""9484""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"PAQ_H","PAQ620","PAQ620","Moderate work activity","Does {your/SPs} work involve moderate-intensity activity  that causes small increases in breathing or heart rate such as brisk walking  or carrying light loads for at least 10 minutes continuously?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2308"", ""4837"", ""1"", ""2"", ""2336""]; Cumulative=[""2308"", ""7145"", ""7146"", ""7148"", ""9484""]; Skip.to.Item=["""", ""PAQ635"", ""PAQ635"", ""PAQ635"", """"]"
"PAQ_H","PAQ625","PAQ625","Number of days moderate work","In a typical week on how many days {do you/does SP} do  moderate-intensity activities as part of {your/his/her} work?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 7"", ""77"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2303"", ""1"", ""3"", ""7177""]; Cumulative=[""2303"", ""2304"", ""2307"", ""9484""]; Skip.to.Item=["""", ""PAQ635"", ""PAQ635"", """"]"
"PAQ_H","PAD630","PAD630","Minutes moderate-intensity work","How much time {do you/does SP} spend doing moderate-intensity  activities at work on a typical day?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""10 to 900"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2296"", ""0"", ""3"", ""7185""]; Cumulative=[""2296"", ""2296"", ""2299"", ""9484""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"PAQ_H","PAQ635","PAQ635","Walk or bicycle","The next questions exclude the physical activity at work that  you have already mentioned. Now I would like to ask you about the usual way  {you travel/SP travels} to and from places. For example to school for  shopping to work. In a typical week {do you/does SP} walk or use a bicycle  for at least 10 minutes continuously to get to and from places?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2047"", ""5099"", ""0"", ""1"", ""2337""]; Cumulative=[""2047"", ""7146"", ""7146"", ""7147"", ""9484""]; Skip.to.Item=["""", ""PAQ650"", ""PAQ650"", ""PAQ650"", """"]"
"PAQ_H","PAQ640","PAQ640","Number of days walk or bicycle","In a typical week on how many days {do you/does SP} walk or  bicycle for at least 10 minutes continuously to get to and from places?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 7"", ""77"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2047"", ""0"", ""0"", ""7437""]; Cumulative=[""2047"", ""2047"", ""2047"", ""9484""]; Skip.to.Item=["""", ""PAQ650"", ""PAQ650"", """"]"
"PAQ_H","PAD645","PAD645","Minutes walk/bicycle for transportation","How much time {do you/does SP} spend walking or bicycling for  travel on a typical day?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""10 to 840"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2040"", ""0"", ""3"", ""7441""]; Cumulative=[""2040"", ""2040"", ""2043"", ""9484""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
