"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"OCQ","SEQN","SEQN","Respondent sequence number","Respondent sequence number","Both males and females 12 YEARS - 150 YEARS",NA,NA
"OCQ","OCQ130","OCQ130","Average hours/week of paid/unpaid work","The next question is about work at a job or business. On the average how many hours per week does {SP} work in a paid or unpaid job? Would you say . . .","Both males and females 12 YEARS - 15 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""77"", ""99"", "".""]; Value.Description=[""5 or fewer hours,"", ""6 to 9 hours,"", ""10 to 14 hours,"", ""15 to 19 hours,"", ""20 to 24 hours, or"", ""25 or more hours?"", ""None"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""65"", ""22"", ""22"", ""16"", ""10"", ""5"", ""1105"", ""0"", ""2"", ""6048""]; Cumulative=[""65"", ""87"", ""109"", ""125"", ""135"", ""140"", ""1245"", ""1245"", ""1247"", ""7295""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OCQ","OCQ140","OCQ140","Check Item","","Both males and females 0 YEARS - 150 YEARS",NA,NA
"OCQ","OCQ150","OCQ150","Type of work done last week","(SP Interview Version) In this part of the survey I will ask you questions about {your/SPs} work experience. Which of the following {were you/was SP} doing last week . . . (Family Interview Version) The next questions are about {your/NON-SP HEADS/NON- SP SPOUSES} current job or business. Which of the following {were you/was} {NON-SP HEAD/NON-SP SPOUSE} doing last week . . .","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""7"", ""9"", "".""]; Value.Description=[""Working at a job or business,"", ""With a job or business but not at work,"", ""Looking for work, or"", ""Not working at a job or business?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""3003"", ""129"", ""127"", ""2776"", ""5"", ""1"", ""1254""]; Cumulative=[""3003"", ""3132"", ""3259"", ""6035"", ""6040"", ""6041"", ""7295""]; Skip.to.Item=[""OCQ180"", """", """", ""OCQ380"", """", """", """"]"
"OCQ","OCQ160","OCQ160","Worked at all last week?","(SP Interview Version) Did {you/SP} do any work at a job or business at all last week [include unpaid work in a family farm or business]?  (Family Interview Version) Did {you/NON-SP HEAD/NON-SP SPOUSE} do any work at a job or business at all last week ( include unpaid work in a family farm or business)?","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""41"", ""216"", ""4"", ""1"", ""7033""]; Cumulative=[""41"", ""257"", ""261"", ""262"", ""7295""]; Skip.to.Item=[""OCQ180"", ""OCQ170"", ""OCQ390G"", ""OCQ390G"", """"]"
"OCQ","OCQ170","OCQ170","Check Item","","Both males and females 16 YEARS - 150 YEARS",NA,NA
"OCQ","OCQ180","OCQ180","Hours worked last week at all jobs","How many hours did {you/SP} work last week at all jobs or businesses?","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 105"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""3043"", ""0"", ""1"", ""4251""]; Cumulative=[""3043"", ""3043"", ""3044"", ""7295""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OCQ","OCQ190","OCQ190","Check Item","","Both males and females 0 YEARS - 150 YEARS",NA,NA
"OCQ","OCQ200","OCQ200","Check Item","","Both males and females 0 YEARS - 150 YEARS",NA,NA
"OCQ","OCQ210","OCQ210","Usually work 35 or more hours per week","{Do you/Does SP} usually work 35 hours or more per week in total at all jobs or businesses?","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""300"", ""644"", ""0"", ""0"", ""6351""]; Cumulative=[""300"", ""944"", ""944"", ""944"", ""7295""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OCQ","OCD230","OCD230","Industry group code: current job","What kind of business or industry is this? (For example: TV and radio management retail shoe store state labor department farm.)","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 98"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3132"", ""4163""]; Cumulative=[""3132"", ""7295""]; Skip.to.Item=[""NA"", ""NA""]"
"OCQ","OCD240","OCD240","Occupation group code: current job","(SP Interview Version) What kind of work {were you/was SP} doing? (For example: farming mail clerk computer specialist.)  (Family Interview Version) What kind of work {were/was} {you/NON-SP HEAD/NON-SP SPOUSE} doing? (For example: farming mail clerk computer specialist.)","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 98"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3132"", ""4163""]; Cumulative=[""3132"", ""7295""]; Skip.to.Item=[""NA"", ""NA""]"
"OCQ","OCQ260","OCQ260","Description of job/work situation","Looking at the card which of these best describes this job or work situation?","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""77"", ""99"", "".""]; Value.Description=[""An employee of a private company, business, or individual for wages, salary, or commission."", ""A federal government employee"", ""A state government employee"", ""A local government employee"", ""Self-employed in own business, professional practice or farm."", ""Working without pay in family business or farm"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2510"", ""61"", ""136"", ""152"", ""244"", ""7"", ""0"", ""22"", ""4163""]; Cumulative=[""2510"", ""2571"", ""2707"", ""2859"", ""3103"", ""3110"", ""3110"", ""3132"", ""7295""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OCQ","OCD270","OCD270","Number of months working in the main job","About how long {have you/has SP} worked for {EMPLOYER} as a(n) {OCCUPATION}?","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 720"", ""0"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""Less than 1 month"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2997"", ""129"", ""0"", ""0"", ""4169""]; Cumulative=[""2997"", ""3126"", ""3126"", ""3126"", ""7295""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OCQ","OCQ280","OCQ280","Health insurance offered at main job","Was health insurance offered to {you/SP} through this job or business?","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1739"", ""1379"", ""1"", ""13"", ""4163""]; Cumulative=[""1739"", ""3118"", ""3119"", ""3132"", ""7295""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OCQ","OCQ290G","OCQ290G","Smell tobacco smoke at work","The next questions are about conditions {you/SP} may experience and equipment {you/he/she} may use at {EMPLOYER} as a(n) {OCCUPATION}. At this job or business how many hours per day can {you/SP} smell the smoke from other peoples cigarettes cigars and/or pipes?","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Enter number"", ""Never"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""695"", ""2427"", ""0"", ""10"", ""4163""]; Cumulative=[""695"", ""3122"", ""3122"", ""3132"", ""7295""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OCQ","OCQ290Q","OCQ290Q","# Hrs/day smell tobacco smoke at work","The next questions are about conditions {you/SP} may experience and equipment {you/he/she} may use at {EMPLOYER} as a(n) {OCCUPATION}. At this job or business how many hours per day can {you/SP} smell the smoke from other peoples cigarettes cigars and/or pipes?","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 20"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""694"", ""0"", ""1"", ""6600""]; Cumulative=[""694"", ""694"", ""695"", ""7295""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OCQ","OCQ300","OCQ300","Ever wear protective equipment at work","In this job {do you/does SP} ever wear protective equipment?","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1123"", ""2009"", ""0"", ""0"", ""4163""]; Cumulative=[""1123"", ""3132"", ""3132"", ""3132"", ""7295""]; Skip.to.Item=["""", ""OCQ340"", ""OCQ340"", ""OCQ340"", """"]"
"OCQ","OCQ310a","OCQ310a","Ever wear respirator at work","{Do you/Does SP} ever wear . . .a respirator?","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""160"", ""962"", ""0"", ""1"", ""6172""]; Cumulative=[""160"", ""1122"", ""1122"", ""1123"", ""7295""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
