"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"DIQ_G","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 1 YEARS - 150 YEARS",NA,NA
"DIQ_G","DIQ010","DIQ010","Doctor told you have diabetes","The next questions are about specific medical conditions. {Other than during pregnancy {have you/has SP}/{Have you/Has SP}} ever been told by a doctor or health professional that {you have/{he/she/SP} has} diabetes or sugar diabetes?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Borderline"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""708"", ""8524"", ""125"", ""1"", ""5"", ""1""]; Cumulative=[""708"", ""9232"", ""9357"", ""9358"", ""9363"", ""9364""]; Skip.to.Item=["""", ""DIQ159"", ""DIQ159"", ""DIQ159"", ""DIQ159"", """"]"
"DIQ_G","DID040","DID040","Age when first told you had diabetes","How old {was SP/were you} when a doctor or other health professional first told {you/him/her} that {you/he/she} had diabetes or sugar diabetes?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""3 to 78"", ""80"", ""666"", ""777"", ""999"", "".""]; Value.Description=[""Range of Values"", ""80 years or older"", ""Less than 1 year"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""684"", ""12"", ""5"", ""0"", ""7"", ""8656""]; Cumulative=[""684"", ""696"", ""701"", ""701"", ""708"", ""9364""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_G","DIQ159","DIQ159",NA,NA,"Both males and females 1 YEARS - 150 YEARS",NA,NA
"DIQ_G","DIQ160","DIQ160","Ever told you have prediabetes","{Have you/Has SP} ever been told by a doctor or other health professional that {you have/SP has} any of the following: prediabetes impaired fasting glucose impaired glucose tolerance borderline diabetes or that {your/her/his} blood sugar is higher than normal but not high enough to be called diabetes or sugar diabetes?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""245"", ""5748"", ""1"", ""6"", ""3364""]; Cumulative=[""245"", ""5993"", ""5994"", ""6000"", ""9364""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_G","DIQ170","DIQ170","Ever told have health risk for diabetes","{Have you/Has SP} ever been told by a doctor or other health professional that {you have/s/he has} health conditions or a medical or family history that increases {your/his/her} risk for diabetes?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""772"", ""5335"", ""1"", ""16"", ""3240""]; Cumulative=[""772"", ""6107"", ""6108"", ""6124"", ""9364""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_G","DIQ172","DIQ172","Feel could be at risk for diabetes","{Do you/Does SP} feel {you/he/she} could be at risk for diabetes or prediabetes?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""9"", ""."", ""1"", ""2"", ""7""]; Value.Description=[""Don't know"", ""Missing"", ""Yes"", ""No"", ""Refused""]; Count=[""67"", ""3240"", ""1562"", ""4494"", ""1""]; Cumulative=[""6124"", ""9364"", ""1562"", ""6056"", ""6057""]; Skip.to.Item=[""DIQ180"", """", """", ""DIQ180"", ""DIQ180""]"
"DIQ_G","DIQ175A","DIQ175A","Family history","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?]","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""10"", ""77"", ""99"", "".""]; Value.Description=[""Family history"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1165"", ""0"", ""2"", ""8197""]; Cumulative=[""1165"", ""1165"", ""1167"", ""9364""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_G","DIQ175B","DIQ175B","Overweight","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?]","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""11"", "".""]; Value.Description=[""Overweight"", ""Missing""]; Count=[""458"", ""8906""]; Cumulative=[""458"", ""9364""]; Skip.to.Item=[""NA"", ""NA""]"
"DIQ_G","DIQ175C","DIQ175C","Age","Why {Do you/Does SP} think {you are/he is/she is} at risk for diabetes or prediabetes? [Anything else?]","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""12"", "".""]; Value.Description=[""Age"", ""Missing""]; Count=[""103"", ""9261""]; Cumulative=[""103"", ""9364""]; Skip.to.Item=[""NA"", ""NA""]"
