"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"PAQ_F","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 2 YEARS - 150 YEARS",NA,NA
"PAQ_F","PAQ706","PAQ706","Days physically active at least 60 min","Now Id like to ask you some questions about {SPs}  activities. During the past 7 days on how many days was {SP} physically  active for a total of at least 60 minutes per day? Add up all the time {SP}  spent in any kind of physical activity that increased {his/her} heart rate and  made {him/her} breathe hard some of the time.","Both males and females 2 YEARS - 11 YEARS",NA,"Code.or.Value=[""0 to 7"", ""77"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2224"", ""1"", ""3"", ""7543""]; Cumulative=[""2224"", ""2225"", ""2228"", ""9771""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"PAQ_F","PAD590","PAD590","Hours watch TV or videos past 30 days","Now I will ask you about TV watching and computer use. Over  the past 30 days on average how many hours per day did {SP} sit and watch TV  or videos? Would you say ...","Both males and females 2 YEARS - 11 YEARS",NA,"Code.or.Value=[""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""77"", ""99"", "".""]; Value.Description=[""Less than 1 hour"", ""1 hour"", ""2 hours"", ""3 hours"", ""4 hours"", ""5 hours or more"", ""None"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""285"", ""539"", ""734"", ""320"", ""159"", ""158"", ""31"", ""1"", ""1"", ""7543""]; Cumulative=[""285"", ""824"", ""1558"", ""1878"", ""2037"", ""2195"", ""2226"", ""2227"", ""2228"", ""9771""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"PAQ_F","PAD600","PAD600","Hours use computer past 30 days","Over the past 30 days on average how many hours per day did  {SP} use a computer or play computer games outside of school? Would you say  ...","Both males and females 2 YEARS - 11 YEARS",NA,"Code.or.Value=[""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""77"", ""99"", "".""]; Value.Description=[""Less than 1 hour"", ""1 hour"", ""2 hours"", ""3 hours"", ""4 hours"", ""5 hours or more"", ""None"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""764"", ""407"", ""164"", ""64"", ""20"", ""35"", ""773"", ""1"", ""0"", ""7543""]; Cumulative=[""764"", ""1171"", ""1335"", ""1399"", ""1419"", ""1454"", ""2227"", ""2228"", ""2228"", ""9771""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"PAQ_F","PAQ605","PAQ605","Vigorous work activity","Next I am going to ask you about the time {you spend/SP  spends} doing different types of physical activity in a typical week. Please  answer these questions even if {you do not consider yourself/SP does not  consider himself/herself} to be a physically active person. Think first about  the time {you spend/SP spends} doing work. Think of work as the things that  {you have/SP has} to do such as paid or unpaid work studying or training  household chores and yard work. In answering the following questions  vigorous-intensity activities are activities that require hard physical  effort and cause large increases in breathing or heart rate and  moderate-intensity activities are activities that require moderate physical  effort and cause small increases in breathing or heart rate. Does {your/SPs}  work involve vigorous-intensity activity that causes large increases in  breathing or heart rate like carrying or lifting heavy loads digging or  construction work for at least 10 minutes continuously?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1236"", ""6263"", ""0"", ""1"", ""2271""]; Cumulative=[""1236"", ""7499"", ""7499"", ""7500"", ""9771""]; Skip.to.Item=["""", ""PAQ620"", ""PAQ620"", ""PAQ620"", """"]"
"PAQ_F","PAQ610","PAQ610","Days vigorous work","In a typical week on how many days {do you/does SP} do  vigorous-intensity activities as part of your work?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 7"", ""77"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1235"", ""0"", ""1"", ""8535""]; Cumulative=[""1235"", ""1235"", ""1236"", ""9771""]; Skip.to.Item=["""", ""PAQ620"", ""PAQ620"", """"]"
"PAQ_F","PAD615","PAD615","Minutes vigorous-intensity work","How much time {do you/does SP} spend doing vigorous-intensity  activities at work on a typical day?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""10 to 960"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1229"", ""0"", ""3"", ""8539""]; Cumulative=[""1229"", ""1229"", ""1232"", ""9771""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"PAQ_F","PAQ620","PAQ620","Moderate work activity","Does {your/SPs} work involve moderate-intensity activity  that causes small increases in breathing or heart rate such as brisk walking  or carrying light loads for at least 10 minutes continuously?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2537"", ""4962"", ""0"", ""1"", ""2271""]; Cumulative=[""2537"", ""7499"", ""7499"", ""7500"", ""9771""]; Skip.to.Item=["""", ""PAQ635"", ""PAQ635"", ""PAQ635"", """"]"
"PAQ_F","PAQ625","PAQ625","Number of days moderate work","In a typical week on how many days {do you/does SP} do  moderate-intensity activities as part of {your/his/her} work?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 7"", ""77"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2534"", ""0"", ""3"", ""7234""]; Cumulative=[""2534"", ""2534"", ""2537"", ""9771""]; Skip.to.Item=["""", ""PAQ635"", ""PAQ635"", """"]"
"PAQ_F","PAD630","PAD630","Minutes moderate-intensity work","How much time {do you/does SP} spend doing moderate-intensity  activities at work on a typical day?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""10 to 1080"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2527"", ""0"", ""3"", ""7241""]; Cumulative=[""2527"", ""2527"", ""2530"", ""9771""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"PAQ_F","PAQ635","PAQ635","Walk or bicycle","The next questions exclude the physical activity of work that  you have already mentioned. Now I would like to ask you about the usual way  {you travel/SP travels} to and from places. For example to work for  shopping to school. {Do you/Does SP} walk or use a bicycle for at least 10  minutes continuously to get to and from places?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""9"", ""."", ""1"", ""2"", ""7""]; Value.Description=[""Don't know"", ""Missing"", ""Yes"", ""No"", ""Refused""]; Count=[""1"", ""2271"", ""2247"", ""5252"", ""0""]; Cumulative=[""7500"", ""9771"", ""2247"", ""7499"", ""7499""]; Skip.to.Item=[""PAQ650"", """", """", ""PAQ650"", ""PAQ650""]"
"PAQ_F","PAQ640","PAQ640","Number of days walk or bicycle","In a typical week on how many days {do you/does SP} walk or  bicycle for at least 10 minutes continuously to get to and from places?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 7"", ""77"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2247"", ""0"", ""0"", ""7524""]; Cumulative=[""2247"", ""2247"", ""2247"", ""9771""]; Skip.to.Item=["""", ""PAQ650"", ""PAQ650"", """"]"
"PAQ_F","PAD645","PAD645","Minutes walk/bicycle for transportation","How much time {do you/does SP} spend walking or bicycling for  travel on a typical day?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""10 to 960"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2239"", ""0"", ""5"", ""7527""]; Cumulative=[""2239"", ""2239"", ""2244"", ""9771""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"PAQ_F","PAQ650","PAQ650","Vigorous recreational activities","The next questions exclude the work and transportation  activities that you have already mentioned. Now I would like to ask you about  sports fitness and recreational activities. {Do you/Does SP} do any  vigorous-intensity sports fitness or recreational activities that cause  large increases in breathing or heart rate like running or basketball for at  least 10 minutes continuously?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1892"", ""5607"", ""0"", ""1"", ""2271""]; Cumulative=[""1892"", ""7499"", ""7499"", ""7500"", ""9771""]; Skip.to.Item=["""", ""PAQ665"", ""PAQ665"", ""PAQ665"", """"]"
"PAQ_F","PAQ655","PAQ655","Days vigorous recreational activities","In a typical week on how many days {do you/does SP} do  vigorous-intensity sports fitness or recreational activities?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 7"", ""77"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""DON'T KNOW"", ""Missing""]; Count=[""1892"", ""0"", ""0"", ""7879""]; Cumulative=[""1892"", ""1892"", ""1892"", ""9771""]; Skip.to.Item=["""", ""PAQ665"", ""PAQ665"", """"]"
"PAQ_F","PAD660","PAD660","Minutes vigorous recreational activities","How much time {do you/does SP} spend doing vigorous-intensity  sports fitness or recreational activities on a typical day?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""10 to 480"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1889"", ""0"", ""1"", ""7881""]; Cumulative=[""1889"", ""1889"", ""1890"", ""9771""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"PAQ_F","PAQ665","PAQ665","Moderate recreational activities","{Do you/Does SP} do any moderate-intensity sports fitness  or recreational activities that cause a small increase in breathing or heart  rate such as brisk walking bicycling swimming or golf for at least 10  minutes continuously?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2977"", ""4521"", ""0"", ""2"", ""2271""]; Cumulative=[""2977"", ""7498"", ""7498"", ""7500"", ""9771""]; Skip.to.Item=["""", ""PAD680"", ""PAD680"", ""PAD680"", """"]"
"PAQ_F","PAQ670","PAQ670","Days moderate recreational activities","In a typical week on how many days {do you/does SP} do  moderate-intensity sports fitness or recreational activities?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 7"", ""77"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2975"", ""0"", ""2"", ""6794""]; Cumulative=[""2975"", ""2975"", ""2977"", ""9771""]; Skip.to.Item=["""", ""PAD680"", ""PAD680"", """"]"
"PAQ_F","PAD675","PAD675","Minutes moderate recreational activities","How much time {do you/does SP} spend doing moderate-intensity  sports fitness or recreational activities on a typical day?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""10 to 600"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2969"", ""0"", ""2"", ""6800""]; Cumulative=[""2969"", ""2969"", ""2971"", ""9771""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"PAQ_F","PAD680","PAD680","Minutes sedentary activity","The following question is about sitting at work at home  getting to and from places or with friends including time spent sitting at a  desk traveling in a car or bus reading playing cards watching television  or using a computer. Do not include time spent sleeping. How much time {do  you/does SP} usually spend sitting on a typical day?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 1200"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""7476"", ""0"", ""18"", ""2277""]; Cumulative=[""7476"", ""7476"", ""7494"", ""9771""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"PAQ_F","PAAQUEX","PAAQUEX","Questionnaire source flag for weighting","Questionnaire source flag for weighting","Both males and females 2 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", "".""]; Value.Description=[""Sample Person Interview Questionnaire Targets (B(2-11) 
      and (B(16-150)"", ""MEC CAPI Questionnaire Targets (B(12-15)"", ""Missing""]; Count=[""9119"", ""652"", ""0""]; Cumulative=[""9119"", ""9771"", ""9771""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
