"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"RDQ_G","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 1 YEARS - 150 YEARS",NA,NA
"RDQ_G","RDQ005A","RDQ005A",NA,NA,"Both males and females 1 YEARS - 150 YEARS",NA,NA
"RDQ_G","RDQ031","RDQ031","Coughing most days - over 3 mo period","{Do you/Does SP} usually cough on most days for 3 consecutive months or more during the year?","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""376"", ""3225"", ""1"", ""1"", ""5761""]; Cumulative=[""376"", ""3601"", ""3602"", ""3603"", ""9364""]; Skip.to.Item=["""", ""RDQ050"", ""RDQ050"", ""RDQ050"", """"]"
"RDQ_G","RDD040","RDD040","# Years had cough problem","For how many years {have you/has SP} had this cough?","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 66"", ""70"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""70 or more"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""362"", ""1"", ""0"", ""13"", ""8988""]; Cumulative=[""362"", ""363"", ""363"", ""376"", ""9364""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"RDQ_G","RDQ050","RDQ050","Bring up phlegm most days - 3 mo period","{Do you/Does SP} bring up phlegm on most days for 3 consecutive months or more during the year?","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""314"", ""3288"", ""1"", ""0"", ""5761""]; Cumulative=[""314"", ""3602"", ""3603"", ""3603"", ""9364""]; Skip.to.Item=["""", ""RDQ070"", ""RDQ070"", ""RDQ070"", """"]"
"RDQ_G","RDD060","RDD060","# Years bringing up phlegm problem","For how many years {have you/has SP} had trouble with phlegm?","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 56"", ""70"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""70 or more"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""303"", ""1"", ""0"", ""10"", ""9050""]; Cumulative=[""303"", ""304"", ""304"", ""314"", ""9364""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"RDQ_G","RDQ070","RDQ070","Wheezing or whistling in chest - past yr","In the past 12 months {have you/has SP} had wheezing or whistling in {your/his/her} chest?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1218"", ""8140"", ""1"", ""4"", ""1""]; Cumulative=[""1218"", ""9358"", ""9359"", ""9363"", ""9364""]; Skip.to.Item=["""", ""RDQ140"", ""RDQ140"", ""RDQ140"", """"]"
"RDQ_G","RDQ080","RDQ080","# Wheezing/whistling attacks past year","[In the past 12 months] how many attacks of wheezing or whistling {have you/has SP} had?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 12"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1189"", ""0"", ""29"", ""8146""]; Cumulative=[""1189"", ""1189"", ""1218"", ""9364""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"RDQ_G","RDQ090","RDQ090","Wheezing disturb sleep in past year","[In the past 12 months] how often on average has {your/SPs} sleep been disturbed because of wheezing? Would you say this happens . . .","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Never,"", ""1 or more nights per week, or"", ""Less than 1 night per week?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""579"", ""326"", ""309"", ""0"", ""4"", ""8146""]; Cumulative=[""579"", ""905"", ""1214"", ""1214"", ""1218"", ""9364""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"RDQ_G","RDQ100","RDQ100","Chest sound wheezy during exercise","[In the past 12 months] has {your/SPs} chest sounded wheezy during or after exercise or physical activity?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""577"", ""630"", ""0"", ""11"", ""8146""]; Cumulative=[""577"", ""1207"", ""1207"", ""1218"", ""9364""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
