"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"DXXT12_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXT12_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXT12_H","DXXPT58X","DXXPT58X","x-coordinates of outline points 59","x-coordinates of outline points 59","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""352.3 to 998"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT58Y","DXXPT58Y","y-coordinates of outline points 59","y-coordinates of outline points 59","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""61.8 to 301.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT59X","DXXPT59X","x-coordinates of outline points 60","x-coordinates of outline points 60","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""341.7 to 987.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT59Y","DXXPT59Y","y-coordinates of outline points 60","y-coordinates of outline points 60","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""58.6 to 301.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT60X","DXXPT60X","x-coordinates of outline points 61","x-coordinates of outline points 61","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""330.1 to 973.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT60Y","DXXPT60Y","y-coordinates of outline points 61","y-coordinates of outline points 61","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""64.2 to 307.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT61X","DXXPT61X","x-coordinates of outline points 62","x-coordinates of outline points 62","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""389.7 to 1036.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT61Y","DXXPT61Y","y-coordinates of outline points 62","y-coordinates of outline points 62","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""64.2 to 307.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT62X","DXXPT62X","x-coordinates of outline points 63","x-coordinates of outline points 63","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""377.4 to 1022.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT62Y","DXXPT62Y","y-coordinates of outline points 63","y-coordinates of outline points 63","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""64.3 to 307.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT63X","DXXPT63X","x-coordinates of outline points 64","x-coordinates of outline points 64","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""368 to 1013.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT63Y","DXXPT63Y","y-coordinates of outline points 64","y-coordinates of outline points 64","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63.6 to 306.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT64X","DXXPT64X","x-coordinates of outline points 65","x-coordinates of outline points 65","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""358.7 to 1003.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT64Y","DXXPT64Y","y-coordinates of outline points 65","y-coordinates of outline points 65","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""62.5 to 306.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT65X","DXXPT65X","x-coordinates of outline points 66","x-coordinates of outline points 66","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""348.7 to 993.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT65Y","DXXPT65Y","y-coordinates of outline points 66","y-coordinates of outline points 66","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""61.3 to 305.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT66X","DXXPT66X","x-coordinates of outline points 67","x-coordinates of outline points 67","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""339.4 to 983.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT66Y","DXXPT66Y","y-coordinates of outline points 67","y-coordinates of outline points 67","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""58.5 to 304.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT67X","DXXPT67X","x-coordinates of outline points 68","x-coordinates of outline points 68","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""328.4 to 971.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT67Y","DXXPT67Y","y-coordinates of outline points 68","y-coordinates of outline points 68","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63.8 to 309.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT68X","DXXPT68X","x-coordinates of outline points 69","x-coordinates of outline points 69","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""327 to 971.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT68Y","DXXPT68Y","y-coordinates of outline points 69","y-coordinates of outline points 69","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""74.2 to 321"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT69X","DXXPT69X","x-coordinates of outline points 70","x-coordinates of outline points 70","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""327.4 to 971.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT69Y","DXXPT69Y","y-coordinates of outline points 70","y-coordinates of outline points 70","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""84.7 to 333.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT70X","DXXPT70X","x-coordinates of outline points 71","x-coordinates of outline points 71","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""327 to 970.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT70Y","DXXPT70Y","y-coordinates of outline points 71","y-coordinates of outline points 71","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""95.5 to 345.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT71X","DXXPT71X","x-coordinates of outline points 72","x-coordinates of outline points 72","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""325.7 to 968.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT71Y","DXXPT71Y","y-coordinates of outline points 72","y-coordinates of outline points 72","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""106 to 358.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT72X","DXXPT72X","x-coordinates of outline points 73","x-coordinates of outline points 73","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""323.8 to 965"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT72Y","DXXPT72Y","y-coordinates of outline points 73","y-coordinates of outline points 73","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""115.8 to 370.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT73X","DXXPT73X","x-coordinates of outline points 74","x-coordinates of outline points 74","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""321.3 to 961.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT73Y","DXXPT73Y","y-coordinates of outline points 74","y-coordinates of outline points 74","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""125.8 to 381.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT74X","DXXPT74X","x-coordinates of outline points 75","x-coordinates of outline points 75","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""318.4 to 956.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT74Y","DXXPT74Y","y-coordinates of outline points 75","y-coordinates of outline points 75","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""66.1 to 313"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT75X","DXXPT75X","x-coordinates of outline points 76","x-coordinates of outline points 76","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""323.8 to 967.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT75Y","DXXPT75Y","y-coordinates of outline points 76","y-coordinates of outline points 76","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""76 to 323.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT76X","DXXPT76X","x-coordinates of outline points 77","x-coordinates of outline points 77","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""324 to 966.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT76Y","DXXPT76Y","y-coordinates of outline points 77","y-coordinates of outline points 77","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""86.2 to 335.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT77X","DXXPT77X","x-coordinates of outline points 78","x-coordinates of outline points 78","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""323 to 965.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT77Y","DXXPT77Y","y-coordinates of outline points 78","y-coordinates of outline points 78","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""96 to 346.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT78X","DXXPT78X","x-coordinates of outline points 79","x-coordinates of outline points 79","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""321.6 to 962.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT78Y","DXXPT78Y","y-coordinates of outline points 79","y-coordinates of outline points 79","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""106 to 358.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT79X","DXXPT79X","x-coordinates of outline points 80","x-coordinates of outline points 80","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""320.3 to 959.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT79Y","DXXPT79Y","y-coordinates of outline points 80","y-coordinates of outline points 80","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""116.1 to 369.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT80X","DXXPT80X","x-coordinates of outline points 81","x-coordinates of outline points 81","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""318.2 to 956.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT80Y","DXXPT80Y","y-coordinates of outline points 81","y-coordinates of outline points 81","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""126.2 to 381"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT81X","DXXPT81X","x-coordinates of outline points 82","x-coordinates of outline points 82","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""316.4 to 953.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT81Y","DXXPT81Y","y-coordinates of outline points 82","y-coordinates of outline points 82","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""62.5 to 308.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT82X","DXXPT82X","x-coordinates of outline points 83","x-coordinates of outline points 83","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""326 to 970.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT82Y","DXXPT82Y","y-coordinates of outline points 83","y-coordinates of outline points 83","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""66.2 to 312.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT83X","DXXPT83X","x-coordinates of outline points 84","x-coordinates of outline points 84","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""326.2 to 970.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT83Y","DXXPT83Y","y-coordinates of outline points 84","y-coordinates of outline points 84","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""70.9 to 317.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT84X","DXXPT84X","x-coordinates of outline points 85","x-coordinates of outline points 85","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""326.3 to 970.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT84Y","DXXPT84Y","y-coordinates of outline points 85","y-coordinates of outline points 85","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""76.1 to 323.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT85X","DXXPT85X","x-coordinates of outline points 86","x-coordinates of outline points 86","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""326.5 to 970.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT85Y","DXXPT85Y","y-coordinates of outline points 86","y-coordinates of outline points 86","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""81.1 to 329.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT86X","DXXPT86X","x-coordinates of outline points 87","x-coordinates of outline points 87","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""326.3 to 969.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT86Y","DXXPT86Y","y-coordinates of outline points 87","y-coordinates of outline points 87","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""86.3 to 334.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT87X","DXXPT87X","x-coordinates of outline points 88","x-coordinates of outline points 88","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""325.9 to 968.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT87Y","DXXPT87Y","y-coordinates of outline points 88","y-coordinates of outline points 88","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""91.4 to 340.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT88X","DXXPT88X","x-coordinates of outline points 89","x-coordinates of outline points 89","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""325.3 to 967.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT88Y","DXXPT88Y","y-coordinates of outline points 89","y-coordinates of outline points 89","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""96.8 to 346.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT89X","DXXPT89X","x-coordinates of outline points 90","x-coordinates of outline points 90","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""324.4 to 966.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT89Y","DXXPT89Y","y-coordinates of outline points 90","y-coordinates of outline points 90","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""102.1 to 352.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT90X","DXXPT90X","x-coordinates of outline points 91","x-coordinates of outline points 91","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""323.7 to 964.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT90Y","DXXPT90Y","y-coordinates of outline points 91","y-coordinates of outline points 91","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""107.2 to 358.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT91X","DXXPT91X","x-coordinates of outline points 92","x-coordinates of outline points 92","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""322.7 to 963.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT91Y","DXXPT91Y","y-coordinates of outline points 92","y-coordinates of outline points 92","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""112.1 to 364.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT92X","DXXPT92X","x-coordinates of outline points 93","x-coordinates of outline points 93","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""321.4 to 961.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT92Y","DXXPT92Y","y-coordinates of outline points 93","y-coordinates of outline points 93","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""117 to 369.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT93X","DXXPT93X","x-coordinates of outline points 94","x-coordinates of outline points 94","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""320.1 to 959.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT93Y","DXXPT93Y","y-coordinates of outline points 94","y-coordinates of outline points 94","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""121.9 to 375.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT12_H","DXXPT94X","DXXPT94X","x-coordinates of outline points 95","x-coordinates of outline points 95","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""318.7 to 957.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
