"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"DXXT11_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXT11_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXT11_H","DXXPT21Y","DXXPT21Y","y-coordinates of outline points 22","y-coordinates of outline points 22","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""128.3 to 366.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT22X","DXXPT22X","x-coordinates of outline points 23","x-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""283.1 to 924.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT22Y","DXXPT22Y","y-coordinates of outline points 23","y-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""130.2 to 367.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT23X","DXXPT23X","x-coordinates of outline points 24","x-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""287.6 to 928.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT23Y","DXXPT23Y","y-coordinates of outline points 24","y-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""132.3 to 369.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT24X","DXXPT24X","x-coordinates of outline points 25","x-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""291.2 to 932.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT24Y","DXXPT24Y","y-coordinates of outline points 25","y-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""126.4 to 359.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT25X","DXXPT25X","x-coordinates of outline points 26","x-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""297.5 to 939.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT25Y","DXXPT25Y","y-coordinates of outline points 26","y-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""117.5 to 351.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT26X","DXXPT26X","x-coordinates of outline points 27","x-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""298.5 to 942"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT26Y","DXXPT26Y","y-coordinates of outline points 27","y-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""108.4 to 342.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT27X","DXXPT27X","x-coordinates of outline points 28","x-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""300.5 to 944.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT27Y","DXXPT27Y","y-coordinates of outline points 28","y-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""98 to 333"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT28X","DXXPT28X","x-coordinates of outline points 29","x-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""302.8 to 947.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT28Y","DXXPT28Y","y-coordinates of outline points 29","y-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""88.5 to 323"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT29X","DXXPT29X","x-coordinates of outline points 30","x-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""306.1 to 950.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT29Y","DXXPT29Y","y-coordinates of outline points 30","y-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""76.9 to 313.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT30X","DXXPT30X","x-coordinates of outline points 31","x-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""309.5 to 954.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT30Y","DXXPT30Y","y-coordinates of outline points 31","y-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""65.7 to 304"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT31X","DXXPT31X","x-coordinates of outline points 32","x-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""312.8 to 958.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT31Y","DXXPT31Y","y-coordinates of outline points 32","y-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""125.5 to 360.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT32X","DXXPT32X","x-coordinates of outline points 33","x-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""."", ""300.8 to 941.9""]; Value.Description=[""Missing"", ""Range of Values""]; Count=[""410"", ""3298""]; Cumulative=[""3708"", ""3298""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT32Y","DXXPT32Y","y-coordinates of outline points 33","y-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""115.3 to 350.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT33X","DXXPT33X","x-coordinates of outline points 34","x-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""304.1 to 945.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT33Y","DXXPT33Y","y-coordinates of outline points 34","y-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""104.9 to 341.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT34X","DXXPT34X","x-coordinates of outline points 35","x-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""306.7 to 948.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT34Y","DXXPT34Y","y-coordinates of outline points 35","y-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""94.7 to 332.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT35X","DXXPT35X","x-coordinates of outline points 36","x-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""308.9 to 951.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT35Y","DXXPT35Y","y-coordinates of outline points 36","y-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""84 to 323"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT36X","DXXPT36X","x-coordinates of outline points 37","x-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""311.8 to 955.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT36Y","DXXPT36Y","y-coordinates of outline points 37","y-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""73.2 to 312.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT37X","DXXPT37X","x-coordinates of outline points 38","x-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""314.8 to 958.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT37Y","DXXPT37Y","y-coordinates of outline points 38","y-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""62.6 to 303.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT38X","DXXPT38X","x-coordinates of outline points 39","x-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""317.6 to 961.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT38Y","DXXPT38Y","y-coordinates of outline points 39","y-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""130.6 to 363.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT39X","DXXPT39X","x-coordinates of outline points 40","x-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""298 to 938.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT39Y","DXXPT39Y","y-coordinates of outline points 40","y-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""126 to 359.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT40X","DXXPT40X","x-coordinates of outline points 41","x-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""298.9 to 940.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT40Y","DXXPT40Y","y-coordinates of outline points 41","y-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""121.5 to 354.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT41X","DXXPT41X","x-coordinates of outline points 42","x-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""299.8 to 941.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT41Y","DXXPT41Y","y-coordinates of outline points 42","y-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""116.6 to 350.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT42X","DXXPT42X","x-coordinates of outline points 43","x-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""300.8 to 942.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT42Y","DXXPT42Y","y-coordinates of outline points 43","y-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""111.8 to 346"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT43X","DXXPT43X","x-coordinates of outline points 44","x-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""301.8 to 944.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT43Y","DXXPT43Y","y-coordinates of outline points 44","y-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""107 to 341"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT44X","DXXPT44X","x-coordinates of outline points 45","x-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""302.7 to 945.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT44Y","DXXPT44Y","y-coordinates of outline points 45","y-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""102 to 336.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT45X","DXXPT45X","x-coordinates of outline points 46","x-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""304 to 947.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT45Y","DXXPT45Y","y-coordinates of outline points 46","y-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""96.7 to 331.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT46X","DXXPT46X","x-coordinates of outline points 47","x-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""305.4 to 948.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT46Y","DXXPT46Y","y-coordinates of outline points 47","y-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""91.3 to 327.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT47X","DXXPT47X","x-coordinates of outline points 48","x-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""307 to 950.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT47Y","DXXPT47Y","y-coordinates of outline points 48","y-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""85.8 to 322.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT48X","DXXPT48X","x-coordinates of outline points 49","x-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""308.5 to 951.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT48Y","DXXPT48Y","y-coordinates of outline points 49","y-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""80.7 to 317.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT49X","DXXPT49X","x-coordinates of outline points 50","x-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""310 to 953.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT49Y","DXXPT49Y","y-coordinates of outline points 50","y-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""75.3 to 312.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT50X","DXXPT50X","x-coordinates of outline points 51","x-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""311.6 to 955.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT50Y","DXXPT50Y","y-coordinates of outline points 51","y-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""70 to 307.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT51X","DXXPT51X","x-coordinates of outline points 52","x-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""313.1 to 957.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT51Y","DXXPT51Y","y-coordinates of outline points 52","y-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""64.8 to 303.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT52X","DXXPT52X","x-coordinates of outline points 53","x-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""314.6 to 959.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT52Y","DXXPT52Y","y-coordinates of outline points 53","y-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""59.7 to 299.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT53X","DXXPT53X","x-coordinates of outline points 54","x-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""316.1 to 961.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT53Y","DXXPT53Y","y-coordinates of outline points 54","y-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""56.2 to 297.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT54X","DXXPT54X","x-coordinates of outline points 55","x-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""317 to 963.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT54Y","DXXPT54Y","y-coordinates of outline points 55","y-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""54.3 to 296.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT55X","DXXPT55X","x-coordinates of outline points 56","x-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""305.1 to 951.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT55Y","DXXPT55Y","y-coordinates of outline points 56","y-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""53.1 to 295.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT56X","DXXPT56X","x-coordinates of outline points 57","x-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""296.1 to 942.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT56Y","DXXPT56Y","y-coordinates of outline points 57","y-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""51.6 to 294.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT57X","DXXPT57X","x-coordinates of outline points 58","x-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""286.4 to 932.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT57Y","DXXPT57Y","y-coordinates of outline points 58","y-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""49.9 to 293.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3298"", ""410""]; Cumulative=[""3298"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT11_H","DXXPT58X","DXXPT58X","x-coordinates of outline points 59","x-coordinates of outline points 59","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""."", ""276 to 921.9""]; Value.Description=[""Missing"", ""Range of Values""]; Count=[""410"", ""3298""]; Cumulative=[""3708"", ""3298""]; Skip.to.Item=[""NA"", ""NA""]"
