"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"OHXPER_F","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 30 YEARS - 150 YEARS",NA,NA
"OHXPER_F","OHX08PCP","OHX08PCP","LOA: Max R(CI) DL FGM-sulcus(mm)","Loss of Attachment: Upper right central incisor (CI) distal - lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3168"", ""928"", ""941""]; Cumulative=[""3168"", ""4096"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX08PCL","OHX08PCL","LOA: Max R(CI) MdL FGM-sulcus(mm)","Loss of Attachment: Upper right central incisor (CI) mid- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3205"", ""891"", ""941""]; Cumulative=[""3205"", ""4096"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX08PCA","OHX08PCA","LOA: Max R(CI) ML FGM-sulcus(mm)","Loss of Attachment: Upper right central incisor (CI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3195"", ""901"", ""941""]; Cumulative=[""3195"", ""4096"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX08LAD","OHX08LAD","LOA: Max R(CI) DF calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3191"", ""905"", ""941""]; Cumulative=[""3191"", ""4096"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX08LAM","OHX08LAM","LOA: Max R(CI) MdF calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3198"", ""898"", ""941""]; Cumulative=[""3198"", ""4096"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX08LAS","OHX08LAS","LOA: Max R(CI) MF calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3198"", ""898"", ""941""]; Cumulative=[""3198"", ""4096"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX08LAP","OHX08LAP","LOA: Max R(CI) DL calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3168"", ""928"", ""941""]; Cumulative=[""3168"", ""4096"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX08LAL","OHX08LAL","LOA: Max R(CI) MdL calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3205"", ""891"", ""941""]; Cumulative=[""3205"", ""4096"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX08LAA","OHX08LAA","LOA: Max R(CI) ML calculated AL(mm)","Loss of Attachment: Upper right central incisor (CI) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3195"", ""901"", ""941""]; Cumulative=[""3195"", ""4096"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09CJD","OHX09CJD","LOA: Max L(CI) DF FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) distal - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3158"", ""935"", ""944""]; Cumulative=[""3158"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09CJM","OHX09CJM","LOA: Max L(CI) MdF FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3174"", ""919"", ""944""]; Cumulative=[""3174"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09CJS","OHX09CJS","LOA: Max L(CI) MF FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3170"", ""923"", ""944""]; Cumulative=[""3170"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09CJP","OHX09CJP","LOA: Max L(CI) DL FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3124"", ""969"", ""944""]; Cumulative=[""3124"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09CJL","OHX09CJL","LOA: Max L(CI) MdL FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) mid- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3176"", ""917"", ""944""]; Cumulative=[""3176"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09CJA","OHX09CJA","LOA: Max L(CI) ML FGM-CEJ(mm)","Loss of Attachment: Upper left central incisor (CI) mesio- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3159"", ""934"", ""944""]; Cumulative=[""3159"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09PCD","OHX09PCD","LOA: Max L(CI) DF FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3158"", ""935"", ""944""]; Cumulative=[""3158"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09PCM","OHX09PCM","LOA: Max L(CI) MdF FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3174"", ""919"", ""944""]; Cumulative=[""3174"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09PCS","OHX09PCS","LOA: Max L(CI) MF FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3170"", ""923"", ""944""]; Cumulative=[""3170"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09PCP","OHX09PCP","LOA: Max L(CI) DL FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) distal - lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3124"", ""969"", ""944""]; Cumulative=[""3124"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09PCL","OHX09PCL","LOA: Max L(CI) MdL FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) mid- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3176"", ""917"", ""944""]; Cumulative=[""3176"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09PCA","OHX09PCA","LOA: Max L(CI) ML FGM-sulcus(mm)","Loss of Attachment: Upper left central incisor (CI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3159"", ""934"", ""944""]; Cumulative=[""3159"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09LAD","OHX09LAD","LOA: Max L(CI) DF calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 14"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3158"", ""935"", ""944""]; Cumulative=[""3158"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09LAM","OHX09LAM","LOA: Max L(CI) MdF calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3174"", ""919"", ""944""]; Cumulative=[""3174"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09LAS","OHX09LAS","LOA: Max L(CI) MF calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3170"", ""923"", ""944""]; Cumulative=[""3170"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09LAP","OHX09LAP","LOA: Max L(CI) DL calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3124"", ""969"", ""944""]; Cumulative=[""3124"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09LAL","OHX09LAL","LOA: Max L(CI) MdL calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3176"", ""917"", ""944""]; Cumulative=[""3176"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX09LAA","OHX09LAA","LOA: Max L(CI) ML calculated AL(mm)","Loss of Attachment: Upper left central incisor (CI) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3159"", ""934"", ""944""]; Cumulative=[""3159"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10CJD","OHX10CJD","LOA: Max L(LI) DF FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3131"", ""962"", ""944""]; Cumulative=[""3131"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10CJM","OHX10CJM","LOA: Max L(LI) MdF FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3151"", ""942"", ""944""]; Cumulative=[""3151"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10CJS","OHX10CJS","LOA: Max L(LI) MF FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3141"", ""952"", ""944""]; Cumulative=[""3141"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10CJP","OHX10CJP","LOA: Max L(LI) DL FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3126"", ""967"", ""944""]; Cumulative=[""3126"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10CJL","OHX10CJL","LOA: Max L(LI) MdL FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) mid- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3149"", ""944"", ""944""]; Cumulative=[""3149"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10CJA","OHX10CJA","LOA: Max L(LI) ML FGM-CEJ(mm)","Loss of Attachment: Upper left lateral incisor (LI) mesio- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3048"", ""1045"", ""944""]; Cumulative=[""3048"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10PCD","OHX10PCD","LOA: Max L(LI) DF FGM-sulcus(mm)","Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3131"", ""962"", ""944""]; Cumulative=[""3131"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10PCM","OHX10PCM","LOA: Max L(LI) MdF FGM-sulcus(mm)","Loss of Attachment: Upper left lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 5"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3151"", ""942"", ""944""]; Cumulative=[""3151"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10PCS","OHX10PCS","LOA: Max L(LI) MF FGM-sulcus(mm)","Loss of Attachment: Upper left lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3141"", ""952"", ""944""]; Cumulative=[""3141"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10PCP","OHX10PCP","LOA: Max L(LI) DL FGM-sulcus(mm)","Loss of Attachment: Upper left lateral incisor (LI) distal - lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3126"", ""967"", ""944""]; Cumulative=[""3126"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10PCL","OHX10PCL","LOA: Max L(LI) MdL FGM-sulcus(mm)","Loss of Attachment: Upper left lateral incisor (LI) mid- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3149"", ""944"", ""944""]; Cumulative=[""3149"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10PCA","OHX10PCA","LOA: Max L(LI) ML FGM-sulcus(mm)","Loss of Attachment: Upper left lateral incisor (LI) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3048"", ""1045"", ""944""]; Cumulative=[""3048"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10LAD","OHX10LAD","LOA: Max L(LI) DF calculated AL(mm)","Loss of Attachment: Upper left lateral incisor (LI) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3131"", ""962"", ""944""]; Cumulative=[""3131"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10LAM","OHX10LAM","LOA: Max L(LI) MdF calculated AL(mm)","Loss of Attachment: Upper left lateral incisor (LI) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3151"", ""942"", ""944""]; Cumulative=[""3151"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10LAS","OHX10LAS","LOA: Max L(LI) MF calculated AL(mm)","Loss of Attachment: Upper left lateral incisor (LI) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3141"", ""952"", ""944""]; Cumulative=[""3141"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10LAP","OHX10LAP","LOA: Max L(LI) DL calculated AL(mm)","Loss of Attachment: Upper left lateral incisor (LI) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3126"", ""967"", ""944""]; Cumulative=[""3126"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10LAL","OHX10LAL","LOA: Max L(LI) MdL calculated AL(mm)","Loss of Attachment: Upper left lateral incisor (LI) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3149"", ""944"", ""944""]; Cumulative=[""3149"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX10LAA","OHX10LAA","LOA: Max L(LI) ML calculated AL(mm)","Loss of Attachment: Upper left lateral incisor (LI) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3048"", ""1045"", ""944""]; Cumulative=[""3048"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX11CJD","OHX11CJD","LOA: Max L(C) DF FGM-CEJ(mm)","Loss of Attachment: Upper left cuspid (C) distal - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3315"", ""778"", ""944""]; Cumulative=[""3315"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX11CJM","OHX11CJM","LOA: Max L(C) MdF FGM-CEJ(mm)","Loss of Attachment: Upper left cuspid (C) mid-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3312"", ""781"", ""944""]; Cumulative=[""3312"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX11CJS","OHX11CJS","LOA: Max L(C) MF FGM-CEJ(mm)","Loss of Attachment: Upper left cuspid (C) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3312"", ""781"", ""944""]; Cumulative=[""3312"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX11CJP","OHX11CJP","LOA: Max L(C) DL FGM-CEJ(mm)","Loss of Attachment: Upper left cuspid (C) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3236"", ""857"", ""944""]; Cumulative=[""3236"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX11CJL","OHX11CJL","LOA: Max L(C) MdL FGM-CEJ(mm)","Loss of Attachment: Upper left cuspid (C) mid- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3308"", ""785"", ""944""]; Cumulative=[""3308"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX11CJA","OHX11CJA","LOA: Max L(C) ML FGM-CEJ(mm)","Loss of Attachment: Upper left cuspid (C) mesio- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3253"", ""840"", ""944""]; Cumulative=[""3253"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX11PCD","OHX11PCD","LOA: Max L(C) DF FGM-sulcus(mm)","Loss of Attachment: Upper left cuspid (C) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3315"", ""778"", ""944""]; Cumulative=[""3315"", ""4093"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
