"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"OHXPER_F","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 30 YEARS - 150 YEARS",NA,NA
"OHXPER_F","OHX18CJS","OHX18CJS","LOA: Mnd L(2M) MF FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2561"", ""1529"", ""947""]; Cumulative=[""2561"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX18CJP","OHX18CJP","LOA: Mnd L(2M) DL FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd molar (2M) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2522"", ""1568"", ""947""]; Cumulative=[""2522"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX18CJL","OHX18CJL","LOA: Mnd L(2M) MdL FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd molar (2M) mid- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2534"", ""1556"", ""947""]; Cumulative=[""2534"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX18CJA","OHX18CJA","LOA: Mnd L(2M) ML FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd molar (2M) mesio- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2539"", ""1551"", ""947""]; Cumulative=[""2539"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX18PCD","OHX18PCD","LOA: Mnd L(2M) DF FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd molar (2M) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2551"", ""1539"", ""947""]; Cumulative=[""2551"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX18PCM","OHX18PCM","LOA: Mnd L(2M) MdF FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2551"", ""1539"", ""947""]; Cumulative=[""2551"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX18PCS","OHX18PCS","LOA: Mnd L(2M) MF FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2561"", ""1529"", ""947""]; Cumulative=[""2561"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX18PCP","OHX18PCP","LOA: Mnd L(2M) DL FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd molar (2M) distal - lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2522"", ""1568"", ""947""]; Cumulative=[""2522"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX18PCL","OHX18PCL","LOA: Mnd L(2M) MdL FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd molar (2M) mid- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2534"", ""1556"", ""947""]; Cumulative=[""2534"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX18PCA","OHX18PCA","LOA: Mnd L(2M) ML FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd molar (2M) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2539"", ""1551"", ""947""]; Cumulative=[""2539"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX18LAD","OHX18LAD","LOA: Mnd L(2M) DF calculated AL(mm)","Loss of Attachment: Lower left 2nd molar (2M) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2551"", ""1539"", ""947""]; Cumulative=[""2551"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX18LAM","OHX18LAM","LOA: Mnd L(2M) MdF calculated AL(mm)","Loss of Attachment: Lower left 2nd molar (2M) mid-facial - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2551"", ""1539"", ""947""]; Cumulative=[""2551"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX18LAS","OHX18LAS","LOA: Mnd L(2M) MF calculated AL(mm)","Loss of Attachment: Lower left 2nd molar (2M) mesio-facial - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2561"", ""1529"", ""947""]; Cumulative=[""2561"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX18LAP","OHX18LAP","LOA: Mnd L(2M) DL calculated AL(mm)","Loss of Attachment: Lower left 2nd molar (2M) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2522"", ""1568"", ""947""]; Cumulative=[""2522"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX18LAL","OHX18LAL","LOA: Mnd L(2M) MdL calculated AL(mm)","Loss of Attachment: Lower left 2nd molar (2M) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2534"", ""1556"", ""947""]; Cumulative=[""2534"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX18LAA","OHX18LAA","LOA: Mnd L(2M) ML calculated AL(mm)","Loss of Attachment: Lower left 2nd molar (2M) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2539"", ""1551"", ""947""]; Cumulative=[""2539"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19CJD","OHX19CJD","LOA: Mnd L(1M) DF FGM-CEJ(mm)","Loss of Attachment: Lower left 1st molar (1M) distal - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2324"", ""1766"", ""947""]; Cumulative=[""2324"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19CJM","OHX19CJM","LOA: Mnd L(1M) MdF FGM-CEJ(mm)","Loss of Attachment: Lower left 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2328"", ""1762"", ""947""]; Cumulative=[""2328"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19CJS","OHX19CJS","LOA: Mnd L(1M) MF FGM-CEJ(mm)","Loss of Attachment: Lower left 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2327"", ""1763"", ""947""]; Cumulative=[""2327"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19CJP","OHX19CJP","LOA: Max L(1M) DL FGM-CEJ(mm)","Loss of Attachment: Lower left 1st molar (1M) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2308"", ""1782"", ""947""]; Cumulative=[""2308"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19CJL","OHX19CJL","LOA: Mnd L(1M) MdL FGM-CEJ(mm)","Loss of Attachment: Lower left 1st molar (1M) mid- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2321"", ""1769"", ""947""]; Cumulative=[""2321"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19CJA","OHX19CJA","LOA: Mnd L(1M) ML FGM-CEJ(mm)","Loss of Attachment: Lower left 1st molar (1M) mesio- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2320"", ""1770"", ""947""]; Cumulative=[""2320"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19PCD","OHX19PCD","LOA: Mnd L(1M) DF FGM-sulcus(mm)","Loss of Attachment: Lower left 1st molar (1M) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2324"", ""1766"", ""947""]; Cumulative=[""2324"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19PCM","OHX19PCM","LOA: Mnd L(1M) MdF FGM-sulcus(mm)","Loss of Attachment: Lower left 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2328"", ""1762"", ""947""]; Cumulative=[""2328"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19PCS","OHX19PCS","LOA: Mnd L(1M) MF FGM-sulcus(mm)","Loss of Attachment: Lower left 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2327"", ""1763"", ""947""]; Cumulative=[""2327"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19PCP","OHX19PCP","LOA: Mnd L(1M) DL FGM-sulcus(mm)","Loss of Attachment: Lower left 1st molar (1M) distal - lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2308"", ""1782"", ""947""]; Cumulative=[""2308"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19PCL","OHX19PCL","LOA: Mnd L(1M) MdL FGM-sulcus(mm)","Loss of Attachment: Lower left 1st molar (1M) mid- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2321"", ""1769"", ""947""]; Cumulative=[""2321"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19PCA","OHX19PCA","LOA: Mnd L(1M) ML FGM-sulcus(mm)","Loss of Attachment: Lower left 1st molar (1M) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2320"", ""1770"", ""947""]; Cumulative=[""2320"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19LAD","OHX19LAD","LOA: Mnd L(1M) DF calculated AL(mm)","Loss of Attachment: Lower left 1st molar (1M) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2324"", ""1766"", ""947""]; Cumulative=[""2324"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19LAM","OHX19LAM","LOA: Mnd L(1M) MdF calculated AL(mm)","Loss of Attachment: Lower left 1st molar (1M) mid-facial - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2328"", ""1762"", ""947""]; Cumulative=[""2328"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19LAS","OHX19LAS","LOA: Mnd L(1M) MF calculated AL(mm)","Loss of Attachment: Lower left 1st molar (1M) mesio-facial - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2327"", ""1763"", ""947""]; Cumulative=[""2327"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19LAP","OHX19LAP","LOA: Mnd L(1M) DL calculated AL(mm)","Loss of Attachment: Lower left 1st molar (1M) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2308"", ""1782"", ""947""]; Cumulative=[""2308"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19LAL","OHX19LAL","LOA: Mnd L(1M) MdL calculated AL(mm)","Loss of Attachment: Lower left 1st molar (1M) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2321"", ""1769"", ""947""]; Cumulative=[""2321"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX19LAA","OHX19LAA","LOA: Mnd L(1M) ML calculated AL(mm)","Loss of Attachment: Lower left 1st molar (1M) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2320"", ""1770"", ""947""]; Cumulative=[""2320"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX20CJD","OHX20CJD","LOA: Mnd L(2B) DF FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) distal - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3111"", ""979"", ""947""]; Cumulative=[""3111"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX20CJM","OHX20CJM","LOA: Mnd L(2B) MdF FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3116"", ""974"", ""947""]; Cumulative=[""3116"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX20CJS","OHX20CJS","LOA: Mnd L(2B) MF FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3097"", ""993"", ""947""]; Cumulative=[""3097"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX20CJP","OHX20CJP","LOA: Mnd L(2B) DL FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3104"", ""986"", ""947""]; Cumulative=[""3104"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX20CJL","OHX20CJL","LOA: Mnd L(2B) MdL FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mid- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3113"", ""977"", ""947""]; Cumulative=[""3113"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX20CJA","OHX20CJA","LOA: Mnd L(2B) ML FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mesio- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-6 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3105"", ""985"", ""947""]; Cumulative=[""3105"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX20PCD","OHX20PCD","LOA: Mnd L(2B) DF FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3111"", ""979"", ""947""]; Cumulative=[""3111"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX20PCM","OHX20PCM","LOA: Mnd L(2B) MdF FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3116"", ""974"", ""947""]; Cumulative=[""3116"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX20PCS","OHX20PCS","LOA: Mnd L(2B) MF FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3097"", ""993"", ""947""]; Cumulative=[""3097"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX20PCP","OHX20PCP","LOA: Mnd L(2B) DL FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3104"", ""986"", ""947""]; Cumulative=[""3104"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX20PCL","OHX20PCL","LOA: Mnd L(2B) MdL FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mid- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3113"", ""977"", ""947""]; Cumulative=[""3113"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX20PCA","OHX20PCA","LOA: Mnd L(2B) ML FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3105"", ""985"", ""947""]; Cumulative=[""3105"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX20LAD","OHX20LAD","LOA: Mnd L(2B) DF calculated AL(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3111"", ""979"", ""947""]; Cumulative=[""3111"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX20LAM","OHX20LAM","LOA: Mnd L(2B) MdF calculated AL(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3116"", ""974"", ""947""]; Cumulative=[""3116"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX20LAS","OHX20LAS","LOA: Mnd L(2B) MF calculated AL(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mesio-facial - Level of attachment calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3097"", ""993"", ""947""]; Cumulative=[""3097"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_F","OHX20LAP","OHX20LAP","LOA: Mnd L(2B) DL calculated AL(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""3104"", ""986"", ""947""]; Cumulative=[""3104"", ""4090"", ""5037""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
