"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"DXXT10_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXT10_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXT10_H","DXXPT21Y","DXXPT21Y","y-coordinates of outline points 22","y-coordinates of outline points 22","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""117.3 to 355.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT22X","DXXPT22X","x-coordinates of outline points 23","x-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""217.2 to 859.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT22Y","DXXPT22Y","y-coordinates of outline points 23","y-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""118.5 to 358"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT23X","DXXPT23X","x-coordinates of outline points 24","x-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""222.2 to 863.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT23Y","DXXPT23Y","y-coordinates of outline points 24","y-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""120.1 to 360.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT24X","DXXPT24X","x-coordinates of outline points 25","x-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""226.4 to 867.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT24Y","DXXPT24Y","y-coordinates of outline points 25","y-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""109.1 to 353.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT25X","DXXPT25X","x-coordinates of outline points 26","x-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""231.8 to 872.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT25Y","DXXPT25Y","y-coordinates of outline points 26","y-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""101 to 344"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT26X","DXXPT26X","x-coordinates of outline points 27","x-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""232 to 874"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT26Y","DXXPT26Y","y-coordinates of outline points 27","y-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""92.3 to 333.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT27X","DXXPT27X","x-coordinates of outline points 28","x-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""232.8 to 875.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT27Y","DXXPT27Y","y-coordinates of outline points 28","y-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""84 to 323.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT28X","DXXPT28X","x-coordinates of outline points 29","x-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""234.1 to 877.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT28Y","DXXPT28Y","y-coordinates of outline points 29","y-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""73.6 to 313.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT29X","DXXPT29X","x-coordinates of outline points 30","x-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""236 to 879.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT29Y","DXXPT29Y","y-coordinates of outline points 30","y-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""64.1 to 303.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT30X","DXXPT30X","x-coordinates of outline points 31","x-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""238.1 to 882"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT30Y","DXXPT30Y","y-coordinates of outline points 31","y-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""54.4 to 293.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT31X","DXXPT31X","x-coordinates of outline points 32","x-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""240.6 to 884.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT31Y","DXXPT31Y","y-coordinates of outline points 32","y-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""109.2 to 353.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT32X","DXXPT32X","x-coordinates of outline points 33","x-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""233.8 to 875"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT32Y","DXXPT32Y","y-coordinates of outline points 33","y-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""99.9 to 344.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT33X","DXXPT33X","x-coordinates of outline points 34","x-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""235.8 to 877.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT33Y","DXXPT33Y","y-coordinates of outline points 34","y-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""90.9 to 334"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT34X","DXXPT34X","x-coordinates of outline points 35","x-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""237.6 to 879.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT34Y","DXXPT34Y","y-coordinates of outline points 35","y-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""82.3 to 323.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT35X","DXXPT35X","x-coordinates of outline points 36","x-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""239.2 to 881.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT35Y","DXXPT35Y","y-coordinates of outline points 36","y-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""72.8 to 313.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT36X","DXXPT36X","x-coordinates of outline points 37","x-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""241.2 to 883.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT36Y","DXXPT36Y","y-coordinates of outline points 37","y-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""62.7 to 302.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT37X","DXXPT37X","x-coordinates of outline points 38","x-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""243.1 to 885.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT37Y","DXXPT37Y","y-coordinates of outline points 38","y-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""52.5 to 292.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT38X","DXXPT38X","x-coordinates of outline points 39","x-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""244.7 to 888"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT38Y","DXXPT38Y","y-coordinates of outline points 39","y-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""113.7 to 358.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT39X","DXXPT39X","x-coordinates of outline points 40","x-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""."", ""231.7 to 872.3""]; Value.Description=[""Missing"", ""Range of Values""]; Count=[""407"", ""3301""]; Cumulative=[""3708"", ""3301""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT39Y","DXXPT39Y","y-coordinates of outline points 40","y-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""109.4 to 353.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT40X","DXXPT40X","x-coordinates of outline points 41","x-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""232.1 to 872.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT40Y","DXXPT40Y","y-coordinates of outline points 41","y-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""104.9 to 348.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT41X","DXXPT41X","x-coordinates of outline points 42","x-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""232.7 to 873.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT41Y","DXXPT41Y","y-coordinates of outline points 42","y-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""100.7 to 344"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT42X","DXXPT42X","x-coordinates of outline points 43","x-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""233.4 to 874.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT42Y","DXXPT42Y","y-coordinates of outline points 43","y-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""96.5 to 339.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT43X","DXXPT43X","x-coordinates of outline points 44","x-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""234.1 to 875.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT43Y","DXXPT43Y","y-coordinates of outline points 44","y-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""92.1 to 334.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT44X","DXXPT44X","x-coordinates of outline points 45","x-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""234.9 to 876.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT44Y","DXXPT44Y","y-coordinates of outline points 45","y-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""87.9 to 329.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT45X","DXXPT45X","x-coordinates of outline points 46","x-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""235.8 to 877.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT45Y","DXXPT45Y","y-coordinates of outline points 46","y-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""83.7 to 324.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT46X","DXXPT46X","x-coordinates of outline points 47","x-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""236.6 to 878.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT46Y","DXXPT46Y","y-coordinates of outline points 47","y-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""78.6 to 319.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT47X","DXXPT47X","x-coordinates of outline points 48","x-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""237.5 to 879.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT47Y","DXXPT47Y","y-coordinates of outline points 48","y-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""73.4 to 313.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT48X","DXXPT48X","x-coordinates of outline points 49","x-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""238.3 to 880.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT48Y","DXXPT48Y","y-coordinates of outline points 49","y-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""68.4 to 308.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT49X","DXXPT49X","x-coordinates of outline points 50","x-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""239.2 to 881.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT49Y","DXXPT49Y","y-coordinates of outline points 50","y-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63.2 to 303.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT50X","DXXPT50X","x-coordinates of outline points 51","x-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""240 to 883.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT50Y","DXXPT50Y","y-coordinates of outline points 51","y-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""58.3 to 299.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT51X","DXXPT51X","x-coordinates of outline points 52","x-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""241.1 to 884.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT51Y","DXXPT51Y","y-coordinates of outline points 52","y-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""53.5 to 294.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT52X","DXXPT52X","x-coordinates of outline points 53","x-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""242.2 to 885.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT52Y","DXXPT52Y","y-coordinates of outline points 53","y-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""49 to 290.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT53X","DXXPT53X","x-coordinates of outline points 54","x-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""243.2 to 886.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT53Y","DXXPT53Y","y-coordinates of outline points 54","y-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""45.1 to 284.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT54X","DXXPT54X","x-coordinates of outline points 55","x-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""242.3 to 887.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT54Y","DXXPT54Y","y-coordinates of outline points 55","y-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""44.9 to 282.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT55X","DXXPT55X","x-coordinates of outline points 56","x-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""232.8 to 877.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT55Y","DXXPT55Y","y-coordinates of outline points 56","y-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""45 to 281.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT56X","DXXPT56X","x-coordinates of outline points 57","x-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""224.7 to 868.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT56Y","DXXPT56Y","y-coordinates of outline points 57","y-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""45 to 281"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT57X","DXXPT57X","x-coordinates of outline points 58","x-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""214.8 to 857.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT57Y","DXXPT57Y","y-coordinates of outline points 58","y-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""44.8 to 279.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT10_H","DXXPT58X","DXXPT58X","x-coordinates of outline points 59","x-coordinates of outline points 59","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""205.3 to 847.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3301"", ""407""]; Cumulative=[""3301"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
