"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"SPX_F","SEQN","SEQN","Respondent sequence number","Respondent sequence number","Both males and females 6 YEARS - 79 YEARS",NA,NA
"SPX_F","ENQ010","ENQ010","Breathing problem require oxygen?","{Do you/Does SP} currently have a breathing problem that requires {you/him/her} to use supplemental oxygen during the day? [This is air stored in a tank that you use to help you breathe. Do not include night treatments for sleep apnea.]","Both males and females 6 YEARS - 79 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""47"", ""7828"", ""1"", ""3"", ""316""]; Cumulative=[""47"", ""7875"", ""7876"", ""7879"", ""8195""]; Skip.to.Item=[""SPAENA"", """", ""SPAENA"", ""SPAENA"", """"]"
"SPX_F","ENQ020","ENQ020","Problem taking deep breath?","{Do you/Does SP} now have any pain or physical problem that may prevent {you/him/her} from taking a deep breath and exhaling forcefully?","Both males and females 6 YEARS - 79 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""126"", ""7698"", ""0"", ""7"", ""364""]; Cumulative=[""126"", ""7824"", ""7824"", ""7831"", ""8195""]; Skip.to.Item=[""SPAENA"", """", ""SPAENA"", ""SPAENA"", """"]"
"SPX_F","SPQ010","SPQ010","Have a current painful ear infection?","{Do you/Does SP} now have a painful ear infection?","Both males and females 6 YEARS - 15 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""7"", ""1850"", ""0"", ""11"", ""6327""]; Cumulative=[""7"", ""1857"", ""1857"", ""1868"", ""8195""]; Skip.to.Item=[""SPAENA"", """", ""SPAENA"", ""SPAENA"", """"]"
"SPX_F","SPQ020","SPQ020","Have you/Has SP ever had eye surgery?","{Have you/Has SURVEY PARTICIPANT} ever had eye surgery? [Do not include cosmetic surgery on the eyelid or skin around the eye]","Both males and females 6 YEARS - 79 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""674"", ""7009"", ""0"", ""2"", ""510""]; Cumulative=[""674"", ""7683"", ""7683"", ""7685"", ""8195""]; Skip.to.Item=["""", ""SPQ040"", """", """", """"]"
"SPX_F","SPQ030","SPQ030","Eye surgery in the last 3 months?","Was the eye surgery in the last three months?","Both males and females 6 YEARS - 79 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""45"", ""629"", ""0"", ""2"", ""7519""]; Cumulative=[""45"", ""674"", ""674"", ""676"", ""8195""]; Skip.to.Item=[""SPAENA"", """", ""SPAENA"", ""SPAENA"", """"]"
"SPX_F","SPQ040","SPQ040","Ever had open chest/abdominal surgery?","{Have you/Has SP} ever had open chest or abdominal surgery?","Both males and females 6 YEARS - 79 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1248"", ""6391"", ""0"", ""3"", ""553""]; Cumulative=[""1248"", ""7639"", ""7639"", ""7642"", ""8195""]; Skip.to.Item=["""", ""SPQ060"", """", """", """"]"
"SPX_F","SPQ050","SPQ050","Chest/abdominal surgery last 3 months?","Was the open chest or abdominal surgery in the last three months?","Both males and females 6 YEARS - 79 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""37"", ""1212"", ""0"", ""2"", ""6944""]; Cumulative=[""37"", ""1249"", ""1249"", ""1251"", ""8195""]; Skip.to.Item=[""SPAENA"", """", ""SPAENA"", ""SPAENA"", """"]"
"SPX_F","SPQ060","SPQ060","Tuberculosis in last year?","Did {you/SP} or anyone in {your/his/her} household have tuberculosis in the past year?","Both males and females 6 YEARS - 79 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""19"", ""7577"", ""1"", ""8"", ""590""]; Cumulative=[""19"", ""7596"", ""7597"", ""7605"", ""8195""]; Skip.to.Item=[""SPAENA"", """", ""SPAENA"", ""SPAENA"", """"]"
"SPX_F","SPQ070a","SPQ070a","Ever told had an aneurysm?","Has a doctor or other health professional ever told {you/SP}that {you/he/she} had . . .","Both males and females 6 YEARS - 79 YEARS",NA,"Code.or.Value=[""1"", ""77"", ""99"", "".""]; Value.Description=[""An aneurysm?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""40"", ""0"", ""7"", ""8148""]; Cumulative=[""40"", ""40"", ""47"", ""8195""]; Skip.to.Item=[""SPAENA"", ""SPAENA"", ""SPAENA"", """"]"
