"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"P_BPXO","BPAOARM","BPAOARM","Arm selected - oscillometric","Arm selected - oscillometric","Both males and females 8 YEARS - 150 YEARS",NA,"Code.or.Value=[""L"", ""R"", ""< blank >""]; Value.Description=[""Left"", ""Right"", ""Missing""]; Count=[""47"", ""9457"", ""2152""]; Cumulative=[""47"", ""9504"", ""11656""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"P_BPXO","BPAOCSZ","BPAOCSZ","Coded cuff size - oscillometric","Mid arm circumference (cm) cuffing parameters -  oscillometric","Both males and females 8 YEARS - 150 YEARS",NA,"Code.or.Value=[""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""17-21.9 (bladder size = 9.20 x 16.68 cm)"", ""22-31.9 (bladder size = 12.49 x 23.52 cm)"", ""32-41.9 (bladder size = 14.98 x 31.19 cm)"", ""42-50 (bladder size = 17.98 x 37.89 cm)"", ""Missing""]; Count=[""594"", ""4601"", ""4562"", ""616"", ""1283""]; Cumulative=[""594"", ""5195"", ""9757"", ""10373"", ""11656""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"P_BPXO","BPXODI1","BPXODI1","Diastolic - 1st oscillometric reading","Diastolic - 1st oscillometric reading","Both males and females 8 YEARS - 150 YEARS",NA,"Code.or.Value=[""31 to 151"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""10352"", ""1304""]; Cumulative=[""10352"", ""11656""]; Skip.to.Item=[""NA"", ""NA""]"
"P_BPXO","BPXODI2","BPXODI2","Diastolic - 2nd oscillometric reading","Diastolic - 2nd oscillometric reading","Both males and females 8 YEARS - 150 YEARS",NA,"Code.or.Value=[""28 to 146"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""10327"", ""1329""]; Cumulative=[""10327"", ""11656""]; Skip.to.Item=[""NA"", ""NA""]"
"P_BPXO","BPXODI3","BPXODI3","Diastolic - 3rd oscillometric reading","Diastolic - 3rd oscillometric reading","Both males and females 8 YEARS - 150 YEARS",NA,"Code.or.Value=[""30 to 145"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""10286"", ""1370""]; Cumulative=[""10286"", ""11656""]; Skip.to.Item=[""NA"", ""NA""]"
"P_BPXO","BPXOPLS1","BPXOPLS1","Pulse - 1st oscillometric reading","Pulse - 1st oscillometric reading","Both males and females 8 YEARS - 150 YEARS",NA,"Code.or.Value=[""34 to 142"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""9471"", ""2185""]; Cumulative=[""9471"", ""11656""]; Skip.to.Item=[""NA"", ""NA""]"
"P_BPXO","BPXOPLS2","BPXOPLS2","Pulse - 2nd oscillometric reading","Pulse - 2nd oscillometric reading","Both males and females 8 YEARS - 150 YEARS",NA,"Code.or.Value=[""34 to 141"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""9448"", ""2208""]; Cumulative=[""9448"", ""11656""]; Skip.to.Item=[""NA"", ""NA""]"
"P_BPXO","BPXOPLS3","BPXOPLS3","Pulse - 3rd oscillometric reading","Pulse - 3rd oscillometric reading","Both males and females 8 YEARS - 150 YEARS",NA,"Code.or.Value=[""35 to 147"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""9412"", ""2244""]; Cumulative=[""9412"", ""11656""]; Skip.to.Item=[""NA"", ""NA""]"
"P_BPXO","BPXOSY1","BPXOSY1","Systolic - 1st oscillometric reading","Systolic - 1st oscillometric reading","Both males and females 8 YEARS - 150 YEARS",NA,"Code.or.Value=[""52 to 225"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""10352"", ""1304""]; Cumulative=[""10352"", ""11656""]; Skip.to.Item=[""NA"", ""NA""]"
"P_BPXO","BPXOSY2","BPXOSY2","Systolic - 2nd oscillometric reading","Systolic - 2nd oscillometric reading","Both males and females 8 YEARS - 150 YEARS",NA,"Code.or.Value=[""54 to 222"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""10327"", ""1329""]; Cumulative=[""10327"", ""11656""]; Skip.to.Item=[""NA"", ""NA""]"
"P_BPXO","BPXOSY3","BPXOSY3","Systolic - 3rd oscillometric reading","Systolic - 3rd oscillometric reading","Both males and females 8 YEARS - 150 YEARS",NA,"Code.or.Value=[""55 to 220"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""10286"", ""1370""]; Cumulative=[""10286"", ""11656""]; Skip.to.Item=[""NA"", ""NA""]"
"P_BPXO","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 8 YEARS - 150 YEARS",NA,NA
