"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"DXXL3_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXL3_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXL3_H","DXXPT21Y","DXXPT21Y","y-coordinates of outline points 22","y-coordinates of outline points 22","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""178.7 to 419.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT22X","DXXPT22X","x-coordinates of outline points 23","x-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""625 to 1207.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT22Y","DXXPT22Y","y-coordinates of outline points 23","y-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""179.6 to 421.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT23X","DXXPT23X","x-coordinates of outline points 24","x-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""630.5 to 1213.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT23Y","DXXPT23Y","y-coordinates of outline points 24","y-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""181.3 to 423.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT24X","DXXPT24X","x-coordinates of outline points 25","x-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""635.3 to 1218.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT24Y","DXXPT24Y","y-coordinates of outline points 25","y-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""170.7 to 408.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT25X","DXXPT25X","x-coordinates of outline points 26","x-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""641.9 to 1225.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT25Y","DXXPT25Y","y-coordinates of outline points 26","y-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""162.7 to 397.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT26X","DXXPT26X","x-coordinates of outline points 27","x-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""640.6 to 1225.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT26Y","DXXPT26Y","y-coordinates of outline points 27","y-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""153.4 to 385.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT27X","DXXPT27X","x-coordinates of outline points 28","x-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""639.2 to 1224.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT27Y","DXXPT27Y","y-coordinates of outline points 28","y-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""142.4 to 372.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT28X","DXXPT28X","x-coordinates of outline points 29","x-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""638.4 to 1223.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT28Y","DXXPT28Y","y-coordinates of outline points 29","y-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""130.2 to 359.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT29X","DXXPT29X","x-coordinates of outline points 30","x-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""638.3 to 1222.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT29Y","DXXPT29Y","y-coordinates of outline points 30","y-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""118.6 to 346.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT30X","DXXPT30X","x-coordinates of outline points 31","x-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""639.3 to 1223"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT30Y","DXXPT30Y","y-coordinates of outline points 31","y-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""107.5 to 333.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT31X","DXXPT31X","x-coordinates of outline points 32","x-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""641.1 to 1224.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT31Y","DXXPT31Y","y-coordinates of outline points 32","y-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""171.1 to 407.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT32X","DXXPT32X","x-coordinates of outline points 33","x-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""644.9 to 1227.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT32Y","DXXPT32Y","y-coordinates of outline points 33","y-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""162.1 to 394.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT33X","DXXPT33X","x-coordinates of outline points 34","x-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""645.8 to 1227.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT33Y","DXXPT33Y","y-coordinates of outline points 34","y-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""151.8 to 381.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT34X","DXXPT34X","x-coordinates of outline points 35","x-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""646.2 to 1227.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT34Y","DXXPT34Y","y-coordinates of outline points 35","y-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""141.3 to 368.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT35X","DXXPT35X","x-coordinates of outline points 36","x-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""646.4 to 1227.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT35Y","DXXPT35Y","y-coordinates of outline points 36","y-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""130.7 to 355.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT36X","DXXPT36X","x-coordinates of outline points 37","x-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""646.9 to 1227.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT36Y","DXXPT36Y","y-coordinates of outline points 37","y-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""118.5 to 342.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT37X","DXXPT37X","x-coordinates of outline points 38","x-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""646.8 to 1227.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT37Y","DXXPT37Y","y-coordinates of outline points 38","y-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""106.4 to 329.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT38X","DXXPT38X","x-coordinates of outline points 39","x-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""646.9 to 1227.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT38Y","DXXPT38Y","y-coordinates of outline points 39","y-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""174.9 to 412.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT39X","DXXPT39X","x-coordinates of outline points 40","x-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""643 to 1225.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT39Y","DXXPT39Y","y-coordinates of outline points 40","y-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""170.9 to 407.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT40X","DXXPT40X","x-coordinates of outline points 41","x-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""643 to 1225.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT40Y","DXXPT40Y","y-coordinates of outline points 41","y-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""166.7 to 401.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT41X","DXXPT41X","x-coordinates of outline points 42","x-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""642.8 to 1225.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT41Y","DXXPT41Y","y-coordinates of outline points 42","y-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""162.4 to 395.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT42X","DXXPT42X","x-coordinates of outline points 43","x-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""642.6 to 1225"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT42Y","DXXPT42Y","y-coordinates of outline points 43","y-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""157.4 to 389.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT43X","DXXPT43X","x-coordinates of outline points 44","x-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""642.5 to 1224.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT43Y","DXXPT43Y","y-coordinates of outline points 44","y-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""152.1 to 383.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT44X","DXXPT44X","x-coordinates of outline points 45","x-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""642.4 to 1224.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT44Y","DXXPT44Y","y-coordinates of outline points 45","y-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""147 to 377"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT45X","DXXPT45X","x-coordinates of outline points 46","x-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""."", ""642 to 1223.8""]; Value.Description=[""Missing"", ""Range of Values""]; Count=[""445"", ""3263""]; Cumulative=[""3708"", ""3263""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT45Y","DXXPT45Y","y-coordinates of outline points 46","y-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""141.3 to 371"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT46X","DXXPT46X","x-coordinates of outline points 47","x-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""641.9 to 1223.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT46Y","DXXPT46Y","y-coordinates of outline points 47","y-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""136.1 to 364.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT47X","DXXPT47X","x-coordinates of outline points 48","x-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""641.8 to 1223.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT47Y","DXXPT47Y","y-coordinates of outline points 48","y-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""131 to 357.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT48X","DXXPT48X","x-coordinates of outline points 49","x-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""641.8 to 1222.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT48Y","DXXPT48Y","y-coordinates of outline points 49","y-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""125.7 to 350.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT49X","DXXPT49X","x-coordinates of outline points 50","x-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""642.2 to 1223.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT49Y","DXXPT49Y","y-coordinates of outline points 50","y-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""120.1 to 343.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT50X","DXXPT50X","x-coordinates of outline points 51","x-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""642.6 to 1223.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT50Y","DXXPT50Y","y-coordinates of outline points 51","y-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""113.9 to 337.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT51X","DXXPT51X","x-coordinates of outline points 52","x-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""643.2 to 1224.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT51Y","DXXPT51Y","y-coordinates of outline points 52","y-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""108 to 331.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT52X","DXXPT52X","x-coordinates of outline points 53","x-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""643.9 to 1225"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT52Y","DXXPT52Y","y-coordinates of outline points 53","y-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""102.2 to 326.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT53X","DXXPT53X","x-coordinates of outline points 54","x-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""644.6 to 1225.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT53Y","DXXPT53Y","y-coordinates of outline points 54","y-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""93 to 318.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT54X","DXXPT54X","x-coordinates of outline points 55","x-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""638.8 to 1218.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT54Y","DXXPT54Y","y-coordinates of outline points 55","y-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""92.7 to 319.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT55X","DXXPT55X","x-coordinates of outline points 56","x-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""630.5 to 1209.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT55Y","DXXPT55Y","y-coordinates of outline points 56","y-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""92.2 to 320.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT56X","DXXPT56X","x-coordinates of outline points 57","x-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""622 to 1201.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT56Y","DXXPT56Y","y-coordinates of outline points 57","y-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""91.5 to 321"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT57X","DXXPT57X","x-coordinates of outline points 58","x-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""613.6 to 1192.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL3_H","DXXPT57Y","DXXPT57Y","y-coordinates of outline points 58","y-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""90.4 to 321.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3263"", ""445""]; Cumulative=[""3263"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
