"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"OHXPER_G","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 30 YEARS - 150 YEARS",NA,NA
"OHXPER_G","OHDEXSTS","OHDEXSTS","Overall Oral Health Exam Status","Overall Oral Health Exam Status","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", "".""]; Value.Description=[""Complete"", ""Partial"", ""Not done"", ""Missing""]; Count=[""3669"", ""381"", ""315"", ""0""]; Cumulative=[""3669"", ""4050"", ""4365"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX15PCS","OHX15PCS","LOA: Max L(2M) MF FGM-sulcus(mm)","Loss of Attachment: Upper left 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2373"", ""1357"", ""635""]; Cumulative=[""2373"", ""3730"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX15PCP","OHX15PCP","LOA: Max L(2M) DL FGM-sulcus(mm)","Loss of Attachment: Upper left 2nd molar (2M) distal - lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2407"", ""1321"", ""637""]; Cumulative=[""2407"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX15PCL","OHX15PCL","LOA: Max L(2M) MdL FGM-sulcus(mm)","Loss of Attachment: Upper left 2nd molar (2M) mid- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2417"", ""1311"", ""637""]; Cumulative=[""2417"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX15PCA","OHX15PCA","LOA: Max L(2M) ML FGM-sulcus(mm)","Loss of Attachment: Upper left 2nd molar (2M) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2415"", ""1313"", ""637""]; Cumulative=[""2415"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX15LAD","OHX15LAD","LOA: Max L(2M) DF calculated AL(mm)","Loss of Attachment: Upper left 2nd molar (2M) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2362"", ""1368"", ""635""]; Cumulative=[""2362"", ""3730"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX15LAM","OHX15LAM","LOA: Max L(2M) MdF calculated AL(mm)","Loss of Attachment: Upper left 2nd molar (2M) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2375"", ""1355"", ""635""]; Cumulative=[""2375"", ""3730"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX15LAS","OHX15LAS","LOA: Max L(2M) MF calculated AL(mm)","Loss of Attachment: Upper left 2nd molar (2M) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2373"", ""1357"", ""635""]; Cumulative=[""2373"", ""3730"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX15LAP","OHX15LAP","LOA: Max L(2M) DL calculated AL(mm)","Loss of Attachment: Upper left 2nd molar (2M) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2407"", ""1321"", ""637""]; Cumulative=[""2407"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX15LAL","OHX15LAL","LOA: Max L(2M) MdL calculated AL(mm)","Loss of Attachment: Upper left 2nd molar (2M) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2417"", ""1311"", ""637""]; Cumulative=[""2417"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX15LAA","OHX15LAA","LOA: Max L(2M) ML calculated AL(mm)","Loss of Attachment: Upper left 2nd molar (2M) mesio- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2415"", ""1313"", ""637""]; Cumulative=[""2415"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18CJD","OHX18CJD","LOA: Mnd L(2M) DF FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd molar (2M) distal - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2298"", ""1430"", ""637""]; Cumulative=[""2298"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18CJM","OHX18CJM","LOA: Mnd L(2M) MdF FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2292"", ""1436"", ""637""]; Cumulative=[""2292"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18CJS","OHX18CJS","LOA: Mnd L(2M) MF FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2300"", ""1428"", ""637""]; Cumulative=[""2300"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18CJP","OHX18CJP","LOA: Mnd L(2M) DL FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd molar (2M) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2283"", ""1445"", ""637""]; Cumulative=[""2283"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18CJL","OHX18CJL","LOA: Mnd L(2M) MdL FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd molar (2M) mid- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2287"", ""1441"", ""637""]; Cumulative=[""2287"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18CJA","OHX18CJA","LOA: Mnd L(2M) ML FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd molar (2M) mesio- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-8 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2283"", ""1445"", ""637""]; Cumulative=[""2283"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18PCD","OHX18PCD","LOA: Mnd L(2M) DF FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd molar (2M) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2298"", ""1430"", ""637""]; Cumulative=[""2298"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18PCM","OHX18PCM","LOA: Mnd L(2M) MdF FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2292"", ""1436"", ""637""]; Cumulative=[""2292"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18PCS","OHX18PCS","LOA: Mnd L(2M) MF FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2300"", ""1428"", ""637""]; Cumulative=[""2300"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18PCP","OHX18PCP","LOA: Mnd L(2M) DL FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd molar (2M) distal - lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2283"", ""1445"", ""637""]; Cumulative=[""2283"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18PCL","OHX18PCL","LOA: Mnd L(2M) MdL FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd molar (2M) mid- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2287"", ""1441"", ""637""]; Cumulative=[""2287"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18PCA","OHX18PCA","LOA: Mnd L(2M) ML FGM-sulcus(mm)","Loss of Attachment: Lower left 2nd molar (2M) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2283"", ""1445"", ""637""]; Cumulative=[""2283"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18LAD","OHX18LAD","LOA: Mnd L(2M) DF calculated AL(mm)","Loss of Attachment: Lower left 2nd molar (2M) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2298"", ""1430"", ""637""]; Cumulative=[""2298"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18LAM","OHX18LAM","LOA: Mnd L(2M) MdF calculated AL(mm)","Loss of Attachment: Lower left 2nd molar (2M) mid-facial - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 10"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2292"", ""1436"", ""637""]; Cumulative=[""2292"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18LAS","OHX18LAS","LOA: Mnd L(2M) MF calculated AL(mm)","Loss of Attachment: Lower left 2nd molar (2M) mesio-facial - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 12"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2300"", ""1428"", ""637""]; Cumulative=[""2300"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18LAP","OHX18LAP","LOA: Mnd L(2M) DL calculated AL(mm)","Loss of Attachment: Lower left 2nd molar (2M) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2283"", ""1445"", ""637""]; Cumulative=[""2283"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18LAL","OHX18LAL","LOA: Mnd L(2M) MdL calculated AL(mm)","Loss of Attachment: Lower left 2nd molar (2M) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 11"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2287"", ""1441"", ""637""]; Cumulative=[""2287"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX18LAA","OHX18LAA","LOA: Mnd L(2M) ML calculated AL(mm)","Loss of Attachment: Lower left 2nd molar (2M) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 14"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2283"", ""1445"", ""637""]; Cumulative=[""2283"", ""3728"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19CJD","OHX19CJD","LOA: Mnd L(1M) DF FGM-CEJ(mm)","Loss of Attachment: Lower left 1st molar (1M) distal - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-11 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2099"", ""1630"", ""636""]; Cumulative=[""2099"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19CJM","OHX19CJM","LOA: Mnd L(1M) MdF FGM-CEJ(mm)","Loss of Attachment: Lower left 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2096"", ""1633"", ""636""]; Cumulative=[""2096"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19CJS","OHX19CJS","LOA: Mnd L(1M) MF FGM-CEJ(mm)","Loss of Attachment: Lower left 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-11 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2101"", ""1628"", ""636""]; Cumulative=[""2101"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19CJP","OHX19CJP","LOA: Max L(1M) DL FGM-CEJ(mm)","Loss of Attachment: Lower left 1st molar (1M) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-11 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2077"", ""1652"", ""636""]; Cumulative=[""2077"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19CJL","OHX19CJL","LOA: Mnd L(1M) MdL FGM-CEJ(mm)","Loss of Attachment: Lower left 1st molar (1M) mid- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 3"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2083"", ""1646"", ""636""]; Cumulative=[""2083"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19CJA","OHX19CJA","LOA: Mnd L(1M) ML FGM-CEJ(mm)","Loss of Attachment: Lower left 1st molar (1M) mesio- lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-11 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2085"", ""1644"", ""636""]; Cumulative=[""2085"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19PCD","OHX19PCD","LOA: Mnd L(1M) DF FGM-sulcus(mm)","Loss of Attachment: Lower left 1st molar (1M) distal - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2099"", ""1630"", ""636""]; Cumulative=[""2099"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19PCM","OHX19PCM","LOA: Mnd L(1M) MdF FGM-sulcus(mm)","Loss of Attachment: Lower left 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 9"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2096"", ""1633"", ""636""]; Cumulative=[""2096"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19PCS","OHX19PCS","LOA: Mnd L(1M) MF FGM-sulcus(mm)","Loss of Attachment: Lower left 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2101"", ""1628"", ""636""]; Cumulative=[""2101"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19PCP","OHX19PCP","LOA: Mnd L(1M) DL FGM-sulcus(mm)","Loss of Attachment: Lower left 1st molar (1M) distal - lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 8"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2077"", ""1652"", ""636""]; Cumulative=[""2077"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19PCL","OHX19PCL","LOA: Mnd L(1M) MdL FGM-sulcus(mm)","Loss of Attachment: Lower left 1st molar (1M) mid- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 7"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2083"", ""1646"", ""636""]; Cumulative=[""2083"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19PCA","OHX19PCA","LOA: Mnd L(1M) ML FGM-sulcus(mm)","Loss of Attachment: Lower left 1st molar (1M) mesio- lingual - FGM to sulcus base (pocket depth) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 6"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2085"", ""1644"", ""636""]; Cumulative=[""2085"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19LAD","OHX19LAD","LOA: Mnd L(1M) DF calculated AL(mm)","Loss of Attachment: Lower left 1st molar (1M) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2099"", ""1630"", ""636""]; Cumulative=[""2099"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19LAM","OHX19LAM","LOA: Mnd L(1M) MdF calculated AL(mm)","Loss of Attachment: Lower left 1st molar (1M) mid-facial - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2096"", ""1633"", ""636""]; Cumulative=[""2096"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19LAS","OHX19LAS","LOA: Mnd L(1M) MF calculated AL(mm)","Loss of Attachment: Lower left 1st molar (1M) mesio-facial - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2101"", ""1628"", ""636""]; Cumulative=[""2101"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19LAP","OHX19LAP","LOA: Mnd L(1M) DL calculated AL(mm)","Loss of Attachment: Lower left 1st molar (1M) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2077"", ""1652"", ""636""]; Cumulative=[""2077"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19LAL","OHX19LAL","LOA: Mnd L(1M) MdL calculated AL(mm)","Loss of Attachment: Lower left 1st molar (1M) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2083"", ""1646"", ""636""]; Cumulative=[""2083"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX19LAA","OHX19LAA","LOA: Mnd L(1M) ML calculated AL(mm)","Loss of Attachment: Lower left 1st molar (1M) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 13"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2085"", ""1644"", ""636""]; Cumulative=[""2085"", ""3729"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX20CJD","OHX20CJD","LOA: Mnd L(2B) DF FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) distal - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2773"", ""939"", ""653""]; Cumulative=[""2773"", ""3712"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX20CJM","OHX20CJM","LOA: Mnd L(2B) MdF FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-11 to 1"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2771"", ""941"", ""653""]; Cumulative=[""2771"", ""3712"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX20CJS","OHX20CJS","LOA: Mnd L(2B) MF FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-11 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2743"", ""969"", ""653""]; Cumulative=[""2743"", ""3712"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"OHXPER_G","OHX20CJP","OHX20CJP","LOA: Mnd L(2B) DL FGM-CEJ(mm)","Loss of Attachment: Lower left 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to CEJ measurement (mm)","Both males and females 30 YEARS - 150 YEARS",NA,"Code.or.Value=[""-10 to 2"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Cannot be assessed"", ""Missing""]; Count=[""2720"", ""991"", ""654""]; Cumulative=[""2720"", ""3711"", ""4365""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
