"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"DXX_J","SEQN","SEQN","Respondent sequence number","Respondent sequence number","Both males and females 8 YEARS - 59 YEARS",NA,NA
"DXX_J","DXXRRBMC","DXXRRBMC","Right Ribs BMC (g)","Right Ribs Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""22.22 to 217.71"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3912"", ""1202""]; Cumulative=[""3912"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXXRRBMD","DXXRRBMD","Right Ribs BMD (g/cm^2)","Right Ribs Bone Mineral Density (grams/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.353 to 1.227"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3912"", ""1202""]; Cumulative=[""3912"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXXTSA","DXXTSA","Thoracic Spine Area (cm^2)","Thoracic Spine Area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""51.97 to 247.44"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3912"", ""1202""]; Cumulative=[""3912"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXXTSBMC","DXXTSBMC","Thoracic Spine BMC (g)","Thoracic Spine Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""23.28 to 268.31"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3912"", ""1202""]; Cumulative=[""3912"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXXTSBMD","DXXTSBMD","Thoracic Spine BMD (g/cm^2)","Thoracic Spine Bone Mineral Density (grams/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.369 to 1.336"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3912"", ""1202""]; Cumulative=[""3912"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXXLSA","DXXLSA","Lumbar Spine Area (cm^2)","Lumbar Spine Area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""9.99 to 85.14"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3912"", ""1202""]; Cumulative=[""3912"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXXLSBMC","DXXLSBMC","Lumbar Spine BMC (g)","Lumbar Spine Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""5.86 to 151.26"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3912"", ""1202""]; Cumulative=[""3912"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXXLSBMD","DXXLSBMD","Lumbar Spine BMD (g/cm^2)","Lumbar Spine Bone Mineral Density (grams/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.492 to 1.777"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3912"", ""1202""]; Cumulative=[""3912"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXXPEA","DXXPEA","Pelvis Area (cm^2)","Pelvis Area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""67.56 to 357.37"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3912"", ""1202""]; Cumulative=[""3912"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXXPEBMC","DXXPEBMC","Pelvis BMC (g)","Pelvis Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""54.57 to 695.13"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3912"", ""1202""]; Cumulative=[""3912"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXXPEBMD","DXXPEBMD","Pelvis BMD (g/cm^2)","Pelvis Bone Mineral Density (grams/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.554 to 2.277"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3912"", ""1202""]; Cumulative=[""3912"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXATRBV","DXATRBV","Trunk Bone Invalidity Code","Trunk Bone Invalidity Code","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0"", ""1"", ""3"", ""4"", ""5"", ""6"", ""7"", "".""]; Value.Description=[""Valid data"", ""Removable or non-removable objects"", ""Excessive x-ray noise due to morbid obesity"", ""Arm/leg overlap"", ""Body parts out of scan region"", ""Positioning problem"", ""Other"", ""Missing""]; Count=[""3973"", ""138"", ""210"", ""4"", ""4"", ""6"", ""1"", ""778""]; Cumulative=[""3973"", ""4111"", ""4321"", ""4325"", ""4329"", ""4335"", ""4336"", ""5114""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_J","DXDTRA","DXDTRA","Trunk Bone area (cm^2)","Trunk Bone area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""293.81 to 1027.33"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3918"", ""1196""]; Cumulative=[""3918"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDTRBMC","DXDTRBMC","Trunk BMC (g)","Trunk Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""152.18 to 1257.96"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3912"", ""1202""]; Cumulative=[""3912"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDTRBMD","DXDTRBMD","Trunk Bone BMD (g/cm^2)","Trunk Bone BMD (g/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.446 to 1.557"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3918"", ""1196""]; Cumulative=[""3918"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXATRTV","DXATRTV","Trunk Tissue Invalidity Code","Trunk Tissue Invalidity Code","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0"", ""1"", ""3"", ""4"", ""5"", ""6"", ""7"", "".""]; Value.Description=[""Valid data"", ""Removable or non-removable objects"", ""Excessive x-ray noise due to morbid obesity"", ""Arm/leg overlap"", ""Body parts out of scan region"", ""Positioning problem"", ""Other"", ""Missing""]; Count=[""3973"", ""135"", ""211"", ""5"", ""6"", ""5"", ""1"", ""778""]; Cumulative=[""3973"", ""4108"", ""4319"", ""4324"", ""4330"", ""4335"", ""4336"", ""5114""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_J","DXXTRFAT","DXXTRFAT","Trunk Fat (g)","Trunk Fat (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""1093.3 to 46570.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3912"", ""1202""]; Cumulative=[""3912"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDTRLE","DXDTRLE","Trunk Lean excl BMC (g)","Trunk Lean excl Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""5923.2 to 56097.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3912"", ""1202""]; Cumulative=[""3912"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXXTRLI","DXXTRLI","Trunk Lean incl BMC (g)","Trunk Lean incl Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""6087.6 to 57055.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3912"", ""1202""]; Cumulative=[""3912"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDTRTOT","DXDTRTOT","Trunk Total (g)","Trunk Total (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""7291.2 to 95313.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3903"", ""1211""]; Cumulative=[""3903"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDTRPF","DXDTRPF","Trunk Percent Fat","Trunk Percent Fat","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""10.1 to 56.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3912"", ""1202""]; Cumulative=[""3912"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDSTA","DXDSTA","Subtotal Area (cm^2)","Subtotal Area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""873.43 to 2609.89"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3569"", ""1545""]; Cumulative=[""3569"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDSTBMC","DXDSTBMC","Subtotal BMC (g)","Subtotal Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""433.64 to 3870.67"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3569"", ""1545""]; Cumulative=[""3569"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDSTBMD","DXDSTBMD","Subtotal BMD (g/cm^2)","Subtotal Bone Mineral Density (grams/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.496 to 1.616"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3569"", ""1545""]; Cumulative=[""3569"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDSTFAT","DXDSTFAT","Subtotal Fat (g)","Subtotal Fat (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""2752.8 to 85821.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3820"", ""1294""]; Cumulative=[""3820"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDSTLE","DXDSTLE","Subtotal Lean excl BMC (g)","Subtotal Lean excl BMC (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""11772 to 100847.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3820"", ""1294""]; Cumulative=[""3820"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDSTLI","DXDSTLI","Subtotal Lean incl BMC (g)","Subtotal Lean incl BMC (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""12302.9 to 100827.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3563"", ""1551""]; Cumulative=[""3563"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDSTTOT","DXDSTTOT","Subtotal (Total excl Head) (g)","Subtotal (Total excl Head) (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""16011.8 to 173915.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3820"", ""1294""]; Cumulative=[""3820"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDSTPF","DXDSTPF","Subtotal Percent Fat","Subtotal Percent Fat","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""10.8 to 57.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3820"", ""1294""]; Cumulative=[""3820"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDTOA","DXDTOA","Total Area (cm^2)","Total Area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""1071.34 to 2842.93"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3669"", ""1445""]; Cumulative=[""3669"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDTOBMC","DXDTOBMC","Total Bone Mineral Content (g)","Total Bone Mineral Content (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""650.36 to 4585.87"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3669"", ""1445""]; Cumulative=[""3669"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDTOBMD","DXDTOBMD","Total Bone Mineral Density (g/cm^2)","Total Bone Mineral Density (g/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.592 to 1.728"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3669"", ""1445""]; Cumulative=[""3669"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDTOFAT","DXDTOFAT","Total Fat (g)","Total Fat (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""3560 to 86890.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3658"", ""1456""]; Cumulative=[""3658"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDTOLE","DXDTOLE","Total Lean excl BMC (g)","Total Lean excl BMC (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""13745.8 to 105578.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3820"", ""1294""]; Cumulative=[""3820"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDTOLI","DXDTOLI","Total Lean incl BMC (g)","Total Lean incl BMC (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""14542.9 to 108410.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3658"", ""1456""]; Cumulative=[""3658"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDTOTOT","DXDTOTOT","Total Lean+Fat (g)","Total Lean+Fat(g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""18963.1 to 180889.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3658"", ""1456""]; Cumulative=[""3658"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
"DXX_J","DXDTOPF","DXDTOPF","Total Percent Fat","Total Percent Fat","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""12.1 to 56.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3658"", ""1456""]; Cumulative=[""3658"", ""5114""]; Skip.to.Item=[""NA"", ""NA""]"
