"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"DXXL1_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXL1_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXL1_H","DXXPT21Y","DXXPT21Y","y-coordinates of outline points 22","y-coordinates of outline points 22","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""161.5 to 393.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT22X","DXXPT22X","x-coordinates of outline points 23","x-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""439.2 to 1038.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT22Y","DXXPT22Y","y-coordinates of outline points 23","y-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""164.2 to 396.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT23X","DXXPT23X","x-coordinates of outline points 24","x-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""444 to 1043.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT23Y","DXXPT23Y","y-coordinates of outline points 24","y-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""167.4 to 400.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT24X","DXXPT24X","x-coordinates of outline points 25","x-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""448.8 to 1048.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT24Y","DXXPT24Y","y-coordinates of outline points 25","y-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""158.1 to 388.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT25X","DXXPT25X","x-coordinates of outline points 26","x-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""458.3 to 1053.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT25Y","DXXPT25Y","y-coordinates of outline points 26","y-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""147.6 to 377.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT26X","DXXPT26X","x-coordinates of outline points 27","x-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""459.5 to 1052.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT26Y","DXXPT26Y","y-coordinates of outline points 27","y-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""135.7 to 365.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT27X","DXXPT27X","x-coordinates of outline points 28","x-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""460.6 to 1051.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT27Y","DXXPT27Y","y-coordinates of outline points 28","y-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""123.1 to 352.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT28X","DXXPT28X","x-coordinates of outline points 29","x-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""462 to 1051"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT28Y","DXXPT28Y","y-coordinates of outline points 29","y-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""110.5 to 343"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT29X","DXXPT29X","x-coordinates of outline points 30","x-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""463.7 to 1050.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT29Y","DXXPT29Y","y-coordinates of outline points 30","y-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""98.1 to 334.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT30X","DXXPT30X","x-coordinates of outline points 31","x-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""466.7 to 1051.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT30Y","DXXPT30Y","y-coordinates of outline points 31","y-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""86.9 to 325.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT31X","DXXPT31X","x-coordinates of outline points 32","x-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""470.4 to 1053"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT31Y","DXXPT31Y","y-coordinates of outline points 32","y-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""158.8 to 389.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT32X","DXXPT32X","x-coordinates of outline points 33","x-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""460.5 to 1056.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT32Y","DXXPT32Y","y-coordinates of outline points 33","y-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""148.7 to 376.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT33X","DXXPT33X","x-coordinates of outline points 34","x-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""463.3 to 1056.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT33Y","DXXPT33Y","y-coordinates of outline points 34","y-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""136.6 to 364.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT34X","DXXPT34X","x-coordinates of outline points 35","x-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""465.9 to 1057"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT34Y","DXXPT34Y","y-coordinates of outline points 35","y-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""124 to 351.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT35X","DXXPT35X","x-coordinates of outline points 36","x-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""468.5 to 1056.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT35Y","DXXPT35Y","y-coordinates of outline points 36","y-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""110.7 to 341.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT36X","DXXPT36X","x-coordinates of outline points 37","x-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""470.9 to 1057.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT36Y","DXXPT36Y","y-coordinates of outline points 37","y-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""98.2 to 332.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT37X","DXXPT37X","x-coordinates of outline points 38","x-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""473.3 to 1057.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT37Y","DXXPT37Y","y-coordinates of outline points 38","y-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""85.1 to 323.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT38X","DXXPT38X","x-coordinates of outline points 39","x-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""475.9 to 1057.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT38Y","DXXPT38Y","y-coordinates of outline points 39","y-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""162.5 to 392.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT39X","DXXPT39X","x-coordinates of outline points 40","x-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""457.8 to 1054.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT39Y","DXXPT39Y","y-coordinates of outline points 40","y-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""158.1 to 386.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT40X","DXXPT40X","x-coordinates of outline points 41","x-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""458.9 to 1054.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT40Y","DXXPT40Y","y-coordinates of outline points 41","y-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""153.3 to 380.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT41X","DXXPT41X","x-coordinates of outline points 42","x-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""460 to 1054.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT41Y","DXXPT41Y","y-coordinates of outline points 42","y-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""147.2 to 374.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT42X","DXXPT42X","x-coordinates of outline points 43","x-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""460.9 to 1054.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT42Y","DXXPT42Y","y-coordinates of outline points 43","y-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""141.4 to 368.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT43X","DXXPT43X","x-coordinates of outline points 44","x-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""461.7 to 1053.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT43Y","DXXPT43Y","y-coordinates of outline points 44","y-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""135.5 to 362.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT44X","DXXPT44X","x-coordinates of outline points 45","x-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""462.7 to 1053.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT44Y","DXXPT44Y","y-coordinates of outline points 45","y-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""129.5 to 355.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT45X","DXXPT45X","x-coordinates of outline points 46","x-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""463.6 to 1053.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT45Y","DXXPT45Y","y-coordinates of outline points 46","y-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""123.3 to 351.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT46X","DXXPT46X","x-coordinates of outline points 47","x-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""464.5 to 1053.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT46Y","DXXPT46Y","y-coordinates of outline points 47","y-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""117.3 to 346.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT47X","DXXPT47X","x-coordinates of outline points 48","x-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""465.7 to 1053.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT47Y","DXXPT47Y","y-coordinates of outline points 48","y-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""110.8 to 342.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT48X","DXXPT48X","x-coordinates of outline points 49","x-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""466.9 to 1053.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT48Y","DXXPT48Y","y-coordinates of outline points 49","y-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""104.9 to 337.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT49X","DXXPT49X","x-coordinates of outline points 50","x-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""468.2 to 1053.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT49Y","DXXPT49Y","y-coordinates of outline points 50","y-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""99 to 333.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT50X","DXXPT50X","x-coordinates of outline points 51","x-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""469.6 to 1054.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT50Y","DXXPT50Y","y-coordinates of outline points 51","y-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""93 to 329.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT51X","DXXPT51X","x-coordinates of outline points 52","x-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""471.3 to 1054.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT51Y","DXXPT51Y","y-coordinates of outline points 52","y-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""87.1 to 325.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT52X","DXXPT52X","x-coordinates of outline points 53","x-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""472.9 to 1055.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT52Y","DXXPT52Y","y-coordinates of outline points 53","y-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""81.3 to 322.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT53X","DXXPT53X","x-coordinates of outline points 54","x-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""474.7 to 1056"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT53Y","DXXPT53Y","y-coordinates of outline points 54","y-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""73 to 314.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT54X","DXXPT54X","x-coordinates of outline points 55","x-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""470.4 to 1052.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT54Y","DXXPT54Y","y-coordinates of outline points 55","y-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""71.3 to 312.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT55X","DXXPT55X","x-coordinates of outline points 56","x-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""460.5 to 1043"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT55Y","DXXPT55Y","y-coordinates of outline points 56","y-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""70.1 to 309.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT56X","DXXPT56X","x-coordinates of outline points 57","x-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""451.6 to 1034.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT56Y","DXXPT56Y","y-coordinates of outline points 57","y-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""68.9 to 307.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT57X","DXXPT57X","x-coordinates of outline points 58","x-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""442.9 to 1025.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXL1_H","DXXPT57Y","DXXPT57Y","y-coordinates of outline points 58","y-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""67.6 to 304.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3291"", ""417""]; Cumulative=[""3291"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
