"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"DXXT8_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXT8_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXT8_H","DXXBICRT","DXXBICRT","Amount of biconcave","Amount of biconcave","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.6 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3276"", ""432""]; Cumulative=[""3276"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXCRURT","DXXCRURT","Amount of UCSF crush","Amount of UCSF crush","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.7 to 1.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3275"", ""433""]; Cumulative=[""3275"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXWDGDE","DXXWDGDE","Percentage of wedge deformity","Percentage of wedge deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-0.098 to 0.729"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3276"", ""432""]; Cumulative=[""3276"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXBICDE","DXXBICDE","Percentage of biconcave deformity","Percentage of biconcave deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.001 to 0.406"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3276"", ""432""]; Cumulative=[""3276"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXCRUDE","DXXCRUDE","Percentage of UCSF crush deformity","Percentage of UCSF crush deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-0.199 to 0.309"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3275"", ""433""]; Cumulative=[""3275"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXSPX","DXXSPX","x-coordinate of superior posterior point","x-coordinate of superior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3276"", ""432""]; Cumulative=[""3276"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXSPY","DXXSPY","y-coordinate of superior posterior point","y-coordinate of superior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3276"", ""432""]; Cumulative=[""3276"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXSMX","DXXSMX","x-coordinate of superior mid point","x-coordinate of superior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3276"", ""432""]; Cumulative=[""3276"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXSMY","DXXSMY","y-coordinate of superior mid point","y-coordinate of superior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""38.9 to 221.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3276"", ""432""]; Cumulative=[""3276"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXSAX","DXXSAX","x-coordinate of superior anterior point","x-coordinate of superior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""46.3 to 681.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3276"", ""432""]; Cumulative=[""3276"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXSAY","DXXSAY","y-coordinate of superior anterior point","y-coordinate of superior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""75.5 to 257.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3276"", ""432""]; Cumulative=[""3276"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXIAX","DXXIAX","x-coordinate of inferior anterior point","x-coordinate of inferior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""52.1 to 696.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3276"", ""432""]; Cumulative=[""3276"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXIAY","DXXIAY","y-coordinate of inferior anterior point","y-coordinate of inferior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""111.4 to 293.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3276"", ""432""]; Cumulative=[""3276"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXIMX","DXXIMX","x-coordinate of inferior mid point","x-coordinate of inferior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""52.6 to 702.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3276"", ""432""]; Cumulative=[""3276"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXIMY","DXXIMY","y-coordinate of inferior mid point","y-coordinate of inferior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""."", ""113.9 to 291.7""]; Value.Description=[""Missing"", ""Range of Values""]; Count=[""432"", ""3276""]; Cumulative=[""3708"", ""3276""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXIPX","DXXIPX","x-coordinate of inferior posterior point","x-coordinate of inferior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""101.3 to 750.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3276"", ""432""]; Cumulative=[""3276"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXIPY","DXXIPY","y-coordinate of inferior posterior point","y-coordinate of inferior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""81.5 to 256.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3276"", ""432""]; Cumulative=[""3276"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT0X","DXXPT0X","x-coordinate of first outline point","x-coordinate of first outline point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""103.4 to 747.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT0Y","DXXPT0Y","y-coordinate of first outline point","y-coordinate of first outline point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""42.5 to 226.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT1X","DXXPT1X","x-coordinates of outline points 2","x-coordinates of outline points 2","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""106.5 to 743.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT1Y","DXXPT1Y","y-coordinates of outline points 2","y-coordinates of outline points 2","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""112.8 to 292.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT2X","DXXPT2X","x-coordinates of outline points 3","x-coordinates of outline points 3","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""52.5 to 703.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT2Y","DXXPT2Y","y-coordinates of outline points 3","y-coordinates of outline points 3","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""117.1 to 297.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT3X","DXXPT3X","x-coordinates of outline points 4","x-coordinates of outline points 4","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""54.3 to 705.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT3Y","DXXPT3Y","y-coordinates of outline points 4","y-coordinates of outline points 4","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""118.9 to 297.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT4X","DXXPT4X","x-coordinates of outline points 5","x-coordinates of outline points 5","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""99.4 to 749.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT4Y","DXXPT4Y","y-coordinates of outline points 5","y-coordinates of outline points 5","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""117.8 to 293.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT5X","DXXPT5X","x-coordinates of outline points 6","x-coordinates of outline points 6","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""100.7 to 750"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT5Y","DXXPT5Y","y-coordinates of outline points 6","y-coordinates of outline points 6","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""40.6 to 224.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT6X","DXXPT6X","x-coordinates of outline points 7","x-coordinates of outline points 7","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""107.6 to 744.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT6Y","DXXPT6Y","y-coordinates of outline points 7","y-coordinates of outline points 7","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""39.6 to 224.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT7X","DXXPT7X","x-coordinates of outline points 8","x-coordinates of outline points 8","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""106.5 to 742.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT7Y","DXXPT7Y","y-coordinates of outline points 8","y-coordinates of outline points 8","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""36.7 to 220"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT8X","DXXPT8X","x-coordinates of outline points 9","x-coordinates of outline points 9","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""44.5 to 679.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT8Y","DXXPT8Y","y-coordinates of outline points 9","y-coordinates of outline points 9","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""35.8 to 218.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT9X","DXXPT9X","x-coordinates of outline points 10","x-coordinates of outline points 10","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""46 to 681.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT9Y","DXXPT9Y","y-coordinates of outline points 10","y-coordinates of outline points 10","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""115.2 to 294.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT10X","DXXPT10X","x-coordinates of outline points 11","x-coordinates of outline points 11","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""53.3 to 704.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT10Y","DXXPT10Y","y-coordinates of outline points 11","y-coordinates of outline points 11","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""118.9 to 295.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT11X","DXXPT11X","x-coordinates of outline points 12","x-coordinates of outline points 12","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""100.3 to 750.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT11Y","DXXPT11Y","y-coordinates of outline points 12","y-coordinates of outline points 12","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""42.5 to 226.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT12X","DXXPT12X","x-coordinates of outline points 13","x-coordinates of outline points 13","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""106.5 to 743.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT12Y","DXXPT12Y","y-coordinates of outline points 13","y-coordinates of outline points 13","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""38.9 to 221.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT13X","DXXPT13X","x-coordinates of outline points 14","x-coordinates of outline points 14","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""46.3 to 681.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT13Y","DXXPT13Y","y-coordinates of outline points 14","y-coordinates of outline points 14","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""115.6 to 296.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT14X","DXXPT14X","x-coordinates of outline points 15","x-coordinates of outline points 15","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""57 to 708.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT14Y","DXXPT14Y","y-coordinates of outline points 15","y-coordinates of outline points 15","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""114.1 to 295"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT15X","DXXPT15X","x-coordinates of outline points 16","x-coordinates of outline points 16","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""60.3 to 711"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT15Y","DXXPT15Y","y-coordinates of outline points 16","y-coordinates of outline points 16","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""113.5 to 293.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT16X","DXXPT16X","x-coordinates of outline points 17","x-coordinates of outline points 17","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""64.4 to 714.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT16Y","DXXPT16Y","y-coordinates of outline points 17","y-coordinates of outline points 17","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""113.4 to 292.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT17X","DXXPT17X","x-coordinates of outline points 18","x-coordinates of outline points 18","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""68.3 to 718.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT17Y","DXXPT17Y","y-coordinates of outline points 18","y-coordinates of outline points 18","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""113.7 to 292.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT18X","DXXPT18X","x-coordinates of outline points 19","x-coordinates of outline points 19","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""72.4 to 723"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT18Y","DXXPT18Y","y-coordinates of outline points 19","y-coordinates of outline points 19","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""113.8 to 292.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT19X","DXXPT19X","x-coordinates of outline points 20","x-coordinates of outline points 20","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""76.4 to 726.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT19Y","DXXPT19Y","y-coordinates of outline points 20","y-coordinates of outline points 20","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""113.7 to 292.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT20X","DXXPT20X","x-coordinates of outline points 21","x-coordinates of outline points 21","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""80.7 to 730.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT20Y","DXXPT20Y","y-coordinates of outline points 21","y-coordinates of outline points 21","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""113.8 to 292.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT8_H","DXXPT21X","DXXPT21X","x-coordinates of outline points 22","x-coordinates of outline points 22","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""84.9 to 734.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3274"", ""434""]; Cumulative=[""3274"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
