"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"DXX_H","DXXRLA","DXXRLA","Right Leg Area (cm^2)","Right Leg Area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""158.26 to 544.44"", ""158.26 to 544.44"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5295"", ""5295"", ""738"", ""738""]; Cumulative=[""5295"", ""5295"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXRLBMC","DXXRLBMC","Right Leg BMC (g)","Right Leg Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""77.97 to 915.52"", ""77.97 to 915.52"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5295"", ""5295"", ""738"", ""738""]; Cumulative=[""5295"", ""5295"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXRLBMD","DXXRLBMD","Right Leg BMD(g/cm^2)","Right Leg Bone Mineral Density (grams/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.482 to 2.91"", ""0.482 to 2.91"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5295"", ""5295"", ""738"", ""738""]; Cumulative=[""5295"", ""5295"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXARLTV","DXARLTV","Right Leg Tissue Invalidity Code","Right Leg Tissue Invalidity Code","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0"", ""0"", ""1"", ""1"", ""4"", ""4"", ""5"", ""5"", ""6"", ""6"", ""7"", ""7"", ""."", "".""]; Value.Description=[""Valid data"", ""Valid data"", ""Removable or non-removable objects"", ""Removable or non-removable objects"", ""Arm/leg overlap"", ""Arm/leg overlap"", ""Body parts out of scan region"", ""Body parts out of scan region"", ""Positioning problem"", ""Positioning problem"", ""Other"", ""Other"", ""Missing"", ""Missing""]; Count=[""5296"", ""5296"", ""74"", ""74"", ""24"", ""24"", ""43"", ""43"", ""9"", ""9"", ""0"", ""0"", ""587"", ""587""]; Cumulative=[""5296"", ""5296"", ""5370"", ""5370"", ""5394"", ""5394"", ""5437"", ""5437"", ""5446"", ""5446"", ""5446"", ""5446"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXRLFAT","DXXRLFAT","Right Leg Fat (g)","Right Leg Fat (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""497.7 to 18974.4"", ""497.7 to 18974.4"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5296"", ""5296"", ""737"", ""737""]; Cumulative=[""5296"", ""5296"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDRLLE","DXDRLLE","Right Leg Lean excl BMC (g)","Right Leg Lean excl Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""1646.1 to 18101.4"", ""1646.1 to 18101.4"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5296"", ""5296"", ""737"", ""737""]; Cumulative=[""5296"", ""5296"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXRLLI","DXXRLLI","Right Leg Lean incl BMC (g)","Right Leg Lean incl Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""1738.4 to 18825.3"", ""1738.4 to 18825.3"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5295"", ""5295"", ""738"", ""738""]; Cumulative=[""5295"", ""5295"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDRLTOT","DXDRLTOT","Right Leg Total (g)","Right Leg Total (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""2929.4 to 36954.9"", ""2929.4 to 36954.9"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5295"", ""5295"", ""738"", ""738""]; Cumulative=[""5295"", ""5295"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDRLPF","DXDRLPF","Right Leg Percent Fat","Right Leg Percent Fat","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""11.8 to 61"", ""11.8 to 61"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5296"", ""5296"", ""737"", ""737""]; Cumulative=[""5296"", ""5296"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXLRA","DXXLRA","Left Ribs Area (cm^2)","Left Ribs Area(cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""44.77 to 203.85"", ""44.77 to 203.85"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""739"", ""739""]; Cumulative=[""5294"", ""5294"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXLRBMC","DXXLRBMC","Left Ribs BMC (g)","Left Ribs Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""17.07 to 167.72"", ""17.07 to 167.72"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""739"", ""739""]; Cumulative=[""5294"", ""5294"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXLRBMD","DXXLRBMD","Left Ribs BMD (g/cm^2)","Left Ribs Bone Mineral Density (grams/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.336 to 0.983"", ""0.336 to 0.983"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""739"", ""739""]; Cumulative=[""5294"", ""5294"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXRRA","DXXRRA","Right Ribs Area (cm^2)","Right Ribs Area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""44.77 to 236.01"", ""44.77 to 236.01"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""739"", ""739""]; Cumulative=[""5294"", ""5294"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXRRBMC","DXXRRBMC","Right Ribs BMC (g)","Right Ribs Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""17.67 to 185.35"", ""17.67 to 185.35"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""739"", ""739""]; Cumulative=[""5294"", ""5294"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXRRBMD","DXXRRBMD","Right Ribs BMD (g/cm^2)","Right Ribs Bone Mineral Density (grams/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.349 to 0.984"", ""0.349 to 0.984"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""739"", ""739""]; Cumulative=[""5294"", ""5294"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXTSA","DXXTSA","Thoracic Spine Area (cm^2)","Thoracic Spine Area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""44.37 to 226.65"", ""44.37 to 226.65"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""739"", ""739""]; Cumulative=[""5294"", ""5294"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXTSBMC","DXXTSBMC","Thoracic Spine BMC (g)","Thoracic Spine Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""19 to 257.54"", ""19 to 257.54"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""739"", ""739""]; Cumulative=[""5294"", ""5294"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXTSBMD","DXXTSBMD","Thoracic Spine BMD (g/cm^2)","Thoracic Spine Bone Mineral Density (grams/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.363 to 1.334"", ""0.363 to 1.334"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""739"", ""739""]; Cumulative=[""5294"", ""5294"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXLSA","DXXLSA","Lumbar Spine Area (cm^2)","Lumbar Spine Area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""12.09 to 88.34"", ""12.09 to 88.34"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""739"", ""739""]; Cumulative=[""5294"", ""5294"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXLSBMC","DXXLSBMC","Lumbar Spine BMC (g)","Lumbar Spine Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""8.12 to 123.64"", ""8.12 to 123.64"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""739"", ""739""]; Cumulative=[""5294"", ""5294"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXLSBMD","DXXLSBMD","Lumbar Spine BMD (g/cm^2)","Lumbar Spine Bone Mineral Density (grams/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.47 to 1.738"", ""0.47 to 1.738"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""739"", ""739""]; Cumulative=[""5294"", ""5294"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXPEA","DXXPEA","Pelvis Area (cm^2)","Pelvis Area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""67.09 to 360.66"", ""67.09 to 360.66"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""739"", ""739""]; Cumulative=[""5294"", ""5294"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXPEBMC","DXXPEBMC","Pelvis BMC (g)","Pelvis Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""49.2 to 681.41"", ""49.2 to 681.41"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""739"", ""739""]; Cumulative=[""5294"", ""5294"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXPEBMD","DXXPEBMD","Pelvis BMD (g/cm^2)","Pelvis Bone Mineral Density (grams/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.524 to 2.073"", ""0.524 to 2.073"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""739"", ""739""]; Cumulative=[""5294"", ""5294"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXATRBV","DXATRBV","Trunk Bone Invalidity Code","Trunk Bone Invalidity Code","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0"", ""0"", ""1"", ""1"", ""3"", ""3"", ""4"", ""4"", ""5"", ""5"", ""6"", ""6"", ""7"", ""7"", ""."", "".""]; Value.Description=[""Valid data"", ""Valid data"", ""Removable or non-removable objects"", ""Removable or non-removable objects"", ""Excessive x-ray noise due to morbid obesity"", ""Excessive x-ray noise due to morbid obesity"", ""Arm/leg overlap"", ""Arm/leg overlap"", ""Body parts out of scan region"", ""Body parts out of scan region"", ""Positioning problem"", ""Positioning problem"", ""Other"", ""Other"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""147"", ""147"", ""0"", ""0"", ""0"", ""0"", ""5"", ""5"", ""0"", ""0"", ""0"", ""0"", ""587"", ""587""]; Cumulative=[""5294"", ""5294"", ""5441"", ""5441"", ""5441"", ""5441"", ""5441"", ""5441"", ""5446"", ""5446"", ""5446"", ""5446"", ""5446"", ""5446"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDTRA","DXDTRA","Trunk Bone area (cm^2)","Trunk Bone area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""277.02 to 991.42"", ""277.02 to 991.42"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5297"", ""5297"", ""736"", ""736""]; Cumulative=[""5297"", ""5297"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDTRBMC","DXDTRBMC","Trunk BMC (g)","Trunk Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""138.84 to 1313.21"", ""138.84 to 1313.21"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""739"", ""739""]; Cumulative=[""5294"", ""5294"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDTRBMD","DXDTRBMD","Trunk Bone BMD (g/cm^2)","Trunk Bone BMD (g/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.432 to 1.929"", ""0.432 to 1.929"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5297"", ""5297"", ""736"", ""736""]; Cumulative=[""5297"", ""5297"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXATRTV","DXATRTV","Trunk Tissue Invalidity Code","Trunk Tissue Invalidity Code","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0"", ""0"", ""1"", ""1"", ""3"", ""3"", ""4"", ""4"", ""5"", ""5"", ""6"", ""6"", ""7"", ""7"", ""."", "".""]; Value.Description=[""Valid data"", ""Valid data"", ""Removable or non-removable objects"", ""Removable or non-removable objects"", ""Excessive x-ray noise due to morbid obesity"", ""Excessive x-ray noise due to morbid obesity"", ""Arm/leg overlap"", ""Arm/leg overlap"", ""Body parts out of scan region"", ""Body parts out of scan region"", ""Positioning problem"", ""Positioning problem"", ""Other"", ""Other"", ""Missing"", ""Missing""]; Count=[""5288"", ""5288"", ""147"", ""147"", ""0"", ""0"", ""0"", ""0"", ""11"", ""11"", ""0"", ""0"", ""0"", ""0"", ""587"", ""587""]; Cumulative=[""5288"", ""5288"", ""5435"", ""5435"", ""5435"", ""5435"", ""5435"", ""5435"", ""5446"", ""5446"", ""5446"", ""5446"", ""5446"", ""5446"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXTRFAT","DXXTRFAT","Trunk Fat (g)","Trunk Fat (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""1170.2 to 49425.8"", ""1170.2 to 49425.8"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5288"", ""5288"", ""745"", ""745""]; Cumulative=[""5288"", ""5288"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDTRLE","DXDTRLE","Trunk Lean excl BMC (g)","Trunk Lean excl Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""5434.2 to 56813.7"", ""5434.2 to 56813.7"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5288"", ""5288"", ""745"", ""745""]; Cumulative=[""5288"", ""5288"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXXTRLI","DXXTRLI","Trunk Lean incl BMC (g)","Trunk Lean incl Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""5606.9 to 57666.7"", ""5606.9 to 57666.7"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5294"", ""5294"", ""739"", ""739""]; Cumulative=[""5294"", ""5294"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDTRTOT","DXDTRTOT","Trunk Total (g)","Trunk Total (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""6911.6 to 100254.5"", ""6911.6 to 100254.5"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5288"", ""5288"", ""745"", ""745""]; Cumulative=[""5288"", ""5288"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDTRPF","DXDTRPF","Trunk Percent Fat","Trunk Percent Fat","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""10.3 to 55.1"", ""10.3 to 55.1"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5288"", ""5288"", ""745"", ""745""]; Cumulative=[""5288"", ""5288"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDSTA","DXDSTA","Subtotal Area (cm^2)","Subtotal Area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""821.46 to 2739.79"", ""821.46 to 2739.79"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""4992"", ""4992"", ""1041"", ""1041""]; Cumulative=[""4992"", ""4992"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDSTBMC","DXDSTBMC","Subtotal BMC (g)","Subtotal Bone Mineral Content (grams)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""365.36 to 3689.24"", ""365.36 to 3689.24"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""4992"", ""4992"", ""1041"", ""1041""]; Cumulative=[""4992"", ""4992"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDSTBMD","DXDSTBMD","Subtotal BMD (g/cm^2)","Subtotal Bone Mineral Density (grams/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.423 to 1.435"", ""0.423 to 1.435"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""4992"", ""4992"", ""1041"", ""1041""]; Cumulative=[""4992"", ""4992"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDSTFAT","DXDSTFAT","Subtotal Fat (g)","Subtotal Fat (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""2641.9 to 90439.9"", ""2641.9 to 90439.9"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5110"", ""5110"", ""923"", ""923""]; Cumulative=[""5110"", ""5110"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDSTLE","DXDSTLE","Subtotal Lean excl BMC (g)","Subtotal Lean excl BMC (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""11085.6 to 100464.1"", ""11085.6 to 100464.1"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5110"", ""5110"", ""923"", ""923""]; Cumulative=[""5110"", ""5110"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDSTLI","DXDSTLI","Subtotal Lean incl BMC (g)","Subtotal Lean incl BMC (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""11530.7 to 103279.6"", ""11530.7 to 103279.6"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""4983"", ""4983"", ""1050"", ""1050""]; Cumulative=[""4983"", ""4983"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDSTTOT","DXDSTTOT","Subtotal (Total excl Head) (g)","Subtotal (Total excl Head) (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""14216.3 to 175121.2"", ""14216.3 to 175121.2"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5110"", ""5110"", ""923"", ""923""]; Cumulative=[""5110"", ""5110"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDSTPF","DXDSTPF","Subtotal Percent Fat","Subtotal Percent Fat","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""11.9 to 56.1"", ""11.9 to 56.1"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5110"", ""5110"", ""923"", ""923""]; Cumulative=[""5110"", ""5110"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDTOA","DXDTOA","Total Area (cm^2)","Total Area (cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""1023.09 to 2981.1"", ""1023.09 to 2981.1"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5068"", ""5068"", ""965"", ""965""]; Cumulative=[""5068"", ""5068"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDTOBMC","DXDTOBMC","Total Bone Mineral Content (g)","Total Bone Mineral Content (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""602.95 to 4365.07"", ""602.95 to 4365.07"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5068"", ""5068"", ""965"", ""965""]; Cumulative=[""5068"", ""5068"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDTOBMD","DXDTOBMD","Total Bone Mineral Density (g/cm^2)","Total Bone Mineral Density (g/cm^2)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""0.559 to 1.548"", ""0.559 to 1.548"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5068"", ""5068"", ""965"", ""965""]; Cumulative=[""5068"", ""5068"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDTOFAT","DXDTOFAT","Total Fat (g)","Total Fat (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""3328.8 to 91731.8"", ""3328.8 to 91731.8"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5056"", ""5056"", ""977"", ""977""]; Cumulative=[""5056"", ""5056"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDTOLE","DXDTOLE","Total Lean excl BMC (g)","Total Lean excl BMC (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""12986.8 to 104820.7"", ""12986.8 to 104820.7"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5110"", ""5110"", ""923"", ""923""]; Cumulative=[""5110"", ""5110"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDTOLI","DXDTOLI","Total Lean incl BMC (g)","Total Lean incl BMC (g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""13764.1 to 108116"", ""13764.1 to 108116"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5056"", ""5056"", ""977"", ""977""]; Cumulative=[""5056"", ""5056"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDTOTOT","DXDTOTOT","Total Lean+Fat (g)","Total Lean+Fat(g)","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""17092.9 to 180764.5"", ""17092.9 to 180764.5"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5056"", ""5056"", ""977"", ""977""]; Cumulative=[""5056"", ""5056"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DXX_H","DXDTOPF","DXDTOPF","Total Percent Fat","Total Percent Fat","Both males and females 8 YEARS - 59 YEARS",NA,"Code.or.Value=[""12.7 to 54.8"", ""12.7 to 54.8"", ""."", "".""]; Value.Description=[""Range of Values"", ""Range of Values"", ""Missing"", ""Missing""]; Count=[""5056"", ""5056"", ""977"", ""977""]; Cumulative=[""5056"", ""5056"", ""6033"", ""6033""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
