"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"DXXT5_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXT5_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXT5_H","DXXBICRT","DXXBICRT","Amount of biconcave","Amount of biconcave","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.7 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3110"", ""598""]; Cumulative=[""3110"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXCRURT","DXXCRURT","Amount of UCSF crush","Amount of UCSF crush","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.7 to 1.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXWDGDE","DXXWDGDE","Percentage of wedge deformity","Percentage of wedge deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-0.052 to 0.26"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3110"", ""598""]; Cumulative=[""3110"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXBICDE","DXXBICDE","Percentage of biconcave deformity","Percentage of biconcave deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.008 to 0.258"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3110"", ""598""]; Cumulative=[""3110"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXCRUDE","DXXCRUDE","Percentage of UCSF crush deformity","Percentage of UCSF crush deformity","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-0.352 to 0.339"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXSPX","DXXSPX","x-coordinate of superior posterior point","x-coordinate of superior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3110"", ""598""]; Cumulative=[""3110"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXSPY","DXXSPY","y-coordinate of superior posterior point","y-coordinate of superior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3110"", ""598""]; Cumulative=[""3110"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXSMX","DXXSMX","x-coordinate of superior mid point","x-coordinate of superior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3110"", ""598""]; Cumulative=[""3110"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXSMY","DXXSMY","y-coordinate of superior mid point","y-coordinate of superior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63.2 to 248"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3110"", ""598""]; Cumulative=[""3110"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXSAX","DXXSAX","x-coordinate of superior anterior point","x-coordinate of superior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-29.7 to 487.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3110"", ""598""]; Cumulative=[""3110"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXSAY","DXXSAY","y-coordinate of superior anterior point","y-coordinate of superior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""89.6 to 279.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3110"", ""598""]; Cumulative=[""3110"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXIAX","DXXIAX","x-coordinate of inferior anterior point","x-coordinate of inferior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-7.4 to 502.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3110"", ""598""]; Cumulative=[""3110"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXIAY","DXXIAY","y-coordinate of inferior anterior point","y-coordinate of inferior anterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""116 to 312.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3110"", ""598""]; Cumulative=[""3110"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXIMX","DXXIMX","x-coordinate of inferior mid point","x-coordinate of inferior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""4.1 to 512.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3110"", ""598""]; Cumulative=[""3110"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXIMY","DXXIMY","y-coordinate of inferior mid point","y-coordinate of inferior mid point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""108.3 to 301.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3110"", ""598""]; Cumulative=[""3110"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXIPX","DXXIPX","x-coordinate of inferior posterior point","x-coordinate of inferior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""60.9 to 562.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3110"", ""598""]; Cumulative=[""3110"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXIPY","DXXIPY","y-coordinate of inferior posterior point","y-coordinate of inferior posterior point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""78.9 to 269.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3110"", ""598""]; Cumulative=[""3110"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT0X","DXXPT0X","x-coordinate of first outline point","x-coordinate of first outline point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""50.4 to 551.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT0Y","DXXPT0Y","y-coordinate of first outline point","y-coordinate of first outline point","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""48.8 to 235.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT1X","DXXPT1X","x-coordinates of outline points 2","x-coordinates of outline points 2","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""42.1 to 543.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT1Y","DXXPT1Y","y-coordinates of outline points 2","y-coordinates of outline points 2","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""118.2 to 313.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT2X","DXXPT2X","x-coordinates of outline points 3","x-coordinates of outline points 3","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""4 to 513.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT2Y","DXXPT2Y","y-coordinates of outline points 3","y-coordinates of outline points 3","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""120.2 to 314.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT3X","DXXPT3X","x-coordinates of outline points 4","x-coordinates of outline points 4","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""5.2 to 516.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT3Y","DXXPT3Y","y-coordinates of outline points 4","y-coordinates of outline points 4","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""117.3 to 307.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT4X","DXXPT4X","x-coordinates of outline points 5","x-coordinates of outline points 5","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""60.8 to 562.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT4Y","DXXPT4Y","y-coordinates of outline points 5","y-coordinates of outline points 5","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""112.7 to 306.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT5X","DXXPT5X","x-coordinates of outline points 6","x-coordinates of outline points 6","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""61 to 563.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT5Y","DXXPT5Y","y-coordinates of outline points 6","y-coordinates of outline points 6","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""44.8 to 232.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT6X","DXXPT6X","x-coordinates of outline points 7","x-coordinates of outline points 7","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""43.3 to 544.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT6Y","DXXPT6Y","y-coordinates of outline points 7","y-coordinates of outline points 7","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""46.3 to 232.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT7X","DXXPT7X","x-coordinates of outline points 8","x-coordinates of outline points 8","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""39.5 to 541.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT7Y","DXXPT7Y","y-coordinates of outline points 8","y-coordinates of outline points 8","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""62 to 246"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT8X","DXXPT8X","x-coordinates of outline points 9","x-coordinates of outline points 9","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-34.9 to 484.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT8Y","DXXPT8Y","y-coordinates of outline points 9","y-coordinates of outline points 9","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""60.3 to 244.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT9X","DXXPT9X","x-coordinates of outline points 10","x-coordinates of outline points 10","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-32.4 to 485.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT9Y","DXXPT9Y","y-coordinates of outline points 10","y-coordinates of outline points 10","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""119.5 to 314.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT10X","DXXPT10X","x-coordinates of outline points 11","x-coordinates of outline points 11","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""4.4 to 514.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT10Y","DXXPT10Y","y-coordinates of outline points 11","y-coordinates of outline points 11","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""115.1 to 307.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT11X","DXXPT11X","x-coordinates of outline points 12","x-coordinates of outline points 12","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""61.9 to 563.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT11Y","DXXPT11Y","y-coordinates of outline points 12","y-coordinates of outline points 12","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""48.8 to 235.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT12X","DXXPT12X","x-coordinates of outline points 13","x-coordinates of outline points 13","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""42.1 to 543.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT12Y","DXXPT12Y","y-coordinates of outline points 13","y-coordinates of outline points 13","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63.2 to 248"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT13X","DXXPT13X","x-coordinates of outline points 14","x-coordinates of outline points 14","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""-29.7 to 487.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT13Y","DXXPT13Y","y-coordinates of outline points 14","y-coordinates of outline points 14","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""118.6 to 313.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT14X","DXXPT14X","x-coordinates of outline points 15","x-coordinates of outline points 15","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""10.3 to 518.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT14Y","DXXPT14Y","y-coordinates of outline points 15","y-coordinates of outline points 15","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""117 to 311.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT15X","DXXPT15X","x-coordinates of outline points 16","x-coordinates of outline points 16","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""13.9 to 522.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT15Y","DXXPT15Y","y-coordinates of outline points 16","y-coordinates of outline points 16","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""115.9 to 310"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT16X","DXXPT16X","x-coordinates of outline points 17","x-coordinates of outline points 17","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""17.8 to 526"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT16Y","DXXPT16Y","y-coordinates of outline points 17","y-coordinates of outline points 17","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""115.1 to 308.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT17X","DXXPT17X","x-coordinates of outline points 18","x-coordinates of outline points 18","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""22.2 to 529.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT17Y","DXXPT17Y","y-coordinates of outline points 18","y-coordinates of outline points 18","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""114.6 to 307.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT18X","DXXPT18X","x-coordinates of outline points 19","x-coordinates of outline points 19","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""26.6 to 533.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT18Y","DXXPT18Y","y-coordinates of outline points 19","y-coordinates of outline points 19","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""114.3 to 306.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT19X","DXXPT19X","x-coordinates of outline points 20","x-coordinates of outline points 20","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""31.6 to 537.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT19Y","DXXPT19Y","y-coordinates of outline points 20","y-coordinates of outline points 20","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""114.2 to 306.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT20X","DXXPT20X","x-coordinates of outline points 21","x-coordinates of outline points 21","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""36.3 to 541.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT20Y","DXXPT20Y","y-coordinates of outline points 21","y-coordinates of outline points 21","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""114.3 to 305.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT5_H","DXXPT21X","DXXPT21X","x-coordinates of outline points 22","x-coordinates of outline points 22","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""41.1 to 545.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3107"", ""601""]; Cumulative=[""3107"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
