"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"DXXT6_H","SEQN","SEQN","Sequence number","Sequence number","Both males and females 40 YEARS - 150 YEARS",NA,NA
"DXXT6_H","DXDLSPST","DXDLSPST","IVA lateral spine scan status","IVA lateral spine scan status","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", "".""]; Value.Description=[""IVA Lateral Spine scan completed, all vertebra are valid"", ""IVA Lateral Spine scan completed, but one or more vertebrae are invalid"", ""IVA Lateral Spine not scanned, pregnancy"", ""IVA Lateral Spine not scanned, weight > 450 lbs"", ""IVA Lateral Spine not scanned, other reason"", ""Missing""]; Count=[""2875"", ""455"", ""3"", ""1"", ""374"", ""0""]; Cumulative=[""2875"", ""3330"", ""3333"", ""3334"", ""3708"", ""3708""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DXXT6_H","DXXPT21Y","DXXPT21Y","y-coordinates of outline points 22","y-coordinates of outline points 22","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""107.7 to 297.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT22X","DXXPT22X","x-coordinates of outline points 23","x-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""54 to 611.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT22Y","DXXPT22Y","y-coordinates of outline points 23","y-coordinates of outline points 23","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""108.3 to 297.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT23X","DXXPT23X","x-coordinates of outline points 24","x-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""59.1 to 616.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT23Y","DXXPT23Y","y-coordinates of outline points 24","y-coordinates of outline points 24","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""109.3 to 298.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT24X","DXXPT24X","x-coordinates of outline points 25","x-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63.5 to 620.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT24Y","DXXPT24Y","y-coordinates of outline points 25","y-coordinates of outline points 25","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""99.3 to 287.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT25X","DXXPT25X","x-coordinates of outline points 26","x-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""66.9 to 622.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT25Y","DXXPT25Y","y-coordinates of outline points 26","y-coordinates of outline points 26","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""90.4 to 279.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT26X","DXXPT26X","x-coordinates of outline points 27","x-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""65.2 to 620"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT26Y","DXXPT26Y","y-coordinates of outline points 27","y-coordinates of outline points 27","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""81.8 to 271"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT27X","DXXPT27X","x-coordinates of outline points 28","x-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63.7 to 617.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT27Y","DXXPT27Y","y-coordinates of outline points 28","y-coordinates of outline points 28","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""73.2 to 262.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT28X","DXXPT28X","x-coordinates of outline points 29","x-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""62.7 to 615.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT28Y","DXXPT28Y","y-coordinates of outline points 29","y-coordinates of outline points 29","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""64.2 to 253.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT29X","DXXPT29X","x-coordinates of outline points 30","x-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""61.6 to 612.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT29Y","DXXPT29Y","y-coordinates of outline points 30","y-coordinates of outline points 30","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""55.5 to 245"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT30X","DXXPT30X","x-coordinates of outline points 31","x-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""61.1 to 610.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT30Y","DXXPT30Y","y-coordinates of outline points 31","y-coordinates of outline points 31","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""46.6 to 235.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT31X","DXXPT31X","x-coordinates of outline points 32","x-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""61 to 608.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT31Y","DXXPT31Y","y-coordinates of outline points 32","y-coordinates of outline points 32","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""99.5 to 287.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT32X","DXXPT32X","x-coordinates of outline points 33","x-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""69.6 to 624.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT32Y","DXXPT32Y","y-coordinates of outline points 33","y-coordinates of outline points 33","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""90.8 to 280"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT33X","DXXPT33X","x-coordinates of outline points 34","x-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""69.5 to 623.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT33Y","DXXPT33Y","y-coordinates of outline points 34","y-coordinates of outline points 34","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""81.6 to 272.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT34X","DXXPT34X","x-coordinates of outline points 35","x-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""69 to 621"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT34Y","DXXPT34Y","y-coordinates of outline points 35","y-coordinates of outline points 35","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""72.9 to 263.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT35X","DXXPT35X","x-coordinates of outline points 36","x-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""68.4 to 618.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT35Y","DXXPT35Y","y-coordinates of outline points 36","y-coordinates of outline points 36","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63.5 to 254.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT36X","DXXPT36X","x-coordinates of outline points 37","x-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""67.5 to 616.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT36Y","DXXPT36Y","y-coordinates of outline points 37","y-coordinates of outline points 37","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""54.3 to 244.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT37X","DXXPT37X","x-coordinates of outline points 38","x-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""66.8 to 613.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT37Y","DXXPT37Y","y-coordinates of outline points 38","y-coordinates of outline points 38","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""44.7 to 234.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT38X","DXXPT38X","x-coordinates of outline points 39","x-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""66.1 to 610.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT38Y","DXXPT38Y","y-coordinates of outline points 39","y-coordinates of outline points 39","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""103.6 to 291.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT39X","DXXPT39X","x-coordinates of outline points 40","x-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""68.1 to 624.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT39Y","DXXPT39Y","y-coordinates of outline points 40","y-coordinates of outline points 40","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""99.3 to 287.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT40X","DXXPT40X","x-coordinates of outline points 41","x-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""67.5 to 623.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT40Y","DXXPT40Y","y-coordinates of outline points 41","y-coordinates of outline points 41","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""95.1 to 283.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT41X","DXXPT41X","x-coordinates of outline points 42","x-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""66.8 to 622.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT41Y","DXXPT41Y","y-coordinates of outline points 42","y-coordinates of outline points 42","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""90.7 to 279.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT42X","DXXPT42X","x-coordinates of outline points 43","x-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""66.1 to 621.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT42Y","DXXPT42Y","y-coordinates of outline points 43","y-coordinates of outline points 43","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""86.3 to 275.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT43X","DXXPT43X","x-coordinates of outline points 44","x-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""65.6 to 620.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT43Y","DXXPT43Y","y-coordinates of outline points 44","y-coordinates of outline points 44","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""82.2 to 271.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT44X","DXXPT44X","x-coordinates of outline points 45","x-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""65 to 619"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT44Y","DXXPT44Y","y-coordinates of outline points 45","y-coordinates of outline points 45","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""77.9 to 267.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT45X","DXXPT45X","x-coordinates of outline points 46","x-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""64.6 to 618"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT45Y","DXXPT45Y","y-coordinates of outline points 46","y-coordinates of outline points 46","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""73.1 to 263.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT46X","DXXPT46X","x-coordinates of outline points 47","x-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""64.2 to 616.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT46Y","DXXPT46Y","y-coordinates of outline points 47","y-coordinates of outline points 47","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""68.7 to 259.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT47X","DXXPT47X","x-coordinates of outline points 48","x-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63.6 to 615.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT47Y","DXXPT47Y","y-coordinates of outline points 48","y-coordinates of outline points 48","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""64.5 to 255.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT48X","DXXPT48X","x-coordinates of outline points 49","x-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63.4 to 614.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT48Y","DXXPT48Y","y-coordinates of outline points 49","y-coordinates of outline points 49","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""59.8 to 251.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT49X","DXXPT49X","x-coordinates of outline points 50","x-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63.2 to 612.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT49Y","DXXPT49Y","y-coordinates of outline points 50","y-coordinates of outline points 50","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""55.3 to 246"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT50X","DXXPT50X","x-coordinates of outline points 51","x-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63.2 to 611.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT50Y","DXXPT50Y","y-coordinates of outline points 51","y-coordinates of outline points 51","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""50.8 to 240.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT51X","DXXPT51X","x-coordinates of outline points 52","x-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63.2 to 610.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT51Y","DXXPT51Y","y-coordinates of outline points 52","y-coordinates of outline points 52","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""46.7 to 235.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT52X","DXXPT52X","x-coordinates of outline points 53","x-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63.1 to 609.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT52Y","DXXPT52Y","y-coordinates of outline points 53","y-coordinates of outline points 53","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""42.9 to 231.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT53X","DXXPT53X","x-coordinates of outline points 54","x-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""63 to 608.6"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT53Y","DXXPT53Y","y-coordinates of outline points 54","y-coordinates of outline points 54","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""39.8 to 226.5"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT54X","DXXPT54X","x-coordinates of outline points 55","x-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""61.9 to 606.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT54Y","DXXPT54Y","y-coordinates of outline points 55","y-coordinates of outline points 55","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""41.2 to 227.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT55X","DXXPT55X","x-coordinates of outline points 56","x-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""50.3 to 597.8"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT55Y","DXXPT55Y","y-coordinates of outline points 56","y-coordinates of outline points 56","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""42.7 to 228.9"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT56X","DXXPT56X","x-coordinates of outline points 57","x-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""40.5 to 589.7"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT56Y","DXXPT56Y","y-coordinates of outline points 57","y-coordinates of outline points 57","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""44.2 to 230.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT57X","DXXPT57X","x-coordinates of outline points 58","x-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""30.2 to 580.4"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
"DXXT6_H","DXXPT57Y","DXXPT57Y","y-coordinates of outline points 58","y-coordinates of outline points 58","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""45.6 to 231.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""3194"", ""514""]; Cumulative=[""3194"", ""3708""]; Skip.to.Item=[""NA"", ""NA""]"
