"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"HEPB_S_D","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 2 YEARS - 150 YEARS",NA,NA
"HEPB_S_D","LBXHBS","LBXHBS","Hepatitis B Surface Antibody","Hepatitis B Surface Antibody (Anti-HBs)","Both males and females 2 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", "".""]; Value.Description=[""Positive"", ""Negative"", ""Missing""]; Count=[""3071"", ""4898"", ""1125""]; Cumulative=[""3071"", ""7969"", ""9094""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
