"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"CHLMDA_G","SEQN","SEQN","Respondent sequence number","Respondent sequence number","Both males and females 18 YEARS - 39 YEARS",NA,NA
"CHLMDA_G","URXUCL","URXUCL","Urinary Chlamydia","Urinary Chlamydia","Both males and females 18 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", "".""]; Value.Description=[""Positive"", ""Negative"", ""Indeterminate"", ""Missing""]; Count=[""54"", ""2081"", ""0"", ""39""]; Cumulative=[""54"", ""2135"", ""2135"", ""2174""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
