"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"P_PBCD","LBDBCDLC","LBDBCDLC","Blood cadmium comment code","Blood cadmium comment code","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""At or above the detection limit"", ""Below lower detection limit"", ""Missing""]; Count=[""9720"", ""2382"", ""1670""]; Cumulative=[""9720"", ""12102"", ""13772""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"P_PBCD","LBDBCDSI","LBDBCDSI","Blood cadmium (nmol/L)","Blood cadmium (nmol/L)","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.632 to 115.928"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""12102"", ""1670""]; Cumulative=[""12102"", ""13772""]; Skip.to.Item=[""NA"", ""NA""]"
"P_PBCD","LBDBMNLC","LBDBMNLC","Blood manganese comment code","Blood manganese comment code","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""At or above the detection limit"", ""Below lower detection limit"", ""Missing""]; Count=[""12102"", ""0"", ""1670""]; Cumulative=[""12102"", ""12102"", ""13772""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"P_PBCD","LBDBMNSI","LBDBMNSI","Blood manganese (nmol/L)","Blood manganese (nmol/L)","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""28.58 to 977.27"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""12102"", ""1670""]; Cumulative=[""12102"", ""13772""]; Skip.to.Item=[""NA"", ""NA""]"
"P_PBCD","LBDBPBLC","LBDBPBLC","Blood lead comment code","Blood lead comment code","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""At or above the detection limit"", ""Below lower detection limit"", ""Missing""]; Count=[""11103"", ""4"", ""2665""]; Cumulative=[""11103"", ""11107"", ""13772""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"P_PBCD","LBDBPBSI","LBDBPBSI","Blood lead (umol/L)","Blood lead (umol/L)","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.002 to 2.052"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""11107"", ""2665""]; Cumulative=[""11107"", ""13772""]; Skip.to.Item=[""NA"", ""NA""]"
"P_PBCD","LBDBSELC","LBDBSELC","Blood selenium comment code","Blood selenium comment code","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""At or above the detection limit"", ""Below lower detection limit"", ""Missing""]; Count=[""12102"", ""0"", ""1670""]; Cumulative=[""12102"", ""12102"", ""13772""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"P_PBCD","LBDBSESI","LBDBSESI","Blood selenium (umol/L)","Blood selenium (umol/L)","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.95 to 7.14"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""12102"", ""1670""]; Cumulative=[""12102"", ""13772""]; Skip.to.Item=[""NA"", ""NA""]"
"P_PBCD","LBDTHGLC","LBDTHGLC","Blood mercury total comment code","Blood mercury total comment code","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""At or above the detection limit"", ""Below lower detection limit"", ""Missing""]; Count=[""8296"", ""3806"", ""1670""]; Cumulative=[""8296"", ""12102"", ""13772""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"P_PBCD","LBDTHGSI","LBDTHGSI","Blood mercury total (nmol/L)","Blood mercury total (nmol/L)","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 317.56"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""12102"", ""1670""]; Cumulative=[""12102"", ""13772""]; Skip.to.Item=[""NA"", ""NA""]"
