"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"IHGEM_L","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 1 YEARS - 150 YEARS",NA,NA
"IHGEM_L","WTPH2YR","WTPH2YR","Phlebotomy 2 Year Weight","Phlebotomy 2 Year Weight","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""4391.8220579 to 253478.77765"", ""0"", "".""]; Value.Description=[""Range of Values"", ""No blood sample provided"", ""Missing""]; Count=[""7626"", ""1101"", ""0""]; Cumulative=[""7626"", ""8727"", ""8727""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"IHGEM_L","LBXIHG","LBXIHG","Mercury inorganic (ug/L)","Inorganic mercury blood (ug/L)","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.15 to 17.14"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""7567"", ""1160""]; Cumulative=[""7567"", ""8727""]; Skip.to.Item=[""NA"", ""NA""]"
"IHGEM_L","LBDIHGSI","LBDIHGSI","Mercury inorganic (nmol/L)","Mercury inorganic (nmol/L)","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.75 to 85.53"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""7567"", ""1160""]; Cumulative=[""7567"", ""8727""]; Skip.to.Item=[""NA"", ""NA""]"
"IHGEM_L","LBDIHGLC","LBDIHGLC","Mercury inorganic comment code","Mercury inorganic comment code","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""At or above the detection limit"", ""Below lower detection limit"", ""Missing""]; Count=[""942"", ""6625"", ""1160""]; Cumulative=[""942"", ""7567"", ""8727""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"IHGEM_L","LBXBGE","LBXBGE","Mercury ethyl (ug/L)","Mercury ethyl (ug/L)","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.05 to 0.25"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""7567"", ""1160""]; Cumulative=[""7567"", ""8727""]; Skip.to.Item=[""NA"", ""NA""]"
"IHGEM_L","LBDBGESI","LBDBGESI","Mercury ethyl (nmol/L)","Mercury ethyl (nmol/L)","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.25 to 1.25"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""7567"", ""1160""]; Cumulative=[""7567"", ""8727""]; Skip.to.Item=[""NA"", ""NA""]"
"IHGEM_L","LBDBGELC","LBDBGELC","Mercury ethyl comment code","Mercury ethyl comment code","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""At or above the detection limit"", ""Below lower detection limit"", ""Missing""]; Count=[""10"", ""7557"", ""1160""]; Cumulative=[""10"", ""7567"", ""8727""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"IHGEM_L","LBXBGM","LBXBGM","Mercury methyl (ug/L)","Mercury methyl (ug/L)","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.18 to 36.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""7567"", ""1160""]; Cumulative=[""7567"", ""8727""]; Skip.to.Item=[""NA"", ""NA""]"
"IHGEM_L","LBDBGMSI","LBDBGMSI","Mercury methyl (nmol/L)","Mercury methyl (nmol/L)","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.9 to 180.14"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""7567"", ""1160""]; Cumulative=[""7567"", ""8727""]; Skip.to.Item=[""NA"", ""NA""]"
"IHGEM_L","LBDBGMLC","LBDBGMLC","Mercury methyl comment code","Mercury methyl comment code","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""At or above the detection limit"", ""Below lower detection limit"", ""Missing""]; Count=[""4324"", ""3243"", ""1160""]; Cumulative=[""4324"", ""7567"", ""8727""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
