"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"TRIGLY_J","SEQN","SEQN","Respondent sequence number","Respondent sequence number","Both males and females 12 YEARS - 150 YEARS",NA,NA
"TRIGLY_J","WTSAF2YR","WTSAF2YR","Fasting Subsample 2 Year MEC Weight","Fasting Subsample 2 Year MEC Weight","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""9133.518063 to 944153.24975"", ""0"", "".""]; Value.Description=[""Range of Values"", ""No Lab Result or Not Fasting for 8 to <24 hours"", ""Missing""]; Count=[""2711"", ""325"", ""0""]; Cumulative=[""2711"", ""3036"", ""3036""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"TRIGLY_J","LBXTR","LBXTR","Triglyceride (mg/dL)","Triglyceride (mg/dL)","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""10 to 2684"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2834"", ""202""]; Cumulative=[""2834"", ""3036""]; Skip.to.Item=[""NA"", ""NA""]"
"TRIGLY_J","LBDTRSI","LBDTRSI","Triglyceride (mmol/L)","Triglyceride (mmol/L)","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.113 to 30.302"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2834"", ""202""]; Cumulative=[""2834"", ""3036""]; Skip.to.Item=[""NA"", ""NA""]"
"TRIGLY_J","LBDLDL","LBDLDL","LDL-Cholesterol Friedewald (mg/dL)","LDL-Cholesterol Friedewald equation (mg/dL).  LBDLDL = (LBXTC-(LBDHDD + LBXTR/5) round to 0 decimal places) for LBXTR less than 400 mg/dL and missing for LBXTR greater than 400 mg/dL.  LBDHDD from public release file HDL_J","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""18 to 357"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2808"", ""228""]; Cumulative=[""2808"", ""3036""]; Skip.to.Item=[""NA"", ""NA""]"
"TRIGLY_J","LBDLDLSI","LBDLDLSI","LDL-Cholesterol Friedewald (mmol/L)","LDL-Cholesterol Friedewald equation (mmol/L)","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.465 to 9.232"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2808"", ""228""]; Cumulative=[""2808"", ""3036""]; Skip.to.Item=[""NA"", ""NA""]"
"TRIGLY_J","LBDLDLM","LBDLDLM","LDL-Cholesterol Martin-Hopkins (mg/dL)","LDL-Cholesterol Martin-Hopkins equation (mg/dL).  LBDLDLM = (LBXTC-(LBDHDD + LBXTR/Adjustable Factor) round to 0 decimal places) for LBXTR less than 400 mg/dL and missing for LBXTR greater than 400 mg/dL.  LBDHDD from public release file HDL_J","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""21 to 358"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2808"", ""228""]; Cumulative=[""2808"", ""3036""]; Skip.to.Item=[""NA"", ""NA""]"
"TRIGLY_J","LBDLDMSI","LBDLDMSI","LDL-Cholesterol Martin-Hopkins (mmol/L)","LDL-Cholesterol Martin-Hopkins equation (mmol/L)","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.543 to 9.258"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2808"", ""228""]; Cumulative=[""2808"", ""3036""]; Skip.to.Item=[""NA"", ""NA""]"
"TRIGLY_J","LBDLDLN","LBDLDLN","LDL-Cholesterol NIH equation 2 (mg/dL)","LBDLDLN =  (LBXTC/0.948 – LBDHDD/0.971 – (LBXTR/8.56 + (LBXTR * (LBXTC – LBDHDD))/2140 – LBXTR^2/16100) – 9.44) round 0 decimal places) for LBXTR less than 800 mg/dL and missing for LBXTR GE 800 mg/dL.  ^2 stands for power=2 or squared.  LBDHDD from public release file HDL_J","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""20 to 359"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2827"", ""209""]; Cumulative=[""2827"", ""3036""]; Skip.to.Item=[""NA"", ""NA""]"
"TRIGLY_J","LBDLDNSI","LBDLDNSI","LDL-Cholesterol NIH equation 2 (mmol/L)","LDL-Cholesterol NIH equation 2 (mmol/L)","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.517 to 9.284"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2827"", ""209""]; Cumulative=[""2827"", ""3036""]; Skip.to.Item=[""NA"", ""NA""]"
