"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"L24PH_C","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 6 YEARS - 150 YEARS",NA,NA
"L24PH_C","WTSB2YR","WTSB2YR","Two-year MEC weights of subsample B","Two-year MEC weights of subsample B","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 435025.30254"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2697"", ""0""]; Cumulative=[""2697"", ""2697""]; Skip.to.Item=[""NA"", ""NA""]"
"L24PH_C","URXMBP","URXMBP","Mono-n-butyl phthalate","Mono-n-butyl phthalate (ng/mL)","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.3 to 5143.2"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2605"", ""92""]; Cumulative=[""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA""]"
"L24PH_C","URDMBPLC","URDMBPLC","Mono-n-butyl phthalate comment code","mono-n-butyl phthalate comment code","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""At or above the detection limit"", ""Below lower detection limit"", ""Missing""]; Count=[""2593"", ""12"", ""92""]; Cumulative=[""2593"", ""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"L24PH_C","URXMCP","URXMCP","Mono-cyclohexyl phthalate","Mono-cyclohexyl phthalate (ng/mL)","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.2843 to 62.31"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2605"", ""92""]; Cumulative=[""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA""]"
"L24PH_C","URDMCPLC","URDMCPLC","Mono-cyclohexyl phthalate comment","mono-cyclohexyl phthalate comment code","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""At or above the detection limit"", ""Below lower detection limit"", ""Missing""]; Count=[""281"", ""2324"", ""92""]; Cumulative=[""281"", ""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"L24PH_C","URXMEP","URXMEP","Mono-ethyl phthalate","Mono-ethyl phthalate (ng/mL)","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""2.31 to 30589.02"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2605"", ""92""]; Cumulative=[""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA""]"
"L24PH_C","URDMEPLC","URDMEPLC","Mono-ethyl phthalate comment code","mono-ethyl phthalate comment code","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""At or above the detection limit"", ""Below lower detection limit"", ""Missing""]; Count=[""2605"", ""0"", ""92""]; Cumulative=[""2605"", ""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"L24PH_C","URXMHP","URXMHP","Mono-(2-ethyl)-hexyl phthalate","Mono-(2-ethyl)-hexyl phthalate (ng/mL)","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.6 to 718"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2605"", ""92""]; Cumulative=[""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA""]"
"L24PH_C","URDMHPLC","URDMHPLC","Mono-(2-ethyl)-hexyl phthalate comment","Mono-(2-ethyl)-hexyl phthalate comment code","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""At or above the detection limit"", ""Below lower detection limit"", ""Missing""]; Count=[""1826"", ""779"", ""92""]; Cumulative=[""1826"", ""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"L24PH_C","URXMNP","URXMNP","Mono-isononyl phthalate","Mono-isononyl phthalate (ng/mL)","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""1.0889 to 44.814"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2605"", ""92""]; Cumulative=[""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA""]"
"L24PH_C","URDMNPLC","URDMNPLC","Mono-isononyl phthalate comment code","Mono-isononyl phthalate comment code","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""At or above the detection limit"", ""Below lower detection limit"", ""Missing""]; Count=[""152"", ""2453"", ""92""]; Cumulative=[""152"", ""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"L24PH_C","URXMOP","URXMOP","Mono-n-octyl phthalate","Mono-n-octyl phthalate (ng/mL)","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""1.1879 to 27.216"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2605"", ""92""]; Cumulative=[""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA""]"
"L24PH_C","URDMOPLC","URDMOPLC","Mono-n-octyl phthalate comment code","Mono-n-octyl phthalate comment code","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""At or above the detection limit"", ""Below lower detection limit"", ""Missing""]; Count=[""27"", ""2578"", ""92""]; Cumulative=[""27"", ""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"L24PH_C","URXMZP","URXMZP","Mono-benzyl phthalate","Mono-benzyl phthalate (ng/mL)","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.056 to 862.272"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2605"", ""92""]; Cumulative=[""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA""]"
"L24PH_C","URDMZPLC","URDMZPLC","Mono-benzyl phthalate comment code","Mono-benzyl phthalate comment code","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""At or above the detection limit"", ""Below lower detection limit"", ""Missing""]; Count=[""2596"", ""9"", ""92""]; Cumulative=[""2596"", ""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"L24PH_C","URXMNM","URXMNM","Mono-n-methyl phthalate","Mono-n-methyl phthalate (ng/mL)","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.7 to 1170.3"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2605"", ""92""]; Cumulative=[""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA""]"
"L24PH_C","URDMNMLC","URDMNMLC","Mono-n-methyl phthalate comment code","Mono-n-methyl phthalate comment code","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""At or above the detection limit"", ""Below lower detection limit"", ""Missing""]; Count=[""1497"", ""1108"", ""92""]; Cumulative=[""1497"", ""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"L24PH_C","URXMC1","URXMC1","Mono-(3-carboxypropyl) phthalate","Mono-(3-carboxypropyl) phthalate (ng/mL)","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0.1 to 389.1"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""2605"", ""92""]; Cumulative=[""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA""]"
"L24PH_C","URDMC1LC","URDMC1LC","Mono-(3-carboxypropyl) phthalate cmt","Mono-(3-carboxypropyl) phthalate comment code","Both males and females 6 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""At or above the detection limit"", ""Below lower detection limit"", ""Missing""]; Count=[""2569"", ""36"", ""92""]; Cumulative=[""2569"", ""2605"", ""2697""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
