Title,Description,Module_Name,Document,Link
Interview,,MEC Interviewers Procedures Manual,[PDF - 14.5 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/MEC_Interviewers_Manual.pdf
Laboratory,,Laboratory Procedures Manual,[PDF - 9 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/2011-12_Laboratory_Procedures_Manual.pdf
Examination,,Anthropometry (Body Measures),[PDF - 4.3 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/Anthropometry_Procedures_Manual.pdf
Examination,,Audiometry,[PDF - 3.8 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/Audiometry_Procedures_Manual.pdf
Examination,,Dietary Interviewer - In-Person,[PDF - 8.4 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/mec_in_person_dietary_procedures_manual_jan_2012.pdf
Examination,,Dietary Interviewer - Phone Follow-Up,[PDF - 6.2 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/Phone_Follow-up_Dietary_Procedures.pdf
Examination,,Dual-Energy X-ray Absorptiometry (DEXA) Scan,[PDF - 2.5 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/Body_Composition_Procedures_Manual.pdf
Examination,,Home Urine,[PDF - 2 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/Home_Urine_Collection_Manual.pdf
Examination,,Muscle Strength,[PDF - 4.3 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/Muscle_Strength_Proc_Manual.pdf
Examination,,Oral Glucose Tolerance,[PDF - 815 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/Oral_Glucose_Tolerance_Test_(OGTT)_Manual.pdf
Examination,,Oral Health (Dental Examiner),[PDF - 3.53 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/Oral_Health_Examiners_Manual.pdf
Examination,,Oral Health (Dental Recorder),[PDF - 899 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/2011-12_Oral_Health_Recorders_Procedures_Manual.pdf
Examination,,Physical Activity Monitor (PAM),[PDF - 1.26 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/2012-Physicial-Activity-Monitor-Procedures-Manual-508.pdf
Examination,,Physician Examination,[PDF - 5.59 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/Physician_Exam_Manual.pdf
Examination,,Respiratory Health - Bronchodilator,[PDF - 915 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/Respiratory_Health_Bronchodilator.pdf
Examination,,Respiratory Health - Exhaled Nitric Oxide,[PDF - 1.1 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/Respiratory_Health_ENO_Procedures_Manual.pdf
Examination,,Respiratory Health - Spirometry,[PDF - 1.3 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/Spirometry_Procedures_Manual.pdf
Examination,,Taste and Smell,[PDF - 3.4 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/Taste_Smell.pdf
Examination,,Tuberculosis,[PDF - 5.9 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2011/manuals/TBSkinTestManual.pdf
