,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,PAQ605,,,,,,,,,,,,
2,PAQ610,,,,,,,,,,,,
3,PAD615,,,,,,,,,,,,
4,PAQ620,,,,,,,,,,,,
5,PAQ625,,,,,,,,,,,,
6,PAD630,,,,,,,,,,,,
7,PAQ635,,,,,,,,,,,,
8,PAQ640,,,,,,,,,,,,
9,PAD645,,,,,,,,,,,,
10,PAQ650,,,,,,,,,,,,
11,PAQ655,,,,,,,,,,,,
12,PAD660,,,,,,,,,,,,
13,PAQ665,,,,,,,,,,,,
14,PAQ670,,,,,,,,,,,,
15,PAD675,,,,,,,,,,,,
16,PAD680,,,,,,,,,,,,
17,PAQ706,,,,,,,,,,,,
18,PAQ710,,,,,,,,,,,,
19,PAQ715,,,,,,,,,,,,
20,PAQ722,,,,,,,,,,,,
21,PAQ724a,,,,,,,,,,,,
22,PAQ724b,,,,,,,,,,,,
23,PAQ724c,,,,,,,,,,,,
24,PAQ724d,,,,,,,,,,,,
25,PAQ724e,,,,,,,,,,,,
26,PAQ724f,,,,,,,,,,,,
27,PAQ724g,,,,,,,,,,,,
28,PAQ724h,,,,,,,,,,,,
29,PAQ724i,,,,,,,,,,,,
30,PAQ724j,,,,,,,,,,,,
31,PAQ724k,,,,,,,,,,,,
32,PAQ724l,,,,,,,,,,,,
33,PAQ724m,,,,,,,,,,,,
34,PAQ724n,,,,,,,,,,,,
35,PAQ724o,,,,,,,,,,,,
36,PAQ724p,,,,,,,,,,,,
37,PAQ724q,,,,,,,,,,,,
38,PAQ724r,,,,,,,,,,,,
39,PAQ724s,,,,,,,,,,,,
40,PAQ724t,,,,,,,,,,,,
41,PAQ724u,,,,,,,,,,,,
42,PAQ724v,,,,,,,,,,,,
43,PAQ724w,,,,,,,,,,,,
44,PAQ724x,,,,,,,,,,,,
45,PAQ724y,,,,,,,,,,,,
46,PAQ724z,,,,,,,,,,,,
47,PAQ724aa,,,,,,,,,,,,
48,PAQ724ab,,,,,,,,,,,,
49,PAQ724ac,,,,,,,,,,,,
50,PAQ724ad,,,,,,,,,,,,
51,PAQ724ae,,,,,,,,,,,,
52,PAQ724af,,,,,,,,,,,,
53,PAQ724cm,,,,,,,,,,,,
54,PAQ731,,,,,,,,,,,,
55,PAD733,,,,,,,,,,,,
56,PAQ677,,,,,,,,,,,,
57,PAQ678,,,,,,,,,,,,
58,PAQ740,,,,,,,,,,,,
59,PAQ742,,,,,,,,,,,,
60,PAQ744,,,,,,,,,,,,
61,PAQ746,,,,,,,,,,,,
62,PAQ748,,,,,,,,,,,,
63,PAQ755,,,,,,,,,,,,
64,PAQ759a,,,,,,,,,,,,
65,PAQ759b,,,,,,,,,,,,
66,PAQ759c,,,,,,,,,,,,
67,PAQ759d,,,,,,,,,,,,
68,PAQ759e,,,,,,,,,,,,
69,PAQ759f,,,,,,,,,,,,
70,PAQ759g,,,,,,,,,,,,
71,PAQ759h,,,,,,,,,,,,
72,PAQ759i,,,,,,,,,,,,
73,PAQ759j,,,,,,,,,,,,
74,PAQ759k,,,,,,,,,,,,
75,PAQ759l,,,,,,,,,,,,
76,PAQ759m,,,,,,,,,,,,
77,PAQ759n,,,,,,,,,,,,
78,PAQ759o,,,,,,,,,,,,
79,PAQ759p,,,,,,,,,,,,
80,PAQ759q,,,,,,,,,,,,
81,PAQ759r,,,,,,,,,,,,
82,PAQ759s,,,,,,,,,,,,
83,PAQ759t,,,,,,,,,,,,
84,PAQ759u,,,,,,,,,,,,
85,PAQ762,,,,,,,,,,,,
86,PAQ764,,,,,,,,,,,,
87,PAQ766,,,,,,,,,,,,
88,PAQ679,,,,,,,,,,,,
89,PAQ750,,,,,,,,,,,,
90,PAQ770,,,,,,,,,,,,
91,PAQ772a,,,,,,,,,,,,
92,PAQ772b,,,,,,,,,,,,
93,PAQ772c,,,,,,,,,,,,
