,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
1,SXAISC,Interview Status Code,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
2,SXQ021,The next set of questions is about your sexual behavior. By sex we mean vaginal anal or oral sex. Please remember that your answers are strictly confidential. Have you ever had vaginal anal or oral sex?,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
3,SXD031,When you first had vaginal anal or oral sex how old were you?,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
4,SXQ101,In your lifetime with how many males have you had vaginal anal or oral sex?,Females only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
5,SXQ110,,Females only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
6,SXQ350,With how many of these males have you had only oral sex?,Females only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
7,SXQ130,In your lifetime with how many females have you had sex?,Females only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
8,SXD171,In your lifetime with how many females have you had vaginal anal or oral sex?,Males only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
9,SXQ390,,Males only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
10,SXQ400,With how many of these females have you had only oral sex?,Males only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
11,SXQ410,In your lifetime with how many males have you had anal or oral sex?,Males only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
12,SXQ210,,Males only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
13,SXQ430,With how many of these males have you had only oral sex?,Males only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
14,SXQ230,,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
15,SXQ450,In the past 12 months with how many males have you had vaginal anal or oral sex?,Females only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
16,SXQ460,,Females only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
17,SXQ470,With how many of these males have you had only oral sex?,Females only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
18,SXQ480,,Females only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
19,SXQ490,In the past 12 months with how many females have you had sex?,Females only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
20,SXQ500,,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
21,SXQ510,In the past 12 months with how many females have you had vaginal anal or oral sex?,Males only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
22,SXQ520,,Males only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
23,SXQ530,With how many of these females have you had only oral sex?,Males only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
24,SXQ540,,Males only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
25,SXQ550,In the past 12 months with how many males have you had anal or oral sex?,Males only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
26,SXQ560,,Males only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
27,SXQ570,With how many of these males have you had only oral sex?,Males only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
28,SXQ580,,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
29,SXQ590,Of the persons you had sex with in the past 12 months how many were five or more years older than you?,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
30,SXQ600,Of the persons you had sex with in the past 12 months how many were five or more years younger than you?,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
31,SXQ610,In the past 12 months about how many times have you had vaginal or anal sex?,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
32,SXQ245,,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
33,SXQ251,In the past 12 months about how often have you had vaginal or anal sex without using a condom?,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
34,SXQ260,Has a doctor or other health care professional ever told you that you had genital herpes?,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
35,SXQ265,Has a doctor or other health care professional ever told you that you had genital warts?,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
36,SXQ270,In the past 12 months has a doctor or other health care professional told you that you had gonorrhea sometimes called GC or clap?,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
37,SXQ272,In the past 12 months has a doctor or other health care professional told you that you had chlamydia?,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
38,SXQ280,Are you circumcised or uncircumcised?,Males only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
39,SXQ292,Do you think of yourself as...,Males only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
40,SXQ294,Do you think of yourself as...,Females only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
