,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,CBD925,,,,,,,,,,,,
1,CBQ502,,,,,,,,,,,,
2,CBQ503,,,,,,,,,,,,
3,CBQ506,,,,,,,,,,,,
4,CBQ536,,,,,,,,,,,,
5,CBQ541,,,,,,,,,,,,
6,CBQ551,,,,,,,,,,,,
7,CBQ581,,,,,,,,,,,,
8,CBQ586,,,,,,,,,,,,
9,CBQ645,,,,,,,,,,,,
10,CBQ685,,,,,,,,,,,,
11,CBQ695a,,,,,,,,,,,,
12,CBQ695b,,,,,,,,,,,,
13,CBQ695c,,,,,,,,,,,,
14,CBQ698a,,,,,,,,,,,,
15,CBQ698b,,,,,,,,,,,,
16,CBQ698c,,,,,,,,,,,,
17,CBQ698cd,,,,,,,,,,,,
18,CBQ698d,,,,,,,,,,,,
19,CBQ698e,,,,,,,,,,,,
20,CBQ698f,,,,,,,,,,,,
21,CBQ698g,,,,,,,,,,,,
22,CBQ698h,,,,,,,,,,,,
23,CBQ698i,,,,,,,,,,,,
24,CBQ700,,,,,,,,,,,,
25,CBQ738a,,,,,,,,,,,,
26,CBQ738b,,,,,,,,,,,,
27,CBQ738c,,,,,,,,,,,,
28,CBQ738cd,,,,,,,,,,,,
29,CBQ738d,,,,,,,,,,,,
30,CBQ738e,,,,,,,,,,,,
31,CBQ738f,,,,,,,,,,,,
32,CBQ738g,,,,,,,,,,,,
33,CBQ738h,,,,,,,,,,,,
34,CBQ738i,,,,,,,,,,,,
35,CBQ738j,,,,,,,,,,,,
36,CBQ738k,,,,,,,,,,,,
37,CBQ785,,,,,,,,,,,,
38,CBQ830,,,,,,,,,,,,
39,CBQ835,,,,,,,,,,,,
40,CBQ840,,,,,,,,,,,,
41,CBQ845,,,,,,,,,,,,
42,CBQ850,,,,,,,,,,,,
43,CBQ855,,,,,,,,,,,,
44,CBQ860,,,,,,,,,,,,
45,CBQ865,,,,,,,,,,,,
46,CBQ870,,,,,,,,,,,,
47,CBQ875,,,,,,,,,,,,
48,CBQ880,,,,,,,,,,,,
49,CBQ885,,,,,,,,,,,,
50,CBQ890,,,,,,,,,,,,
51,CBQ895,,,,,,,,,,,,
52,CBQ900,,,,,,,,,,,,
53,CBQ905,,,,,,,,,,,,
54,CBQ910,,,,,,,,,,,,
55,CBQ915,,,,,,,,,,,,
56,CBQ930,,,,,,,,,,,,
57,CBQ935,,,,,,,,,,,,
58,CBQ945,,,,,,,,,,,,
59,CBQ950,,,,,,,,,,,,
60,DBQ750,,,,,,,,,,,,
61,DBQ760,,,,,,,,,,,,
62,DBQ770,,,,,,,,,,,,
63,DBQ780,,,,,,,,,,,,
64,SEQN,,,,,,,,,,,,
65,WTDRD1PP,,,,,,,,,,,,
