,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
1,INQ020,The next questions are about {your/your combined family}  income. When answering these questions please remember that by  {income/combined family income} I mean {your income/your income plus the  income of {NAMES OF OTHER NHANES FAMILY MEMBERS} for {LAST CALENDAR YEAR}.  Did {you/you and OTHER NHANES FAMILY MEMBERS 16+} receive income in {LAST  CALENDAR YEAR} from wages and salaries? [Did {you/you or OTHER FAMILY MEMBERS  16+} get paid for work in {LAST CALENDAR YEAR}.],Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
2,INQ012,Did {you/you or any family members 16 and older} receive  income in {LAST CALENDAR YEAR} from self-employment including business and  farm income? [Self-employment means you worked for yourself.],Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
3,INQ030,When answering the next questions about different kinds of  income members of your family might have received in {LAST CALENDAR YEAR}  please consider that we also want to know about family members less than 16  years old. Did {you/you or any family members living here that is: you or  NAME(S) OF OTHER NHANES FAMILY MEMBERS} receive income in {LAST CALENDAR YEAR}  from Social Security or Railroad Retirement?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
4,INQ060,Did {you/you or any family members living here} receive any  disability pension [other than Social Security or Railroad Retirement] in  {LAST CALENDAR YEAR}?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
5,INQ080,Did {you/you or any family members living here} receive  retirement or survivor pension [other than Social Security or Railroad  Retirement or disability pension] in {LAST CALENDAR YEAR}?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
6,INQ090,Did {you/you or any family members living here} receive  Supplemental Security Income [SSI] in {LAST CALENDAR YEAR}?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
7,INQ132,Did {you/you or any family members living here} receive any  cash assistance from a state or county welfare program such as {DISPLAY  SPECIFIC STATE PROGRAMS} in {LAST CALENDAR YEAR}?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
8,INQ140,Did {you/you or any family members living here} receive  interest from savings or other bank accounts or income from dividends received  from stocks or mutual funds or net rental income from property royalties  estates or trusts in {LAST CALENDAR YEAR}?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
9,INQ150,Did {you/you or any family members living here} receive  income in {LAST CALENDAR YEAR} from child support alimony contributions from  family or others VA payments workers compensation or unemployment  compensation?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
10,IND235,Monthly family income (reported as a range value in  dollars).,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
11,INDFMMPI,Family monthly poverty level index a ratio of monthly family  income to the HHS poverty guidelines specific to family size.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
12,INDFMMPC,Family monthly poverty level index categories.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
13,INQ300,Do {you/NAMES OF OTHER FAMILY/you and NAMES OF FAMILY  MEMBERS} have more than $20000 in savings at this time? Please include money  in your checking accounts.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
14,IND310,Total savings or cash assets at this time for {you/NAMES OF  OTHER FAMILY/your family}.,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
15,INQ320,Please look at this card. How do {you/you or anyone who lives  in the household} usually get to the store (or stores) where you do most of  your grocery shopping?,Both males and females 0 YEARS - 150 YEARS,,,,,,,,,,,,,
