,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,FSD032A,,,,,,,,,,,,
2,FSD032B,,,,,,,,,,,,
3,FSD032C,,,,,,,,,,,,
4,FSQBOX1,,,,,,,,,,,,
5,FSD041,,,,,,,,,,,,
6,FSD052,,,,,,,,,,,,
7,FSD061,,,,,,,,,,,,
8,FSD071,,,,,,,,,,,,
9,FSD081,,,,,,,,,,,,
10,FSQBOX2,,,,,,,,,,,,
11,FSD092,,,,,,,,,,,,
12,FSD102,,,,,,,,,,,,
13,FSQBOX3,,,,,,,,,,,,
14,FSD032D,,,,,,,,,,,,
15,FSD032E,,,,,,,,,,,,
16,FSD032F,,,,,,,,,,,,
17,FSQBOX4,,,,,,,,,,,,
18,FSD111,,,,,,,,,,,,
19,FSD122,,,,,,,,,,,,
20,FSD132,,,,,,,,,,,,
21,FSD141,,,,,,,,,,,,
22,FSD146,,,,,,,,,,,,
23,FSDHH,,,,,,,,,,,,
24,FSDAD,,,,,,,,,,,,
25,FSDCH,,,,,,,,,,,,
26,FSD151,,,,,,,,,,,,
27,FSQ165,,,,,,,,,,,,
28,FSD165N,,,,,,,,,,,,
29,FSQ012,,,,,,,,,,,,
30,FSD012N,,,,,,,,,,,,
31,FSD230,,,,,,,,,,,,
32,FSD230N,,,,,,,,,,,,
33,FSD795,,,,,,,,,,,,
34,FSD225,,,,,,,,,,,,
35,FSD235,,,,,,,,,,,,
36,FSD855,,,,,,,,,,,,
37,FSD860,,,,,,,,,,,,
38,FSQ865,,,,,,,,,,,,
39,FSQBOX5,,,,,,,,,,,,
40,FSQ162,,,,,,,,,,,,
41,FSQ760,,,,,,,,,,,,
42,FSD760N,,,,,,,,,,,,
43,FSQBOX6,,,,,,,,,,,,
44,FSQ653,,,,,,,,,,,,
45,FSD660ZC,,,,,,,,,,,,
46,FSD675,,,,,,,,,,,,
47,FSD680,,,,,,,,,,,,
48,FSD670ZC,,,,,,,,,,,,
49,FSQ690,,,,,,,,,,,,
50,FSQ695,,,,,,,,,,,,
51,FSQBOX7,,,,,,,,,,,,
52,FSD652ZW,,,,,,,,,,,,
53,FSD672ZW,,,,,,,,,,,,
54,FSD652CW,,,,,,,,,,,,
55,FSQBOX8,,,,,,,,,,,,
56,FSD660ZW,,,,,,,,,,,,
