,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTSVOC2Y,,,,,,,,,,,,
2,VTQ210,,,,,,,,,,,,
3,VTQ200A,,,,,,,,,,,,
4,VTQ231A,,,,,,,,,,,,
5,VTQ233A,,,,,,,,,,,,
6,VTQ233B,,,,,,,,,,,,
7,VTQ241A,,,,,,,,,,,,
8,VTD241B,,,,,,,,,,,,
9,VTQ244A,,,,,,,,,,,,
10,VTD244B,,,,,,,,,,,,
11,VTQ251A,,,,,,,,,,,,
12,VTD251B,,,,,,,,,,,,
13,VTQ261A,,,,,,,,,,,,
14,VTD261B,,,,,,,,,,,,
15,VTQ271A,,,,,,,,,,,,
16,VTD271B,,,,,,,,,,,,
17,VTQ281A,,,,,,,,,,,,
18,VTD281B,,,,,,,,,,,,
19,VTQ281C,,,,,,,,,,,,
20,VTD281D,,,,,,,,,,,,
21,VTQ281E,,,,,,,,,,,,
22,VTD281F,,,,,,,,,,,,
