,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Males only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
1,KIQ081,The next set of questions is about mens health including urinary and prostate problems. The prostate is a gland located just below the bladder. Do you usually have trouble starting to urinate (pass water)?,Males only 40 YEARS - 150 YEARS,,,,,,,,,,,,,
2,KIQ101,After urinating (passing water) does your bladder feel empty?,Males only 40 YEARS - 150 YEARS,,,,,,,,,,,,,
3,KIQ106,Have you ever been told by a doctor or health professional that you have any disease of the prostate? This includes an enlarged prostate.,Males only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
4,KIQ121,Have you ever been told by a doctor or health professional that you had an enlarged prostate gland?,Males only 40 YEARS - 150 YEARS,,,,,,,,,,,,,
5,KIQ141,Was it a benign enlargement - that is not cancerous also called benign prostatic hypertrophy?,Males only 40 YEARS - 150 YEARS,,,,,,,,,,,,,
6,KIQ161,How old were you when you were first told that you had benign enlargement of the prostate gland?,Males only 40 YEARS - 150 YEARS,,,,,,,,,,,,,
7,KIQ182,Was the enlargement due to cancer?,Males only 40 YEARS - 150 YEARS,,,,,,,,,,,,,
8,KIQ321,Have you ever had a blood test that your doctor told you was being used to check for prostate cancer called PSA or Prostate Specific Antigen?,Males only 40 YEARS - 150 YEARS,,,,,,,,,,,,,
9,KIQ341,Have you ever had a rectal examination? A rectal exam is when a finger is inserted in the rectum or bottom to check for problems.,Males only 40 YEARS - 150 YEARS,,,,,,,,,,,,,
10,KIQ361,Was this done to check for prostate cancer?,Males only 40 YEARS - 150 YEARS,,,,,,,,,,,,,
11,KIQ381,Was this done to check for blood in the stool?,Males only 40 YEARS - 150 YEARS,,,,,,,,,,,,,
12,KIQ400,Many men experience problems with sexual intercourse. How would you describe your ability to get and keep an erection adequate for satisfactory intercourse? Would you say that you are...,Males only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
