,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,VTD241B,,,,,,,,,,,,
2,VTD244B,,,,,,,,,,,,
3,VTD251B,,,,,,,,,,,,
4,VTD261B,,,,,,,,,,,,
5,VTD271B,,,,,,,,,,,,
6,VTD281B,,,,,,,,,,,,
7,VTD281D,,,,,,,,,,,,
8,VTD281F,,,,,,,,,,,,
9,VTQ200A,,,,,,,,,,,,
10,VTQ210,,,,,,,,,,,,
11,VTQ231A,,,,,,,,,,,,
12,VTQ233A,,,,,,,,,,,,
13,VTQ233B,,,,,,,,,,,,
14,VTQ241A,,,,,,,,,,,,
15,VTQ244A,,,,,,,,,,,,
16,VTQ251A,,,,,,,,,,,,
17,VTQ261A,,,,,,,,,,,,
18,VTQ271A,,,,,,,,,,,,
19,VTQ281A,,,,,,,,,,,,
20,VTQ281C,,,,,,,,,,,,
21,VTQ281E,,,,,,,,,,,,
22,WTSVOCPR,,,,,,,,,,,,
