,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 1 YEARS - 120 YEARS,,,,,,,,,,,,,
1,PFQ010,The next set of questions is about limitations caused by any long-term physical mental or emotional problem or illness. Please do not include temporary conditions such as a cold. Is {SP} limited in the kind or amount of play activities {he/she} can do because of a physical mental or emotional problem?,Both males and females 1 YEARS - 4 YEARS,,,,,,,,,,,,,
2,PFQ015,Is {SP} able to take part at all in the usual kinds of play activities done by most children {his/her} age?,Both males and females 1 YEARS - 4 YEARS,,,,,,,,,,,,,
3,PFQ020,{Do you/Does SP} have an impairment or health problem that limits {your/his/her} ability to {crawl walk or play} {walk run or play} {walk or run}?,Both males and females 1 YEARS - 19 YEARS,,,,,,,,,,,,,
4,PFQ030,Is this an impairment or health problem that has lasted or is expected to last 12 months or longer?,Both males and females 1 YEARS - 19 YEARS,,,,,,,,,,,,,
5,PFQ035,,Both males and females 1 YEARS - 19 YEARS,,,,,,,,,,,,,
6,PFQ040,Does {SP} receive Special Education or Early Intervention Services?,Both males and females 1 YEARS - 15 YEARS,,,,,,,,,,,,,
7,PFQ048,The next set of questions is about limitations caused by any long-term physical mental or emotional problem or illness. Please do not include temporary conditions such as a cold [or pregnancy]. Does a physical mental or emotional problem now keep {you/SP} from working at a job or business?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
8,PFQ050,{Are you/Is SP} limited in the kind or amount of work {you/s/he} can do because of a physical mental or emotional problem?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
9,PFQ055,Because of a health problem {do you/does SP} have difficulty walking without using any special equipment?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
10,PFQ056,{Are you/Is SP} limited in any way because of difficulty remembering or because {you/s/he} experience{s} periods of confusion?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
11,PFQ058,,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
12,PFQ059,{Are you/Is SP} limited in any way in any activity because of a physical mental or emotional problem?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
13,PFQ059A,,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
14,PFQ060a,The next questions ask about difficulties {you/SP} may have doing certain activities because of a health problem. By health problem we mean any long-term physical mental or emotional problem or illness {not including pregnancy}. By {yourself/himself /herself} and without using any special equipment how much difficulty {do you/does SP} have . . .managing {your/his/her} money [such as keeping track of {your/his/her} expenses or paying bills]?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
15,PFQ060b,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .walking for a quarter of a mile [that is about 2 or 3 blocks]?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
16,PFQ060c,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .walking up 10 steps without resting?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
17,PFQ060d,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .stooping crouching or kneeling?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
18,PFQ060e,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .lifting or carrying something as heavy as 10 pounds [like a sack of potatoes or rice]?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
19,PFQ060f,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .doing chores around the house [like vacuuming sweeping dusting or straightening up]?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
20,PFQ060g,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .preparing {your/his/her} own meals?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
21,PFQ060h,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .walking from one room to another on the same level?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
22,PFQ060i,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .standing up from an armless straight chair?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
23,PFQ060j,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .getting in or out of bed?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
24,PFQ060k,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .eating like holding a fork cutting food or drinking from a glass?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
25,PFQ060l,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .dressing {yourself/himself/herself} including tying shoes working zippers and doing buttons?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
26,PFQ060m,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .standing or being on {your/his/her} feet for about 2 hours?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
27,PFQ060n,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .sitting for about 2 hours?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
28,PFQ060o,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .reaching up over {your/his/her} head?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
29,PFQ060p,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .using {your/his/her} fingers to grasp or handle small objects?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
30,PFQ060q,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .going out to things like shopping movies or sporting events?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
31,PFQ060r,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .participating in social activities [visiting friends attending clubs or meetings or going to parties]?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
32,PFQ060s,By {yourself/himself/herself} and without using any special equipment how much difficulty {do you/does SP} have . . .doing things to relax at home or for leisure [reading watching TV sewing listening to music]?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
33,PFQ066,,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
34,PFD067a,What condition or health problem causes {you/SP} to have difficulty with or need help with {NAME OF UP TO 3 ACTIVITIES/these activities}?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
35,PFD067b,What condition or health problem causes {you/SP} to have difficulty with or need help with {NAME OF UP TO 3 ACTIVITIES/these activities}?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
36,PFD067c,What condition or health problem causes {you/SP} to have difficulty with or need help with {NAME OF UP TO 3 ACTIVITIES/these activities}?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
37,PFD067d,What condition or health problem causes {you/SP} to have difficulty with or need help with {NAME OF UP TO 3 ACTIVITIES/these activities}?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
38,PFD067e,What condition or health problem causes {you/SP} to have difficulty with or need help with {NAME OF UP TO 3 ACTIVITIES/these activities}?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
39,PFD069aG,How long have you had {condition 10-11 or 13-28}? How long (have/has) (you/SP) had arthritis or rheumatism?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
40,PFD069aQ,How long (have/has)(you/SP) had arthristis or rheumatism?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
41,PFD069aU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
42,PFD069bG,How long (have/has) (you/SP) had back or neck problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
43,PFD069bQ,ENTER NUMBER (OF DAYSWEEKSMONTHS OR YEARS),Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
44,PFD069bU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
45,PFQ069cG,How long (have/has) (you/SP) had cancer?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
46,PFQ069cQ,How long {have you/has SP} had cancer?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
47,PFQ069cU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
48,PFD069dG,How long (have/has) (you/SP) had depression anxiety or emotional problems (# of days)?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
49,PFD069dQ,How long {have you/has SP} had depression anxiety or emotional problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
50,PFD069dU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
51,PFQ069eG,How long (have/has) (you/SP) had other developmental problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
52,PFQ069eQ,How long {have you/has SP} had other developmental problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
53,PFQ069eU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
54,PFQ069fG,How long (have/has) (you/SP) had diabetes?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
55,PFQ069fQ,How long {have you/has SP} had diabetes?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
56,PFQ069fU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
57,PFQ069gG,How long (have/has) (you/SP) had fractures or bone or joint injury problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
58,PFQ069gQ,How long {have you/has SP} had fractures or bone or joint injury problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
59,PFQ069gU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
60,PFQ069hG,How long (have/has) (you/SP) had hearing problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
61,PFQ069hQ,How long {have you/has SP} had hearing problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
62,PFQ069hU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
63,PFD069iG,How long {have you/has SP} had heart problems?,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
64,PFD069iQ,How long {have you/has SP} had heart problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
65,PFD069iU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
66,PFD069jG,How long (have/has) (you/SP) had hypertension or high blood pressure?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
67,PFD069jQ,How long {have you/has SP} had hypertension or high blood pressure?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
68,PFD069jU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
69,PFQ069kG,How long (have/has) (you/SP) had lung or breathing problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
70,PFQ069kQ,How long {have you/has SP} had lung or breathing problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
71,PFQ069kU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
72,PFQ069lG,How long {have you/has SP} had mental retardation?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
73,PFQ069lQ,How long {have you/has SP} had mental retardation?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
74,PFQ069lU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
75,PFQ069mG,How long (have/has) (you/SP) had other injury problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
76,PFQ069mQ,How long {have you/has SP} had other injury problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
77,PFQ069mU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
78,PFQ069nG,How long (have/has) (you/SP) had senility?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
79,PFQ069nQ,How long {have you/has SP} had senility?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
80,PFQ069nU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
81,PFQ069oG,How long (have/has) (you/SP) had stroke problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
82,PFQ069oQ,How long {have you/has SP} had stroke problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
83,PFQ069oU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
84,PFD069pG,How long (have/has) (you/SP) had vision problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
85,PFD069pQ,How long {have you/has SP} had vision problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
86,PFD069pU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
87,PFD069qG,How long (have/has) (you/SP) had weight problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
88,PFD069qQ,How long {have you/has SP} had weight problems?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
89,PFD069qU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
90,PFD069rG,How long (have/has) (you/SP) had the other impairment you mentioned?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
91,PFD069rQ,How long {have you/has SP} had the other impairment you mentioned?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
92,PFD069rU,UNIT OF MEASURE,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
93,PFQ090,{Do you/Does SP} now have any health problem that requires {you/him/her} to use special equipment such as a cane a wheelchair a special bed or a special telephone?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
94,PFQ100,{Do you/Does SP} usually use any special eating utensils?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
95,PFQ110,{Do you/Does SP} usually use any aids or devices to help {you/him/her} dress [such as button hooks zipper pulls long-handled shoe horn etc.]?,Both males and females 20 YEARS - 120 YEARS,,,,,,,,,,,,,
