,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,MCQ010,,,,,,,,,,,,
2,MCQ025,,,,,,,,,,,,
3,MCQ035,,,,,,,,,,,,
4,MCQ040,,,,,,,,,,,,
5,MCQ050,,,,,,,,,,,,
6,AGQ030,,,,,,,,,,,,
7,MCQ053,,,,,,,,,,,,
8,MCQ080,,,,,,,,,,,,
9,MCQ092,,,,,,,,,,,,
10,MCD093,,,,,,,,,,,,
11,MCQ149,,,,,,,,,,,,
12,MCQ151,,,,,,,,,,,,
13,RHD018,,,,,,,,,,,,
14,MCQ160a,,,,,,,,,,,,
15,MCD180a,,,,,,,,,,,,
16,MCQ195,,,,,,,,,,,,
17,MCQ160n,,,,,,,,,,,,
18,MCD180n,,,,,,,,,,,,
19,MCQ160b,,,,,,,,,,,,
20,MCD180b,,,,,,,,,,,,
21,MCQ160c,,,,,,,,,,,,
22,MCD180c,,,,,,,,,,,,
23,MCQ160d,,,,,,,,,,,,
24,MCD180d,,,,,,,,,,,,
25,MCQ160e,,,,,,,,,,,,
26,MCD180e,,,,,,,,,,,,
27,MCQ160f,,,,,,,,,,,,
28,MCD180f,,,,,,,,,,,,
29,MCQ160m,,,,,,,,,,,,
30,MCQ170m,,,,,,,,,,,,
31,MCD180m,,,,,,,,,,,,
32,MCQ160g,,,,,,,,,,,,
33,MCD180g,,,,,,,,,,,,
34,MCQ160k,,,,,,,,,,,,
35,MCQ170k,,,,,,,,,,,,
36,MCD180k,,,,,,,,,,,,
37,MCQ160o,,,,,,,,,,,,
38,MCQ160l,,,,,,,,,,,,
39,MCQ170l,,,,,,,,,,,,
40,MCD180l,,,,,,,,,,,,
41,MCQ500,,,,,,,,,,,,
42,MCQ510a,,,,,,,,,,,,
43,MCQ510b,,,,,,,,,,,,
44,MCQ510c,,,,,,,,,,,,
45,MCQ510d,,,,,,,,,,,,
46,MCQ510e,,,,,,,,,,,,
47,MCQ510f,,,,,,,,,,,,
48,MCQ515,,,,,,,,,,,,
49,MCQ520,,,,,,,,,,,,
50,MCQ530,,,,,,,,,,,,
51,MCQ540,,,,,,,,,,,,
52,MCQ550,,,,,,,,,,,,
53,MCQ560,,,,,,,,,,,,
54,MCQ570,,,,,,,,,,,,
55,MCQ203,,,,,,,,,,,,
56,MCQ206,,,,,,,,,,,,
57,MCQ220,,,,,,,,,,,,
58,MCQ230a,,,,,,,,,,,,
59,MCD240a,,,,,,,,,,,,
60,MCQ230b,,,,,,,,,,,,
61,MCD240b,,,,,,,,,,,,
62,MCQ230c,,,,,,,,,,,,
63,MCD240c,,,,,,,,,,,,
64,MCQ230d,,,,,,,,,,,,
65,MCQ300b,,,,,,,,,,,,
66,MCQ300c,,,,,,,,,,,,
67,MCQ300a,,,,,,,,,,,,
68,MCQ366a,,,,,,,,,,,,
69,MCQ366b,,,,,,,,,,,,
70,MCQ366c,,,,,,,,,,,,
71,MCQ366d,,,,,,,,,,,,
72,MCQ371a,,,,,,,,,,,,
73,MCQ371b,,,,,,,,,,,,
74,MCQ371c,,,,,,,,,,,,
75,MCQ371d,,,,,,,,,,,,
76,OSQ230,,,,,,,,,,,,
