,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,FSD032A,,,,,,,,,,,,
2,FSD032B,,,,,,,,,,,,
3,FSD032C,,,,,,,,,,,,
4,FSQBOX1,,,,,,,,,,,,
5,FSD041,,,,,,,,,,,,
6,FSD052,,,,,,,,,,,,
7,FSD061,,,,,,,,,,,,
8,FSD071,,,,,,,,,,,,
9,FSD081,,,,,,,,,,,,
10,FSQBOX2,,,,,,,,,,,,
11,FSD092,,,,,,,,,,,,
12,FSD102,,,,,,,,,,,,
13,FSQBOX3,,,,,,,,,,,,
14,FSD032D,,,,,,,,,,,,
15,FSD032E,,,,,,,,,,,,
16,FSD032F,,,,,,,,,,,,
17,FSQBOX4,,,,,,,,,,,,
18,FSD111,,,,,,,,,,,,
19,FSD122,,,,,,,,,,,,
20,FSD132,,,,,,,,,,,,
21,FSD141,,,,,,,,,,,,
22,FSD146,,,,,,,,,,,,
23,FSDHH,,,,,,,,,,,,
24,FSDAD,,,,,,,,,,,,
25,FSDCH,,,,,,,,,,,,
26,FSD151,,,,,,,,,,,,
27,FSQBOX5,,,,,,,,,,,,
28,FSQ165,,,,,,,,,,,,
29,FSQ012,,,,,,,,,,,,
30,FSD012N,,,,,,,,,,,,
31,FSD230,,,,,,,,,,,,
32,FSD225,,,,,,,,,,,,
33,FSQ235,,,,,,,,,,,,
34,FSQBOX7,,,,,,,,,,,,
35,FSQ162,,,,,,,,,,,,
36,FSQBOX8,,,,,,,,,,,,
37,FSD650ZC,,,,,,,,,,,,
38,FSD660ZC,,,,,,,,,,,,
39,FSD675,,,,,,,,,,,,
40,FSD680,,,,,,,,,,,,
41,FSD670ZC,,,,,,,,,,,,
42,FSQ690,,,,,,,,,,,,
43,FSQ695,,,,,,,,,,,,
44,FSQBOX9,,,,,,,,,,,,
45,FSD650ZW,,,,,,,,,,,,
46,FSQBOX10,,,,,,,,,,,,
47,FSD660ZW,,,,,,,,,,,,
48,FSD670ZW,,,,,,,,,,,,
