,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
1,BHQ005,,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
2,BHQ010,Next wed like to talk to you about bowel health. Well start with accidental bowel leakage. There are four types of bowel leakage that can happen: leakage (passing) of gas leakage of mucus leakage of liquid stool and leakage of solid stool. We will ask you about leakage of each of these one at a time. How often during the past 30 days have you had any amount of accidental bowel leakage that consisted of gas? Would you say . . .,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
3,BHQ020,How often during the past 30 days have you had any amount of accidental bowel leakage that consisted of mucus?,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
4,BHQ030,How often during the past 30 days have you had any amount of accidental bowel leakage that consisted of liquid stool?,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
5,BHQ040,How often during the past 30 days have you had any amount of accidental bowel leakage that consisted of solid stool?,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
6,BHD050,How often do you usually have bowel movements?,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
7,BHQ060,Please look at this card and tell me the number that corresponds to your usual or most common stool type.,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
8,BHQ070,During the past 12 months how often have you had an urgent need to empty your bowels that makes you rush to the toilet? Would you say ...,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
9,BHQ080,During the past 12 months how often have you been constipated?,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
10,BHQ090,During the past 12 months how often have you had diarrhea?,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
11,BHQ100,In the past 30 days did you take any laxatives or stool softeners such as Ex-Lax Metamucil or Fiberall to help move your bowels?,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
12,BHQ110,How many times have you taken laxatives or stool softeners in the past 30 days? Would you say...,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
