,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
1,DED031,If after several months of not being in the sun {you/SP} then went out in the sun without sunscreen or protective clothing for a half hour which one of these would happen to {your/his/her} skin?,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
2,DEQ034A,When {you go/SP goes} outside on a very sunny day for more than one hour how often {do you/does SP} Stay in the shade?,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
3,DEQ034B,Wear a hat that shades {your/his/her} face ears and neck? Would you say . .,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
4,DEQ034C,Wear a long sleeved shirt? Would you say . . .,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
5,DEQ034D,Use sunscreen? Would you say . . .,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
6,DEQ036,What is the SPF number of the sunscreen you use most often?,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
7,DEQ038G,How many times in the past year {have you/has SP} had a sunburn?,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
8,DED038Q,How many times in the past year {have you/has SP} had a sunburn?,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
9,DEQ053,(Have you/ Has SP) ever been told by a health care provider that (you/he/she) had psoriasis (sore-eye-asis)?,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
10,DEQ055,On a scale of 1 to 10 how much of a problem has (your/his/her) psoriasis been in (your/his/her) everyday life where 1 means no problem at all and 10 means a very large problem.,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
11,DEQ057,(Do you/Does SP) currently have....,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
