,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,HEQ010,,,,,,,,,,,,
1,HEQ020,,,,,,,,,,,,
2,HEQ030,,,,,,,,,,,,
3,HEQ040,,,,,,,,,,,,
4,SEQN,,,,,,,,,,,,
