,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,SMQ020,,,,,,,,,,,,
2,SMD030,,,,,,,,,,,,
3,SMQ040,,,,,,,,,,,,
4,SMQ050Q,,,,,,,,,,,,
5,SMQ050U,,,,,,,,,,,,
6,SMD055,,,,,,,,,,,,
7,SMD057,,,,,,,,,,,,
8,SMD070,,,,,,,,,,,,
9,SMD075,,,,,,,,,,,,
10,SMQ077,,,,,,,,,,,,
11,SMD641,,,,,,,,,,,,
12,SMD650,,,,,,,,,,,,
13,SMD093,,,,,,,,,,,,
14,SMDUPCA,,,,,,,,,,,,
15,SMD100BR,,,,,,,,,,,,
16,SMD100FL,,,,,,,,,,,,
17,SMD100MN,,,,,,,,,,,,
18,SMD100LN,,,,,,,,,,,,
19,SMD100TR,,,,,,,,,,,,
20,SMD100NI,,,,,,,,,,,,
21,SMD100CO,,,,,,,,,,,,
22,SMQ620,,,,,,,,,,,,
23,SMD630,,,,,,,,,,,,
24,SMQ660,,,,,,,,,,,,
25,SMQ664M,,,,,,,,,,,,
26,SMQ664C,,,,,,,,,,,,
27,SMQ664W,,,,,,,,,,,,
28,SMQ664B,,,,,,,,,,,,
29,SMQ664O,,,,,,,,,,,,
30,SMQ666M,,,,,,,,,,,,
31,SMQ666C,,,,,,,,,,,,
32,SMQ666K,,,,,,,,,,,,
33,SMQ666W,,,,,,,,,,,,
34,SMQ666B,,,,,,,,,,,,
35,SMQ666S,,,,,,,,,,,,
36,SMQ666O,,,,,,,,,,,,
37,SMQ670,,,,,,,,,,,,
38,SMAQUEX2,,,,,,,,,,,,
