,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,SMQ680,,,,,,,,,,,,
2,SMQ690A,,,,,,,,,,,,
3,SMQ690B,,,,,,,,,,,,
4,SMQ690C,,,,,,,,,,,,
5,SMQ690D,,,,,,,,,,,,
6,SMQ690E,,,,,,,,,,,,
7,SMQ690F,,,,,,,,,,,,
8,SMQ700,,,,,,,,,,,,
9,SMQ710,,,,,,,,,,,,
10,SMQ720,,,,,,,,,,,,
11,SMQ725,,,,,,,,,,,,
12,SMQ740,,,,,,,,,,,,
13,SMQ750,,,,,,,,,,,,
14,SMQ755,,,,,,,,,,,,
15,SMQ770,,,,,,,,,,,,
16,SMQ780,,,,,,,,,,,,
17,SMQ785,,,,,,,,,,,,
18,SMQ800,,,,,,,,,,,,
19,SMQ815,,,,,,,,,,,,
20,SMQ817,,,,,,,,,,,,
21,SMQ819,,,,,,,,,,,,
22,SMQ830,,,,,,,,,,,,
23,SMQ840,,,,,,,,,,,,
24,SMAQUEX,,,,,,,,,,,,
