,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,PFQ020,,,,,,,,,,,,
2,PFQ030,,,,,,,,,,,,
3,PFQ032,,,,,,,,,,,,
4,PFQ033,,,,,,,,,,,,
5,PFQ035A,,,,,,,,,,,,
6,PFQ041,,,,,,,,,,,,
7,PFQ049,,,,,,,,,,,,
8,PFQ051,,,,,,,,,,,,
9,PFQ054,,,,,,,,,,,,
10,PFQ057,,,,,,,,,,,,
11,PFQ058,,,,,,,,,,,,
12,PFQ059,,,,,,,,,,,,
13,PFQ059A,,,,,,,,,,,,
14,PFQ061A,,,,,,,,,,,,
15,PFQ061B,,,,,,,,,,,,
16,PFQ061C,,,,,,,,,,,,
17,PFQ061D,,,,,,,,,,,,
18,PFQ061E,,,,,,,,,,,,
19,PFQ061F,,,,,,,,,,,,
20,PFQ061G,,,,,,,,,,,,
21,PFQ061H,,,,,,,,,,,,
22,PFQ061I,,,,,,,,,,,,
23,PFQ061J,,,,,,,,,,,,
24,PFQ061K,,,,,,,,,,,,
25,PFQ061L,,,,,,,,,,,,
26,PFQ061M,,,,,,,,,,,,
27,PFQ061N,,,,,,,,,,,,
28,PFQ061O,,,,,,,,,,,,
29,PFQ061P,,,,,,,,,,,,
30,PFQ061Q,,,,,,,,,,,,
31,PFQ061R,,,,,,,,,,,,
32,PFQ061S,,,,,,,,,,,,
33,PFQ061T,,,,,,,,,,,,
34,PFQ066A,,,,,,,,,,,,
35,PFQ063A,,,,,,,,,,,,
36,PFQ063B,,,,,,,,,,,,
37,PFQ063C,,,,,,,,,,,,
38,PFQ063D,,,,,,,,,,,,
39,PFQ063E,,,,,,,,,,,,
40,PFQ090,,,,,,,,,,,,
