,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
1,ACQ005,,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
2,ACD010A,What language(s) {do you/does SP} usually speak at home?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
3,ACD010B,What language(s) {do you/does SP} usually speak at home?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
4,ACD010C,What language(s) {do you/does SP} usually speak at home?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
5,ACQ015,,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
6,ACQ020,The next questions are about language. In general what language(s) {do you/does SP} read and speak. Would you say . . .,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
7,ACQ030,What was the language(s) {you/SP} used as a child? Would you say...,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
8,ACD040,What language(s) {do you/does SP} usually speak at home? Would you say...,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
9,ACQ050,In which language(s) {do you/does SP} usually think? Would you say...,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
10,ACQ060,What language(s) {do you/does SP} usually speak with {your/his/her} friends? Would you say...,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
11,ACD070,In what country was {your/SPs} father born?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
12,ACD080,In what country was {your/SPs} mother born?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
