,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTSVOC2Y,,,,,,,,,,,,
2,VTQ210,,,,,,,,,,,,
3,VTQ220,,,,,,,,,,,,
4,VTQ200A,,,,,,,,,,,,
5,VTQ231A,,,,,,,,,,,,
6,VTQ233A,,,,,,,,,,,,
7,VTQ233B,,,,,,,,,,,,
8,VTQ241A,,,,,,,,,,,,
9,VTD241B,,,,,,,,,,,,
10,VTQ244A,,,,,,,,,,,,
11,VTD244B,,,,,,,,,,,,
12,VTQ251A,,,,,,,,,,,,
13,VTD251B,,,,,,,,,,,,
14,VTQ261A,,,,,,,,,,,,
15,VTD261B,,,,,,,,,,,,
16,VTQ271A,,,,,,,,,,,,
17,VTD271B,,,,,,,,,,,,
18,VTQ281A,,,,,,,,,,,,
19,VTD281B,,,,,,,,,,,,
20,VTQ281C,,,,,,,,,,,,
21,VTD281D,,,,,,,,,,,,
22,VTQ281E,,,,,,,,,,,,
23,VTD281F,,,,,,,,,,,,
