,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,DIQ010,,,,,,,,,,,,
2,DIQ040G,,,,,,,,,,,,
3,DIQ040Q,,,,,,,,,,,,
4,DIQ050,,,,,,,,,,,,
5,DIQ060G,,,,,,,,,,,,
6,DIQ060Q,,,,,,,,,,,,
7,DIQ060U,,,,,,,,,,,,
8,DIQ065,,,,,,,,,,,,
9,DIQ070,,,,,,,,,,,,
10,DIQ075,,,,,,,,,,,,
11,DIQ080,,,,,,,,,,,,
12,DIQ085,,,,,,,,,,,,
13,DIQ090,,,,,,,,,,,,
14,DIQ100,,,,,,,,,,,,
15,DIQ110,,,,,,,,,,,,
16,DIQ120,,,,,,,,,,,,
17,DIQ130,,,,,,,,,,,,
18,DIQ140,,,,,,,,,,,,
19,DIQ150,,,,,,,,,,,,
