,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTSVOC2Y,,,,,,,,,,,,
2,VTQ210,,,,,,,,,,,,
3,VTQ220,,,,,,,,,,,,
4,VTQ200A,,,,,,,,,,,,
5,VTQ230A,,,,,,,,,,,,
6,VTQ230B,,,,,,,,,,,,
7,VTQ240A,,,,,,,,,,,,
8,VTQ240B,,,,,,,,,,,,
9,VTQ250A,,,,,,,,,,,,
10,VTQ250B,,,,,,,,,,,,
11,VTQ260A,,,,,,,,,,,,
12,VTQ260B,,,,,,,,,,,,
13,VTQ270A,,,,,,,,,,,,
14,VTQ270B,,,,,,,,,,,,
15,VTQ280A,,,,,,,,,,,,
16,VTQ280B,,,,,,,,,,,,
17,VTQ280C,,,,,,,,,,,,
18,VTQ280D,,,,,,,,,,,,
19,VTQ280E,,,,,,,,,,,,
20,VTQ280F,,,,,,,,,,,,
21,VTQ280G,,,,,,,,,,,,
