,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,BPQ010,,,,,,,,,,,,
2,BPQ020,,,,,,,,,,,,
3,BPQ030,,,,,,,,,,,,
4,BPQ040A,,,,,,,,,,,,
5,BPQ040B,,,,,,,,,,,,
6,BPQ040C,,,,,,,,,,,,
7,BPQ040D,,,,,,,,,,,,
8,BPQ040E,,,,,,,,,,,,
9,BPQ040F,,,,,,,,,,,,
10,BPQ042,,,,,,,,,,,,
11,BPQ043A,,,,,,,,,,,,
12,BPQ043B,,,,,,,,,,,,
13,BPQ043C,,,,,,,,,,,,
14,BPQ043D,,,,,,,,,,,,
15,BPQ045,,,,,,,,,,,,
16,BPQ050A,,,,,,,,,,,,
17,BPQ050B,,,,,,,,,,,,
18,BPQ050C,,,,,,,,,,,,
19,BPQ050D,,,,,,,,,,,,
20,BPQ050E,,,,,,,,,,,,
21,BPQ055,,,,,,,,,,,,
22,BPQ060,,,,,,,,,,,,
23,BPQ070,,,,,,,,,,,,
24,BPQ080,,,,,,,,,,,,
25,BPQ090A,,,,,,,,,,,,
26,BPQ090B,,,,,,,,,,,,
27,BPQ090C,,,,,,,,,,,,
28,BPQ090D,,,,,,,,,,,,
29,BPQ095,,,,,,,,,,,,
30,BPQ100A,,,,,,,,,,,,
31,BPQ100B,,,,,,,,,,,,
32,BPQ100C,,,,,,,,,,,,
33,BPQ100D,,,,,,,,,,,,
34,BPD110A,,,,,,,,,,,,
35,BPD110B,,,,,,,,,,,,
36,BPD110C,,,,,,,,,,,,
37,BPQ115,,,,,,,,,,,,
38,BPQ117,,,,,,,,,,,,
39,BPD120,,,,,,,,,,,,
40,BPQ125,,,,,,,,,,,,
41,BPD130,,,,,,,,,,,,
42,BPQ135,,,,,,,,,,,,
43,BPD140,,,,,,,,,,,,
