,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,MCQ010,,,,,,,,,,,,
2,MCQ025,,,,,,,,,,,,
3,MCQ035,,,,,,,,,,,,
4,MCQ040,,,,,,,,,,,,
5,MCQ050,,,,,,,,,,,,
6,AGQ030,,,,,,,,,,,,
7,MCQ053,,,,,,,,,,,,
8,MCQ070,,,,,,,,,,,,
9,MCQ075,,,,,,,,,,,,
10,MCQ080,,,,,,,,,,,,
11,MCQ082,,,,,,,,,,,,
12,MCQ084,,,,,,,,,,,,
13,MCQ086,,,,,,,,,,,,
14,MCQ092,,,,,,,,,,,,
15,MCD093,,,,,,,,,,,,
16,MCQ149,,,,,,,,,,,,
17,MCQ151,,,,,,,,,,,,
18,MCQ160a,,,,,,,,,,,,
19,MCQ180a,,,,,,,,,,,,
20,MCQ195,,,,,,,,,,,,
21,MCQ160n,,,,,,,,,,,,
22,MCQ180n,,,,,,,,,,,,
23,MCQ160b,,,,,,,,,,,,
24,MCQ180b,,,,,,,,,,,,
25,MCQ160c,,,,,,,,,,,,
26,MCQ180c,,,,,,,,,,,,
27,MCQ160d,,,,,,,,,,,,
28,MCQ180d,,,,,,,,,,,,
29,MCQ160e,,,,,,,,,,,,
30,MCQ180e,,,,,,,,,,,,
31,MCQ160f,,,,,,,,,,,,
32,MCQ180f,,,,,,,,,,,,
33,MCQ160g,,,,,,,,,,,,
34,MCQ180g,,,,,,,,,,,,
35,MCQ160m,,,,,,,,,,,,
36,MCQ170m,,,,,,,,,,,,
37,MCQ180m,,,,,,,,,,,,
38,MCQ160k,,,,,,,,,,,,
39,MCQ170k,,,,,,,,,,,,
40,MCQ180k,,,,,,,,,,,,
41,MCQ160l,,,,,,,,,,,,
42,MCQ170l,,,,,,,,,,,,
43,MCQ180l,,,,,,,,,,,,
44,MCQ160o,,,,,,,,,,,,
45,MCQ203,,,,,,,,,,,,
46,MCQ206,,,,,,,,,,,,
47,MCQ220,,,,,,,,,,,,
48,MCQ230a,,,,,,,,,,,,
49,MCQ230b,,,,,,,,,,,,
50,MCQ230c,,,,,,,,,,,,
51,MCQ230d,,,,,,,,,,,,
52,MCQ240a,,,,,,,,,,,,
53,MCQ240aa,,,,,,,,,,,,
54,MCQ240b,,,,,,,,,,,,
55,MCQ240bb,,,,,,,,,,,,
56,MCQ240c,,,,,,,,,,,,
57,MCQ240cc,,,,,,,,,,,,
58,MCQ240d,,,,,,,,,,,,
59,MCQ240dd,,,,,,,,,,,,
60,MCQ240dk,,,,,,,,,,,,
61,MCQ240e,,,,,,,,,,,,
62,MCQ240f,,,,,,,,,,,,
63,MCQ240g,,,,,,,,,,,,
64,MCQ240h,,,,,,,,,,,,
65,MCQ240i,,,,,,,,,,,,
66,MCQ240j,,,,,,,,,,,,
67,MCQ240k,,,,,,,,,,,,
68,MCQ240l,,,,,,,,,,,,
69,MCQ240m,,,,,,,,,,,,
70,MCQ240n,,,,,,,,,,,,
71,MCQ240o,,,,,,,,,,,,
72,MCQ240p,,,,,,,,,,,,
73,MCQ240q,,,,,,,,,,,,
74,MCQ240r,,,,,,,,,,,,
75,MCQ240s,,,,,,,,,,,,
76,MCQ240t,,,,,,,,,,,,
77,MCQ240u,,,,,,,,,,,,
78,MCQ240v,,,,,,,,,,,,
79,MCQ240w,,,,,,,,,,,,
80,MCQ240x,,,,,,,,,,,,
81,MCQ240y,,,,,,,,,,,,
82,MCQ240z,,,,,,,,,,,,
83,MCQ300a,,,,,,,,,,,,
84,MCQ300b,,,,,,,,,,,,
85,MCQ300c,,,,,,,,,,,,
86,MCQ365a,,,,,,,,,,,,
87,MCQ365b,,,,,,,,,,,,
88,MCQ365c,,,,,,,,,,,,
89,MCQ365d,,,,,,,,,,,,
90,MCQ370a,,,,,,,,,,,,
91,MCQ370b,,,,,,,,,,,,
92,MCQ370c,,,,,,,,,,,,
93,MCQ370d,,,,,,,,,,,,
94,MCQ380,,,,,,,,,,,,
