,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WHD010,,,,,,,,,,,,
2,WHD020,,,,,,,,,,,,
3,WHD050,,,,,,,,,,,,
4,WHD080A,,,,,,,,,,,,
5,WHD080B,,,,,,,,,,,,
6,WHD080C,,,,,,,,,,,,
7,WHD080D,,,,,,,,,,,,
8,WHD080E,,,,,,,,,,,,
9,WHD080F,,,,,,,,,,,,
10,WHD080G,,,,,,,,,,,,
11,WHD080H,,,,,,,,,,,,
12,WHD080I,,,,,,,,,,,,
13,WHD080J,,,,,,,,,,,,
14,WHD080K,,,,,,,,,,,,
15,WHD080L,,,,,,,,,,,,
16,WHD080M,,,,,,,,,,,,
17,WHD080N,,,,,,,,,,,,
18,WHD080O,,,,,,,,,,,,
19,WHD080P,,,,,,,,,,,,
20,WHD080Q,,,,,,,,,,,,
21,WHD080R,,,,,,,,,,,,
22,WHD080S,,,,,,,,,,,,
23,WHD080T,,,,,,,,,,,,
24,WHD080U,,,,,,,,,,,,
25,WHD110,,,,,,,,,,,,
26,WHD120,,,,,,,,,,,,
27,WHD130,,,,,,,,,,,,
28,WHD140,,,,,,,,,,,,
29,WHQ030,,,,,,,,,,,,
30,WHQ040,,,,,,,,,,,,
31,WHQ060,,,,,,,,,,,,
32,WHQ070,,,,,,,,,,,,
33,WHQ150,,,,,,,,,,,,
34,WHQ225,,,,,,,,,,,,
