,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
1,SMQ620,The following questions are about cigarette smoking and other tobacco use. Have you ever tried cigarette smoking even 1 or 2 puffs?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
2,SMD630,How old were you when you smoked a whole cigarette for the first time?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
3,SMQ640,During the past 30 days on how many days did you smoke cigarettes?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
4,SMQ650,During the past 30 days on the days that you smoked how many cigarettes did you smoke per day?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
5,SMQ660,During the past 30 days on the days that you smoked which brand of cigarettes did you usually smoke?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
6,SMQ664B,{Were/Was} the Benson and Hedges cigarettes menthol or non-menthol?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
7,SMQ664C,{Were/Was} the Camel cigarettes menthol or non-menthol?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
8,SMQ664M,{Were/Was} the Marlboro cigarettes menthol or non-menthol?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
9,SMQ664O,{Were/Was} the other brand cigarettes menthol or non-menthol?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
10,SMQ664W,{Were/Was} the Winston cigarettes menthol or non-menthol?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
11,SMQ666B,{Were/Was} the Benson and Hedges cigarettes regulars lights or ultra-lights?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
12,SMQ666C,{Were/Was} the Camel cigarettes regulars lights or ultra-lights?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
13,SMQ666K,{Were/Was} the Kool cigarettes regulars lights or ultra-lights?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
14,SMQ666M,{Were/Was} the Marlboro cigarettes regulars lights or ultra-lights?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
15,SMQ666N,{Were/Was} the Newport cigarettes regulars lights or ultra-lights?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
16,SMQ666O,{Were/Was} the other brand cigarettes regulars lights or ultra-lights?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
17,SMQ666S,{Were/Was} the Salem cigarettes regulars lights or ultra-lights?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
18,SMQ666W,{Were/Was} the Winston cigarettes regulars lights or ultra-lights?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
19,SMQ670,During the past 12 months have you stopped smoking for one day or longer because you were trying to quit smoking?,Both males and females 12 YEARS - 19 YEARS,,,,,,,,,,,,,
20,SMD680,The following questions ask about use of tobacco or nicotine products in the past 5 days. During the past 5 days did {you/he/she} use any product containing nicotine including cigarettes pipes cigars chewing tobacco snuff nicotine patches nicotine gum orany other product containing nicotine?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
21,SMD690A,Which of these products did {you/he/she} use?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
22,SMD690B,Which of these products did {you/he/she} use?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
23,SMD690C,Which of these products did {you/he/she} use?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
24,SMD690D,Which of these products did {you/he/she} use?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
25,SMQ690E,Which of these products did {you/he/she} use?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
26,SMD690F,Which of these products did {you/he/she} use?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
27,SMD710,During the past 5 days {including today} on how many days did {you/he/she} smoke cigarettes?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
28,SMD720,During the past 5 days on the days {you/he/she} smoked how many cigarettes did {you/he/she} smoke each day?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
29,SMQ725,When did {you/he/she} smoke {your/his/her} last cigarette? Was it...,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
30,SMD740,During the past 5 days (including today) on how many days did {you/he/she} smoke a pipe?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
31,SMD750,During the past 5 days on the days did {you/he/she} smoked a pipe how many pipes did {you/he/she} smoke each day?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
32,SMQ755,When did {you/he/she} smoke {your/his/her} last pipe? Was it...,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
33,SMD770,During the past 5 days (including today) on how many days did {you/he/she} smoke cigars?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
34,SMD780,During the past 5 days on the days {you/he/she} smoked cigars how many cigars did {you/he/she} smoke each day?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
35,SMQ785,When did {you/he/she} smoke {your/his/her} last cigar? Was it...,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
36,SMD800,During the past 5 days (including today) on how many days did {you/he/she} use chewing tobacco such as Redman Levi Garrett or Beechnut?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
37,SMQ815,When did {you/he/she} last use chewing tobacco? Was it...,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
38,SMQ817,During the past 5 days {including today} on how many days did {you/he/she} use snuff such as Skoal Skoal Bandits or Copenhagen?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
39,SMQ819,When did {you/he/she} last use snuff? Was it...,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
40,SMD830,During the past 5 days (including today) on how many days did {you/he/she} use any product containing nicotine to help {you/he/she} stop smoking? Include nicotine patches gum or any other product containing nicotine.,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
41,SMQ840,When did {you/he/she} last use a product containing nicotine? Was it...,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
42,SMAQUEX,Questionnaire source flag for weighting.,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
