,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,DBQ010,,,,,,,,,,,,
2,DBD030,,,,,,,,,,,,
3,DBD041,,,,,,,,,,,,
4,DBD050,,,,,,,,,,,,
5,DBD055,,,,,,,,,,,,
6,DBD061,,,,,,,,,,,,
7,DBQ073A,,,,,,,,,,,,
8,DBQ073B,,,,,,,,,,,,
9,DBQ073C,,,,,,,,,,,,
10,DBQ073D,,,,,,,,,,,,
11,DBQ073E,,,,,,,,,,,,
12,DBQ073U,,,,,,,,,,,,
13,DBD085,,,,,,,,,,,,
14,DBQ700,,,,,,,,,,,,
15,DBQ197,,,,,,,,,,,,
16,DBQ223A,,,,,,,,,,,,
17,DBQ223B,,,,,,,,,,,,
18,DBQ223C,,,,,,,,,,,,
19,DBQ223D,,,,,,,,,,,,
20,DBQ223E,,,,,,,,,,,,
21,DBQ223U,,,,,,,,,,,,
22,DBD225,,,,,,,,,,,,
23,DBQ229,,,,,,,,,,,,
24,DBQ235A,,,,,,,,,,,,
25,DBQ235B,,,,,,,,,,,,
26,DBQ235C,,,,,,,,,,,,
27,DBD265a,,,,,,,,,,,,
28,DBQ301,,,,,,,,,,,,
29,DBQ330,,,,,,,,,,,,
30,DBD355,,,,,,,,,,,,
31,DBQ360,,,,,,,,,,,,
32,DBQ370,,,,,,,,,,,,
33,DBD381,,,,,,,,,,,,
34,DBQ390,,,,,,,,,,,,
35,DBQ400,,,,,,,,,,,,
36,DBD411,,,,,,,,,,,,
37,DBQ421,,,,,,,,,,,,
38,DBQ422,,,,,,,,,,,,
39,DBQ424,,,,,,,,,,,,
40,DBD895,,,,,,,,,,,,
41,DBD900,,,,,,,,,,,,
42,DBD905,,,,,,,,,,,,
43,DBD910,,,,,,,,,,,,
44,DBQ915,,,,,,,,,,,,
45,DBQ920,,,,,,,,,,,,
46,DBQ925a,,,,,,,,,,,,
47,DBQ925b,,,,,,,,,,,,
48,DBQ925c,,,,,,,,,,,,
49,DBQ925d,,,,,,,,,,,,
50,DBQ925e,,,,,,,,,,,,
51,DBQ925f,,,,,,,,,,,,
52,DBQ925g,,,,,,,,,,,,
53,DBQ925h,,,,,,,,,,,,
54,DBQ925i,,,,,,,,,,,,
55,DBQ925j,,,,,,,,,,,,
56,DBQ715a,,,,,,,,,,,,
57,DBQ930,,,,,,,,,,,,
58,DBQ935,,,,,,,,,,,,
59,DBQ940,,,,,,,,,,,,
60,DBQ945,,,,,,,,,,,,
