,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,HIQ011,,,,,,,,,,,,
2,HIQ031A,,,,,,,,,,,,
3,HIQ031B,,,,,,,,,,,,
4,HIQ031C,,,,,,,,,,,,
5,HIQ031D,,,,,,,,,,,,
6,HIQ031E,,,,,,,,,,,,
7,HIQ031F,,,,,,,,,,,,
8,HIQ031G,,,,,,,,,,,,
9,HIQ031H,,,,,,,,,,,,
10,HIQ031I,,,,,,,,,,,,
11,HIQ031J,,,,,,,,,,,,
12,HIQ031AA,,,,,,,,,,,,
13,HIQ065,,,,,,,,,,,,
14,HIQ259,,,,,,,,,,,,
15,HIQ260,,,,,,,,,,,,
16,HIQ105,,,,,,,,,,,,
17,HIQ269,,,,,,,,,,,,
18,HIQ270,,,,,,,,,,,,
19,HIQ210,,,,,,,,,,,,
