,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,OCD150,,,,,,,,,,,,
2,OCQ180,,,,,,,,,,,,
3,OCQ200,,,,,,,,,,,,
4,OCQ210,,,,,,,,,,,,
5,OCD231,,,,,,,,,,,,
6,OCD241,,,,,,,,,,,,
7,OCQ260,,,,,,,,,,,,
8,OCD270,,,,,,,,,,,,
9,OCQ275,,,,,,,,,,,,
10,OCQ380,,,,,,,,,,,,
11,OCD390G,,,,,,,,,,,,
12,OCD391,,,,,,,,,,,,
13,OCD392,,,,,,,,,,,,
14,OCD395,,,,,,,,,,,,
15,OCQ500,,,,,,,,,,,,
16,OCQ510,,,,,,,,,,,,
17,OCQ520,,,,,,,,,,,,
18,OCQ530,,,,,,,,,,,,
19,OCQ540,,,,,,,,,,,,
20,OCQ550,,,,,,,,,,,,
21,OCQ560,,,,,,,,,,,,
22,OCQ570,,,,,,,,,,,,
23,OCQ580,,,,,,,,,,,,
