,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,RHD018,Derived from RHQ018 - In what month did {you/SP} have {your/her} first menstrual period?,Females only 12 YEARS - 19 YEARS,,,,,,,,,,,,,
1,RHD043,What is the reason that {you have/SP has} not had a period in the past 12 months?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
2,RHD143,{Are you/Is SP} pregnant now?,Females only 20 YEARS - 44 YEARS,,,,,,,,,,,,,
3,RHD167,How many deliveries {have you/has SP} had? (Please count all vaginal and Cesarean deliveries and count stillbirths as well as live births.),Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
4,RHD180,How old {were you/was SP} at the time of {your/her} first live birth?,Females only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
5,RHD190,How old were you at the time of your last live birth?,Females only 20 YEARS - 59 YEARS,,,,,,,,,,,,,
6,RHD280,{Have you/Has SP} had a hysterectomy that is surgery to remove {your/her} uterus or womb?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
7,RHQ010,The next series of questions are about {your/SPs} reproductive history. I will begin by asking about {your/SPs} periods or menstrual cycles. How old {were you/was SP} when {you/SP} had {your/her} first menstrual period?,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
8,RHQ020,{Were you/Was SP}...,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
9,RHQ031,{Have you/Has SP} had at least one menstrual period in the past 12 months? (Please do not include bleedings caused by medical conditions hormone therapy or surgeries.),Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
10,RHQ060,About how old {were you/was SP} when {you/SP} had {your/her} last menstrual period?,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
11,RHQ070,{Were you/Was SP}...,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
12,RHQ074,The next questions are about {your/SPs} pregnancy history. {Have you/Has SP} ever attempted to become pregnant over a period of at least a year without becoming pregnant?,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
13,RHQ076,{Have you/Has SP} ever been to a doctor or other medical provider because {you have/she has} been unable to become pregnant?,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
14,RHQ078,{Have you/Has SP} ever been treated for an infection in {your/her} fallopian tubes uterus or ovaries also called a pelvic infection pelvic inflammatory disease or PID?,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
15,RHQ131,The next questions are about {your/SPs} pregnancy history. {Have you/Has SP ever been pregnant? Please include (current pregnancy) live births miscarriages stillbirths tubal pregnancies and abortions.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
16,RHQ160,How many times {have you/has SP} been pregnant? ({Again be/Be} sure to count all {your/her} pregnancies including (current pregnancy) live births miscarriages stillbirths tubal pregnancies or abortions.),Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
17,RHQ162,During {any/your/SPs} pregnancy {were you/was SP} ever told by a doctor or other health professional that {you/she} had diabetes sugar diabetes or gestational diabetes? Please do not include diabetes that {you/SP} may have known about before the pregnancy.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
18,RHQ171,How many of {your/her} deliveries resulted {Did {your/her} delivery result} in a live birth?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
19,RHQ172,{Did {your/SPs} delivery/Did any of {your/SPs} deliveries} result in a baby that weighed 9 pounds (4082 g) or more at birth? (Please count stillbirths as well as live births.),Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
20,RHQ197,How many months ago did {you/SP} have {your/her} baby?,Females only 20 YEARS - 44 YEARS,,,,,,,,,,,,,
21,RHQ200,{Are you/Is SP} now breast feeding a child?,Females only 20 YEARS - 44 YEARS,,,,,,,,,,,,,
22,RHQ305,{Have you/Has SP} had both of {your/her} ovaries removed (either when {you/she} had {your/her} uterus removed or at another time)?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
23,RHQ332,How old {were you/was SP} when {you/she} had {your/her} ovaries removed or last ovary removed if removed at different times?,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
24,RHQ540,{Have you/Has SP} ever used female hormones such as estrogen and progesterone? Please include any forms of female hormones such as pills cream patch and injectables but do not include birth control methods or use for infertility.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
25,RHQ542A,Which forms of female hormones {have you/has SP} used.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
26,RHQ542B,Which forms of female hormones {have you/has SP} used.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
27,RHQ542C,Which forms of female hormones {have you/has SP} used.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
28,RHQ542D,Which forms of female hormones {have you/has SP} used.,Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
29,RHQ554,{Have you/Has SP} ever taken female hormone pills containing estrogen only (like Premarin)? (Do not include birth control pills.),Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
30,RHQ570,{Have you/Has SP} taken female hormone pills containing both estrogen and progestin (like Prempro Premphase)? (Do not include birth control pills.),Females only 20 YEARS - 150 YEARS,,,,,,,,,,,,,
31,SEQN,Respondent sequence number.,Females only 12 YEARS - 150 YEARS,,,,,,,,,,,,,
