,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,CBQ502,,,,,,,,,,,,
2,CBQ503,,,,,,,,,,,,
3,CBQ505,,,,,,,,,,,,
4,CBQ510,,,,,,,,,,,,
5,CBQ515,,,,,,,,,,,,
6,CBQ520,,,,,,,,,,,,
7,CBQ525,,,,,,,,,,,,
8,CBQ530,,,,,,,,,,,,
9,CBQ535,,,,,,,,,,,,
10,CBQ540,,,,,,,,,,,,
11,CBQ545,,,,,,,,,,,,
12,CBQ550,,,,,,,,,,,,
13,CBQ555,,,,,,,,,,,,
14,CBQ560,,,,,,,,,,,,
15,CBQ565,,,,,,,,,,,,
16,CBQ570,,,,,,,,,,,,
17,CBQ575,,,,,,,,,,,,
18,CBQ580,,,,,,,,,,,,
19,CBQ585,,,,,,,,,,,,
20,CBQ590,,,,,,,,,,,,
21,CBQ595,,,,,,,,,,,,
22,CBQ600,,,,,,,,,,,,
23,CBQ605,,,,,,,,,,,,
24,CBQ610,,,,,,,,,,,,
25,CBD620,,,,,,,,,,,,
26,CBD625,,,,,,,,,,,,
27,CBD630,,,,,,,,,,,,
28,CBD635,,,,,,,,,,,,
29,CBD637,,,,,,,,,,,,
30,CBD640,,,,,,,,,,,,
31,CBQ645,,,,,,,,,,,,
32,DBQ890,,,,,,,,,,,,
33,CBQ655,,,,,,,,,,,,
34,CBQ660,,,,,,,,,,,,
35,CBQ665,,,,,,,,,,,,
36,CBQ670,,,,,,,,,,,,
37,CBQ675,,,,,,,,,,,,
38,CBQ680,,,,,,,,,,,,
39,CBQ700,,,,,,,,,,,,
40,DBQ780,,,,,,,,,,,,
41,DBQ750,,,,,,,,,,,,
42,DBQ760,,,,,,,,,,,,
43,DBQ770,,,,,,,,,,,,
44,CBQ685,,,,,,,,,,,,
45,CBD707,,,,,,,,,,,,
46,CBD710,,,,,,,,,,,,
47,CBD715,,,,,,,,,,,,
48,CBD720,,,,,,,,,,,,
49,CBD725,,,,,,,,,,,,
50,CBD730,,,,,,,,,,,,
51,CBD735,,,,,,,,,,,,
52,CBQ738a,,,,,,,,,,,,
53,CBQ738b,,,,,,,,,,,,
54,CBQ738c,,,,,,,,,,,,
55,CBQ738d,,,,,,,,,,,,
56,CBQ738e,,,,,,,,,,,,
57,CBQ738f,,,,,,,,,,,,
58,CBQ738g,,,,,,,,,,,,
59,CBQ738h,,,,,,,,,,,,
60,CBQ738i,,,,,,,,,,,,
61,CBQ738j,,,,,,,,,,,,
62,CBQ738k,,,,,,,,,,,,
63,CBQ738cd,,,,,,,,,,,,
64,CBD751,,,,,,,,,,,,
65,CBQ698a,,,,,,,,,,,,
66,CBQ698b,,,,,,,,,,,,
67,CBQ698c,,,,,,,,,,,,
68,CBQ698d,,,,,,,,,,,,
69,CBQ698e,,,,,,,,,,,,
70,CBQ698f,,,,,,,,,,,,
71,CBQ698g,,,,,,,,,,,,
72,CBQ698h,,,,,,,,,,,,
73,CBQ698i,,,,,,,,,,,,
74,CBQ698cd,,,,,,,,,,,,
75,CBQ695a,,,,,,,,,,,,
76,CBQ695b,,,,,,,,,,,,
77,CBQ695c,,,,,,,,,,,,
78,CBD740,,,,,,,,,,,,
79,CBQ790,,,,,,,,,,,,
80,CBQ795,,,,,,,,,,,,
81,CBQ800,,,,,,,,,,,,
82,CBQ805,,,,,,,,,,,,
83,CBQ810,,,,,,,,,,,,
84,CBQ815,,,,,,,,,,,,
85,CBQ820,,,,,,,,,,,,
86,CBQ825,,,,,,,,,,,,
87,CBQ785,,,,,,,,,,,,
88,WTDRD1,,,,,,,,,,,,
