,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,ALQ100,,,,,,,,,,,,
2,ALQ110,,,,,,,,,,,,
3,ALQ120Q,,,,,,,,,,,,
4,ALQ120U,,,,,,,,,,,,
5,ALQ130,,,,,,,,,,,,
6,ALQ140Q,,,,,,,,,,,,
7,ALQ140U,,,,,,,,,,,,
8,ALQ150,,,,,,,,,,,,
