,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTSCI2YR,,,,,,,,,,,,
2,CIAORDER,,,,,,,,,,,,
3,CIQP01,,,,,,,,,,,,
4,CIQP02,,,,,,,,,,,,
5,CIQP03,,,,,,,,,,,,
6,CIQP04,,,,,,,,,,,,
7,CIQP05,,,,,,,,,,,,
8,CIQP06,,,,,,,,,,,,
9,CIQP07,,,,,,,,,,,,
10,CIQP08,,,,,,,,,,,,
11,CIQP09,,,,,,,,,,,,
12,CIQP10ZZ,,,,,,,,,,,,
13,CIQP11,,,,,,,,,,,,
14,CIQP12,,,,,,,,,,,,
15,CIQP13A,,,,,,,,,,,,
16,CIQP13B,,,,,,,,,,,,
17,CIQP13C,,,,,,,,,,,,
18,CIQP13D,,,,,,,,,,,,
19,CIQP13E,,,,,,,,,,,,
20,CIQP13F,,,,,,,,,,,,
21,CIQP13G,,,,,,,,,,,,
22,CIQP13H,,,,,,,,,,,,
23,CIQP13I,,,,,,,,,,,,
24,CIQP13J,,,,,,,,,,,,
25,CIQP13K,,,,,,,,,,,,
26,CIQP13L,,,,,,,,,,,,
27,CIQP13M,,,,,,,,,,,,
28,CIQP13N,,,,,,,,,,,,
29,CIQP13O,,,,,,,,,,,,
30,CIQP13P,,,,,,,,,,,,
31,CIQP13ZZ,,,,,,,,,,,,
32,CIQP14,,,,,,,,,,,,
33,CIQP15,,,,,,,,,,,,
34,CIQP15ZZ,,,,,,,,,,,,
35,CIQP16,,,,,,,,,,,,
36,CIQP17,,,,,,,,,,,,
37,CIQP18,,,,,,,,,,,,
38,CIQP18ZZ,,,,,,,,,,,,
39,CIQP19,,,,,,,,,,,,
40,CIQP20,,,,,,,,,,,,
41,CIQP21A,,,,,,,,,,,,
42,CIQP21B,,,,,,,,,,,,
43,CIQP21C,,,,,,,,,,,,
44,CIQP21D,,,,,,,,,,,,
45,CIQP21E,,,,,,,,,,,,
46,CIQP21F,,,,,,,,,,,,
47,CIQP21G,,,,,,,,,,,,
48,CIQP21H,,,,,,,,,,,,
49,CIQP21I,,,,,,,,,,,,
50,CIQP21J,,,,,,,,,,,,
51,CIQP21K,,,,,,,,,,,,
52,CIQP21L,,,,,,,,,,,,
53,CIQP21M,,,,,,,,,,,,
54,CIQP21N,,,,,,,,,,,,
55,CIQP21O,,,,,,,,,,,,
56,CIQP21P,,,,,,,,,,,,
57,CIQP21Q,,,,,,,,,,,,
58,CIQP21R,,,,,,,,,,,,
59,CIQP21S,,,,,,,,,,,,
60,CIQP21T,,,,,,,,,,,,
61,CIQP21ZZ,,,,,,,,,,,,
62,CIQP23,,,,,,,,,,,,
63,CIQP24,,,,,,,,,,,,
64,CIQP24ZZ,,,,,,,,,,,,
65,CIQP25,,,,,,,,,,,,
66,CIQP26,,,,,,,,,,,,
67,CIQP27,,,,,,,,,,,,
68,CIQP28,,,,,,,,,,,,
69,CIQP29,,,,,,,,,,,,
70,CIQP30ZZ,,,,,,,,,,,,
