,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,MCQ010,,,,,,,,,,,,
2,MCQ025,,,,,,,,,,,,
3,MCQ035,,,,,,,,,,,,
4,MCQ040,,,,,,,,,,,,
5,MCQ050,,,,,,,,,,,,
6,MCQ053,,,,,,,,,,,,
7,MCQ080,,,,,,,,,,,,
8,MCQ092,,,,,,,,,,,,
9,MCD093,,,,,,,,,,,,
10,MCQ140,,,,,,,,,,,,
11,MCQ149,,,,,,,,,,,,
12,MCQ150G,,,,,,,,,,,,
13,MCQ150Q,,,,,,,,,,,,
14,MCQ160A,,,,,,,,,,,,
15,MCQ160B,,,,,,,,,,,,
16,MCQ160C,,,,,,,,,,,,
17,MCQ160D,,,,,,,,,,,,
18,MCQ160E,,,,,,,,,,,,
19,MCQ160F,,,,,,,,,,,,
20,MCQ160G,,,,,,,,,,,,
21,MCQ160K,,,,,,,,,,,,
22,MCQ160L,,,,,,,,,,,,
23,MCQ160M,,,,,,,,,,,,
24,MCQ170K,,,,,,,,,,,,
25,MCQ170L,,,,,,,,,,,,
26,MCQ170M,,,,,,,,,,,,
27,MCQ180A,,,,,,,,,,,,
28,MCQ180B,,,,,,,,,,,,
29,MCQ180C,,,,,,,,,,,,
30,MCQ180D,,,,,,,,,,,,
31,MCQ180E,,,,,,,,,,,,
32,MCQ180F,,,,,,,,,,,,
33,MCQ180G,,,,,,,,,,,,
34,MCQ180K,,,,,,,,,,,,
35,MCQ180L,,,,,,,,,,,,
36,MCQ180M,,,,,,,,,,,,
37,MCQ190,,,,,,,,,,,,
38,MCQ220,,,,,,,,,,,,
39,MCQ230A,,,,,,,,,,,,
40,MCQ230B,,,,,,,,,,,,
41,MCQ230C,,,,,,,,,,,,
42,MCQ230D,,,,,,,,,,,,
43,MCQ240A,,,,,,,,,,,,
44,MCQ240B,,,,,,,,,,,,
45,MCQ240C,,,,,,,,,,,,
46,MCQ240D,,,,,,,,,,,,
47,MCQ240E,,,,,,,,,,,,
48,MCQ240F,,,,,,,,,,,,
49,MCQ240G,,,,,,,,,,,,
50,MCQ240H,,,,,,,,,,,,
51,MCQ240I,,,,,,,,,,,,
52,MCQ240J,,,,,,,,,,,,
53,MCQ240K,,,,,,,,,,,,
54,MCQ240L,,,,,,,,,,,,
55,MCQ240M,,,,,,,,,,,,
56,MCQ240N,,,,,,,,,,,,
57,MCQ240O,,,,,,,,,,,,
58,MCQ240P,,,,,,,,,,,,
59,MCQ240Q,,,,,,,,,,,,
60,MCQ240R,,,,,,,,,,,,
61,MCQ240S,,,,,,,,,,,,
62,MCQ240T,,,,,,,,,,,,
63,MCQ240U,,,,,,,,,,,,
64,MCQ240V,,,,,,,,,,,,
65,MCQ240W,,,,,,,,,,,,
66,MCQ240X,,,,,,,,,,,,
67,MCQ240Y,,,,,,,,,,,,
68,MCQ240Z,,,,,,,,,,,,
69,MCQ240AA,,,,,,,,,,,,
70,MCQ240BB,,,,,,,,,,,,
71,MCQ240CC,,,,,,,,,,,,
72,MCQ240DD,,,,,,,,,,,,
73,MCQ240DK,,,,,,,,,,,,
74,MCQ245A,,,,,,,,,,,,
75,MCQ245B,,,,,,,,,,,,
76,MCQ265,,,,,,,,,,,,
77,MCQ268A,,,,,,,,,,,,
78,MCQ268B,,,,,,,,,,,,
79,MCQ268C,,,,,,,,,,,,
80,MCQ268D,,,,,,,,,,,,
81,MCQ300A,,,,,,,,,,,,
82,MCQ300B,,,,,,,,,,,,
83,MCQ300C,,,,,,,,,,,,
84,MCQ310,,,,,,,,,,,,
85,MCQ320,,,,,,,,,,,,
86,MCD330,,,,,,,,,,,,
87,MCQ340,,,,,,,,,,,,
88,MCQ350,,,,,,,,,,,,
