,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,PAD020,,,,,,,,,,,,
2,PAQ050Q,,,,,,,,,,,,
3,PAQ050U,,,,,,,,,,,,
4,PAD080,,,,,,,,,,,,
5,PAQ100,,,,,,,,,,,,
6,PAD120,,,,,,,,,,,,
7,PAD160,,,,,,,,,,,,
8,PAQ180,,,,,,,,,,,,
9,PAD200,,,,,,,,,,,,
10,PAD320,,,,,,,,,,,,
11,PAD440,,,,,,,,,,,,
12,PAD460,,,,,,,,,,,,
13,PAQ500,,,,,,,,,,,,
14,PAQ520,,,,,,,,,,,,
15,PAQ540,,,,,,,,,,,,
16,PAQ560,,,,,,,,,,,,
17,PAD590,,,,,,,,,,,,
18,PAD600,,,,,,,,,,,,
19,PAAQUEX,,,,,,,,,,,,
