,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,OSQ010a,,,,,,,,,,,,
2,OSQ010b,,,,,,,,,,,,
3,OSQ010c,,,,,,,,,,,,
4,OSQ020a,,,,,,,,,,,,
5,OSQ020b,,,,,,,,,,,,
6,OSQ020c,,,,,,,,,,,,
7,OSQ025,,,,,,,,,,,,
8,OSD030aa,,,,,,,,,,,,
9,OSQ040aa,,,,,,,,,,,,
10,OSQ045,,,,,,,,,,,,
11,OSD050aa,,,,,,,,,,,,
12,OSD030ab,,,,,,,,,,,,
13,OSQ040ab,,,,,,,,,,,,
14,OSD050ab,,,,,,,,,,,,
15,OSD030ac,,,,,,,,,,,,
16,OSQ040ac,,,,,,,,,,,,
17,OSD050ac,,,,,,,,,,,,
18,OSD030ba,,,,,,,,,,,,
19,OSQ040ba,,,,,,,,,,,,
20,OSD050ba,,,,,,,,,,,,
21,OSD030bb,,,,,,,,,,,,
22,OSQ040bb,,,,,,,,,,,,
23,OSD050bb,,,,,,,,,,,,
24,OSD030bc,,,,,,,,,,,,
25,OSQ040bc,,,,,,,,,,,,
26,OSD050bc,,,,,,,,,,,,
27,OSD030bd,,,,,,,,,,,,
28,OSQ040bd,,,,,,,,,,,,
29,OSD050bd,,,,,,,,,,,,
30,OSD030be,,,,,,,,,,,,
31,OSQ040be,,,,,,,,,,,,
32,OSD050be,,,,,,,,,,,,
33,OSD030bf,,,,,,,,,,,,
34,OSQ040bf,,,,,,,,,,,,
35,OSD050bf,,,,,,,,,,,,
36,OSD030bg,,,,,,,,,,,,
37,OSQ040bg,,,,,,,,,,,,
38,OSD050bg,,,,,,,,,,,,
39,OSD030ca,,,,,,,,,,,,
40,OSQ040ca,,,,,,,,,,,,
41,OSD050ca,,,,,,,,,,,,
42,OSD030cb,,,,,,,,,,,,
43,OSQ040cb,,,,,,,,,,,,
44,OSD050cb,,,,,,,,,,,,
45,OSD030cc,,,,,,,,,,,,
46,OSQ040cc,,,,,,,,,,,,
47,OSD050cc,,,,,,,,,,,,
48,OSD030cd,,,,,,,,,,,,
49,OSQ040cd,,,,,,,,,,,,
50,OSD050cd,,,,,,,,,,,,
51,OSD030ce,,,,,,,,,,,,
52,OSQ040ce,,,,,,,,,,,,
53,OSD050ce,,,,,,,,,,,,
54,OSD030cf,,,,,,,,,,,,
55,OSQ040cf,,,,,,,,,,,,
56,OSD050cf,,,,,,,,,,,,
57,OSD030cg,,,,,,,,,,,,
58,OSQ040cg,,,,,,,,,,,,
59,OSD030ch,,,,,,,,,,,,
60,OSQ040ch,,,,,,,,,,,,
61,OSD030ci,,,,,,,,,,,,
62,OSQ040ci,,,,,,,,,,,,
63,OSD030cj,,,,,,,,,,,,
64,OSQ040cj,,,,,,,,,,,,
65,OSQ080,,,,,,,,,,,,
66,OSQ090a,,,,,,,,,,,,
67,OSQ100a,,,,,,,,,,,,
68,OSD110a,,,,,,,,,,,,
69,OSQ120a,,,,,,,,,,,,
70,OSQ090b,,,,,,,,,,,,
71,OSQ100b,,,,,,,,,,,,
72,OSD110b,,,,,,,,,,,,
73,OSQ120b,,,,,,,,,,,,
74,OSQ090c,,,,,,,,,,,,
75,OSQ100c,,,,,,,,,,,,
76,OSD110c,,,,,,,,,,,,
77,OSQ120c,,,,,,,,,,,,
78,OSQ090d,,,,,,,,,,,,
79,OSQ100d,,,,,,,,,,,,
80,OSD110d,,,,,,,,,,,,
81,OSQ120d,,,,,,,,,,,,
82,OSQ090e,,,,,,,,,,,,
83,OSQ100e,,,,,,,,,,,,
84,OSD110e,,,,,,,,,,,,
85,OSQ120e,,,,,,,,,,,,
86,OSQ090f,,,,,,,,,,,,
87,OSQ100f,,,,,,,,,,,,
88,OSD110f,,,,,,,,,,,,
89,OSQ120f,,,,,,,,,,,,
90,OSQ090g,,,,,,,,,,,,
91,OSQ100g,,,,,,,,,,,,
92,OSD110g,,,,,,,,,,,,
93,OSQ120g,,,,,,,,,,,,
94,OSQ090h,,,,,,,,,,,,
95,OSQ100h,,,,,,,,,,,,
96,OSD110h,,,,,,,,,,,,
97,OSQ120h,,,,,,,,,,,,
98,OSQ090i,,,,,,,,,,,,
99,OSQ100i,,,,,,,,,,,,
100,OSD110i,,,,,,,,,,,,
101,OSQ120i,,,,,,,,,,,,
102,OSQ090j,,,,,,,,,,,,
103,OSQ100j,,,,,,,,,,,,
104,OSD110j,,,,,,,,,,,,
105,OSQ120j,,,,,,,,,,,,
106,OSQ129,,,,,,,,,,,,
107,OSQ060,,,,,,,,,,,,
108,OSQ070,,,,,,,,,,,,
109,OSQ130,,,,,,,,,,,,
110,OSQ140q,,,,,,,,,,,,
111,OSQ140u,,,,,,,,,,,,
112,OSQ150,,,,,,,,,,,,
113,OSQ160a,,,,,,,,,,,,
114,OSQ160b,,,,,,,,,,,,
115,OSQ170,,,,,,,,,,,,
116,OSQ180,,,,,,,,,,,,
117,OSQ190,,,,,,,,,,,,
118,OSQ200,,,,,,,,,,,,
119,OSQ210,,,,,,,,,,,,
120,OSQ220,,,,,,,,,,,,
