,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,OSQ010a,,,,,,,,,,,,
2,OSQ010b,,,,,,,,,,,,
3,OSQ010c,,,,,,,,,,,,
4,OSQ020a,,,,,,,,,,,,
5,OSQ020b,,,,,,,,,,,,
6,OSQ020c,,,,,,,,,,,,
7,OSQ025,,,,,,,,,,,,
8,OSD030aa,,,,,,,,,,,,
9,OSQ040aa,,,,,,,,,,,,
10,OSD050aa,,,,,,,,,,,,
11,OSD030ab,,,,,,,,,,,,
12,OSQ040ab,,,,,,,,,,,,
13,OSD050ab,,,,,,,,,,,,
14,OSD030ac,,,,,,,,,,,,
15,OSQ040ac,,,,,,,,,,,,
16,OSD050ac,,,,,,,,,,,,
17,OSD030ba,,,,,,,,,,,,
18,OSQ040ba,,,,,,,,,,,,
19,OSD050ba,,,,,,,,,,,,
20,OSD030bb,,,,,,,,,,,,
21,OSQ040bb,,,,,,,,,,,,
22,OSD050bb,,,,,,,,,,,,
23,OSD030bc,,,,,,,,,,,,
24,OSQ040bc,,,,,,,,,,,,
25,OSD050bc,,,,,,,,,,,,
26,OSD030bd,,,,,,,,,,,,
27,OSQ040bd,,,,,,,,,,,,
28,OSD050bd,,,,,,,,,,,,
29,OSD030be,,,,,,,,,,,,
30,OSQ040be,,,,,,,,,,,,
31,OSD050be,,,,,,,,,,,,
32,OSD030ca,,,,,,,,,,,,
33,OSQ040ca,,,,,,,,,,,,
34,OSD050ca,,,,,,,,,,,,
35,OSD030cb,,,,,,,,,,,,
36,OSQ040cb,,,,,,,,,,,,
37,OSD050cb,,,,,,,,,,,,
38,OSD030cc,,,,,,,,,,,,
39,OSQ040cc,,,,,,,,,,,,
40,OSD050cc,,,,,,,,,,,,
41,OSD030cd,,,,,,,,,,,,
42,OSQ040cd,,,,,,,,,,,,
43,OSD050cd,,,,,,,,,,,,
44,OSD030ce,,,,,,,,,,,,
45,OSQ040ce,,,,,,,,,,,,
46,OSD050ce,,,,,,,,,,,,
47,OSQ080,,,,,,,,,,,,
48,OSQ090a,,,,,,,,,,,,
49,OSQ100a,,,,,,,,,,,,
50,OSD110a,,,,,,,,,,,,
51,OSQ120a,,,,,,,,,,,,
52,OSQ090b,,,,,,,,,,,,
53,OSQ100b,,,,,,,,,,,,
54,OSD110b,,,,,,,,,,,,
55,OSQ120b,,,,,,,,,,,,
56,OSQ090c,,,,,,,,,,,,
57,OSQ100c,,,,,,,,,,,,
58,OSD110c,,,,,,,,,,,,
59,OSQ120c,,,,,,,,,,,,
60,OSQ090d,,,,,,,,,,,,
61,OSQ100d,,,,,,,,,,,,
62,OSD110d,,,,,,,,,,,,
63,OSQ120d,,,,,,,,,,,,
64,OSQ090e,,,,,,,,,,,,
65,OSQ100e,,,,,,,,,,,,
66,OSD110e,,,,,,,,,,,,
67,OSQ120e,,,,,,,,,,,,
68,OSQ090f,,,,,,,,,,,,
69,OSQ100f,,,,,,,,,,,,
70,OSD110f,,,,,,,,,,,,
71,OSQ120f,,,,,,,,,,,,
72,OSQ090g,,,,,,,,,,,,
73,OSQ120g,,,,,,,,,,,,
74,OSQ090h,,,,,,,,,,,,
75,OSQ120h,,,,,,,,,,,,
76,OSQ090i,,,,,,,,,,,,
77,OSQ120i,,,,,,,,,,,,
78,OSQ090j,,,,,,,,,,,,
79,OSQ100j,,,,,,,,,,,,
80,OSD110j,,,,,,,,,,,,
81,OSQ120j,,,,,,,,,,,,
82,OSQ129,,,,,,,,,,,,
83,OSQ060,,,,,,,,,,,,
84,OSQ072,,,,,,,,,,,,
85,OSQ130,,,,,,,,,,,,
86,OSQ140q,,,,,,,,,,,,
87,OSQ140u,,,,,,,,,,,,
88,OSQ150,,,,,,,,,,,,
89,OSQ160a,,,,,,,,,,,,
90,OSQ160b,,,,,,,,,,,,
91,OSQ170,,,,,,,,,,,,
92,OSQ180,,,,,,,,,,,,
93,OSQ190,,,,,,,,,,,,
94,OSQ200,,,,,,,,,,,,
95,OSQ210,,,,,,,,,,,,
96,OSQ220,,,,,,,,,,,,
