,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,RHQ010,,,,,,,,,,,,
2,RHD018,,,,,,,,,,,,
3,RHQ020,,,,,,,,,,,,
4,RHQ031,,,,,,,,,,,,
5,RHD043,,,,,,,,,,,,
6,RHQ060,,,,,,,,,,,,
7,RHQ070,,,,,,,,,,,,
8,RHQ074,,,,,,,,,,,,
9,RHQ076,,,,,,,,,,,,
10,RHQ078,,,,,,,,,,,,
11,RHQ131,,,,,,,,,,,,
12,RHD143,,,,,,,,,,,,
13,RHQ160,,,,,,,,,,,,
14,RHQ162,,,,,,,,,,,,
15,RHQ163,,,,,,,,,,,,
16,RHQ166,,,,,,,,,,,,
17,RHQ169,,,,,,,,,,,,
18,RHQ172,,,,,,,,,,,,
19,RHD173,,,,,,,,,,,,
20,RHQ171,,,,,,,,,,,,
21,RHD180,,,,,,,,,,,,
22,RHD190,,,,,,,,,,,,
23,RHQ197,,,,,,,,,,,,
24,RHQ200,,,,,,,,,,,,
25,RHD280,,,,,,,,,,,,
26,RHQ291,,,,,,,,,,,,
27,RHQ305,,,,,,,,,,,,
28,RHQ332,,,,,,,,,,,,
29,RHQ420,,,,,,,,,,,,
30,RHQ540,,,,,,,,,,,,
31,RHQ542A,,,,,,,,,,,,
32,RHQ542B,,,,,,,,,,,,
33,RHQ542C,,,,,,,,,,,,
34,RHQ542D,,,,,,,,,,,,
35,RHQ554,,,,,,,,,,,,
36,RHQ560Q,,,,,,,,,,,,
37,RHQ560U,,,,,,,,,,,,
38,RHQ570,,,,,,,,,,,,
39,RHQ576Q,,,,,,,,,,,,
40,RHQ576U,,,,,,,,,,,,
41,RHQ580,,,,,,,,,,,,
42,RHQ586Q,,,,,,,,,,,,
43,RHQ586U,,,,,,,,,,,,
44,RHQ596,,,,,,,,,,,,
45,RHQ602Q,,,,,,,,,,,,
46,RHQ602U,,,,,,,,,,,,
